Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
Statewide Total,,Total,AL,1084269,174768,151,2573,85971,104743,100269,122128,203738,133635,138180,18113
Statewide Total,,Cooperative,AL,4,0,0,0,0,0,0,0,0,0,4,0
Statewide Total,,Privately Owned,AL,0,0,0,0,0,0,0,0,0,0,0,0
Statewide Total,,Investor Owned,AL,638858,131695,151,459,40203,61289,66368,70543,112465,71594,75739,8352
Statewide Total,,Municipal Owned,AL,445407,43073,0,2114,45768,43454,33901,51585,91273,62041,62437,9761
UPPER SAND MOUNTAIN GAS DISTRICT,39315,Municipal Owned,AL,216,0,0,0,0,0,0,0,0,0,186,30
COOPERATIVE DISTRICT FOR NORTHEAST ALABAMA GAS,38918,Cooperative,AL,4,0,0,0,0,0,0,0,0,0,4,0
WHEELER BASIN NATURAL GAS CO,31157,Investor Owned,AL,4326,0,0,0,0,0,0,0,2340,995,872,119
EAST CENTRAL ALABAMA GAS DISTRICT,30530,Municipal Owned,AL,3343,0,0,0,1093,511,243,159,968,109,234,26
"YORK GAS DEPT, CITY OF",24040,Municipal Owned,AL,773,50,0,0,75,0,5,643,0,0,0,0
WILTON GAS DEPT,22693,Municipal Owned,AL,202,0,0,0,113,25,12,29,16,7,0,0
WILCOX COUNTY GAS DISTRIBUTION,22605,Municipal Owned,AL,760,0,0,0,0,476,0,1,120,72,72,19
WEST JEFFERSON GAS SYSTEM,22406,Municipal Owned,AL,650,650,0,0,0,0,0,0,0,0,0,0
WEDOWEE UTILITIES GAS BOARD,22322,Municipal Owned,AL,701,426,0,0,0,0,0,0,152,116,7,0
WADLEY GAS SYSTEMS,22014,Municipal Owned,AL,191,191,0,0,0,0,0,0,0,0,0,0
"VINA GAS SYSTEM, TOWN OF",21300,Municipal Owned,AL,481,0,0,0,0,100,50,75,125,89,41,1
UNION SPRINGS UTILITIES BOARD,20150,Municipal Owned,AL,1037,0,0,0,0,0,0,0,1021,3,8,5
"TUSCUMBIA GAS DEPT, CITY OF",19760,Municipal Owned,AL,3271,0,0,0,984,303,554,410,655,284,69,12
"TRUSSVILLE, UTILITIES BOARD, CITY OF",19740,Municipal Owned,AL,27023,11267,0,0,0,22,1712,4530,3445,3609,2030,408
"TALLASSEE, CITY OF",19050,Municipal Owned,AL,2157,2132,0,0,0,0,0,0,0,1,24,0
SYLACAUGA GAS SYSTEM,18784,Municipal Owned,AL,6887,0,0,0,0,30,473,988,2037,1675,1659,25
SUMITON GAS BOARD,18708,Municipal Owned,AL,1522,0,0,0,0,470,0,917,57,27,45,6
STEVENSON UTILITIES BOARD,18644,Municipal Owned,AL,306,306,0,0,0,0,0,0,0,0,0,0
SOUTHEAST GAS,18456,Municipal Owned,AL,49526,0,0,0,22861,10472,4866,0,3633,4611,3083,0
SHEFFIELD GAS DEPARTMENT,18252,Municipal Owned,AL,4707,0,0,0,0,0,2,1615,2098,906,86,0
SCOTTSBORO WATER SEWER & GAS BOARD,18140,Municipal Owned,AL,4712,0,0,0,0,1000,237,956,1557,618,319,25
RUSSELVILLE GAS BOARD,17750,Municipal Owned,AL,6390,0,0,0,0,0,1893,1184,2330,453,491,39
"ROCKFORD GAS BOARD, TOWN OF",17590,Municipal Owned,AL,97,0,0,0,81,0,0,0,9,4,3,0
"ROBERTSDALE GAS SYSTEM, CITY OF",17556,Municipal Owned,AL,322,0,0,277,6,6,6,4,3,13,4,3
ROANOKE UTILITIES BOARD,17550,Municipal Owned,AL,1369,0,0,0,0,0,0,1357,0,0,0,12
"RED BAY NATURAL GAS SYSTEM, TOWN OF",17130,Municipal Owned,AL,1470,0,0,0,170,100,378,285,230,160,144,3
"PIEDMONT WATER WORKS GAS & SEWER BOARD, CITY OF",15525,Municipal Owned,AL,2327,871,0,0,0,0,0,395,300,435,326,0
PICKENS COUNTY NATURAL GAS DISTRICT,15504,Municipal Owned,AL,1798,0,0,0,812,324,119,211,151,126,50,5
ONEONTA GAS DEPT,14320,Municipal Owned,AL,3859,0,0,0,1250,856,150,300,500,416,358,29
NORTHWEST ALABAMA GAS DISTRICT,13820,Municipal Owned,AL,21567,0,0,0,1969,336,3116,5000,6231,1886,2772,257
NORTH ALABAMA GAS DISTRICT,13535,Municipal Owned,AL,24393,0,0,0,1066,1176,790,4808,6380,5503,3878,792
MULGA NATURAL GAS SYSTEM,12900,Municipal Owned,AL,1568,1242,0,0,0,0,0,60,152,72,39,3
MOULTON GAS SYSTEM,12824,Municipal Owned,AL,2031,0,0,0,0,450,50,26,961,426,118,0
SPIRE GULF INC.,12642,Investor Owned,AL,102680,0,151,459,3646,6388,12856,15571,31555,16244,13137,2673
MARSHALL COUNTY GAS DISTRICT,12180,Municipal Owned,AL,26825,9010,0,0,0,0,0,3494,7515,2616,3780,410
MAPLESVILLE GAS SYSTEM,12120,Municipal Owned,AL,883,0,0,0,234,100,50,50,308,96,45,0
"LIVINGSTON UTILITIES BOARD, CITY OF",11595,Municipal Owned,AL,605,0,0,0,65,49,65,97,195,115,19,0
"LANETT GAS DEPT, CITY OF",11216,Municipal Owned,AL,2456,2409,0,0,0,0,0,0,0,39,8,0
"JACKSONVILLE WATER WORK, GAS & SEWER BOARD",9070,Municipal Owned,AL,2500,0,0,469,0,0,70,0,851,882,167,61
HUNTSVILLE GAS SYSTEM,7685,Municipal Owned,AL,57698,0,0,0,2746,10710,5767,5625,7899,10779,12495,1677
HARTSELLE UTILITIES BOARD,7110,Municipal Owned,AL,5134,0,0,0,142,251,321,489,1509,1711,673,38
GRAYSVILLE MUNICIPAL GAS SYSTEM,6630,Municipal Owned,AL,7500,0,0,0,1629,1608,1525,862,66,236,1505,69
"GORDO WATER GAS & SEWER BOARD, TOWN OF",6460,Municipal Owned,AL,620,0,0,0,228,159,50,42,25,50,57,9
GENEVA COUNTY GAS DIST,6320,Municipal Owned,AL,2204,0,0,0,0,599,509,932,50,40,42,32
FULTONDALE GAS BOARD,5700,Municipal Owned,AL,9070,0,0,0,0,0,0,0,0,0,8017,1053
"FOLEY UTILITY BOARD, CITY OF (RIVIERA UTIL)",5340,Municipal Owned,AL,7523,0,0,0,1391,963,637,282,634,1586,1731,299
"FLORENCE GAS DEPT, CITY OF",5300,Municipal Owned,AL,17670,0,0,0,2478,1372,1481,2560,6322,2109,1233,115
"FLORALA UTILITY BOARD, CITY OF",5290,Municipal Owned,AL,794,0,0,0,0,777,3,2,5,2,5,0
"FAYETTE GAS BOARD, CITY OF",5090,Municipal Owned,AL,2845,0,0,0,395,389,844,450,289,291,187,0
"FAIRHOPE GAS SYSTEM, CITY OF",5040,Municipal Owned,AL,15538,0,0,0,1812,1498,1110,864,3216,2553,4130,355
"DORA GAS BOARD, TOWN OF",3490,Municipal Owned,AL,805,0,0,0,626,0,0,0,87,56,36,0
DEKALB - CHEROKEE COUNTIES GAS DISTRICT,3200,Municipal Owned,AL,10403,0,0,0,1179,1125,323,2056,2905,1899,916,0
DECATUR UTILITIES - GAS DEPARTMENT,3183,Municipal Owned,AL,14884,0,0,0,0,356,2701,1740,6905,1884,1198,100
"DAPHNE UTILITY DEPT, CITY OF",3130,Municipal Owned,AL,5524,157,0,0,325,116,112,252,797,1924,1552,289
DADEVILLE WATER SUPPPLY & GAS BOARD,3050,Municipal Owned,AL,840,0,0,0,237,0,0,450,0,109,32,12
CULLMAN - JEFFERSON CO GAS DIST,2904,Municipal Owned,AL,15147,6728,0,0,0,0,0,0,4391,2082,1652,294
"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF",2784,Municipal Owned,AL,521,0,0,0,0,0,0,0,0,0,0,521
SOUTH ALABAMA GAS DISTRICT,2688,Municipal Owned,AL,7599,0,0,292,67,2482,1024,1150,1739,252,535,58
CLARKE - MOBILE COUNTIES GAS DIST,2456,Municipal Owned,AL,9767,0,0,0,0,2936,345,1356,3650,579,837,64
"CITRONELLE GAS UTILITIES BOARD, TOWN OF",2421,Municipal Owned,AL,7716,3990,0,0,0,0,0,0,1169,1686,788,83
CHILDERSBURG GAS BOARD,2304,Municipal Owned,AL,2264,0,0,0,463,71,171,375,712,307,165,0
CHEROKEE WATERWORKS & GAS BOARD,2300,Municipal Owned,AL,244,0,0,0,0,0,0,0,0,239,5,0
"CARBON HILL GAS BOARD, CITY OF",2088,Municipal Owned,AL,558,0,0,0,0,300,60,60,60,60,18,0
CAMP HILL UTILITY BOARD,2044,Municipal Owned,AL,118,118,0,0,0,0,0,0,0,0,0,0
CITY OF CALERA NATURAL GAS,2020,Municipal Owned,AL,3069,0,0,0,153,262,279,131,214,1742,263,25
BROOKSIDE GAS SYSTEM,1808,Municipal Owned,AL,472,472,0,0,0,0,0,0,0,0,0,0
BRIDGEPORT UTILITIES BOARD,1736,Municipal Owned,AL,1027,0,0,0,385,10,39,214,317,26,32,4
"BREWTON GAS DEPT, CITY OF",1728,Municipal Owned,AL,3390,3054,0,0,0,0,0,11,232,89,4,0
BOAZ GAS BOARD,1584,Municipal Owned,AL,5006,0,0,0,333,608,913,796,1164,494,697,1
NORTH BALDWIN UTILITIES,1192,Municipal Owned,AL,2599,0,0,1076,0,0,113,584,357,42,340,87
"WEST ESCAMBIA UTILITIES, INC.",828,Municipal Owned,AL,1714,0,0,0,0,0,0,0,0,0,0,1714
ATHENS GAS DEPARTMENT,766,Municipal Owned,AL,12025,0,0,0,400,50,126,940,2984,3734,3118,673
ALEXANDER CITY MUNICIPAL GAS,261,Municipal Owned,AL,4194,0,0,0,0,6,607,1768,1575,111,109,18
SPIRE ALABAMA INC.,180,Investor Owned,AL,531852,131695,0,0,36557,54901,53512,54972,78570,54355,61730,5560
