Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,AL,4876,5354,5106,4996,5020,4726,5545,5393,5304,4977,4802
,Statewide Total,Cooperative,AL,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,AL,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,AL,4038,4357,3999,3929,3988,3703,4001,3801,3721,3450,3198
,Statewide Total,Municipal Owned,AL,838,997,1107,1067,1032,1023,1544,1592,1583,1527,1604
39315,UPPER SAND MOUNTAIN GAS DISTRICT,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
38918,COOPERATIVE DISTRICT FOR NORTHEAST ALABAMA GAS,Cooperative,AL,0,0,0,0,0,0,0,0,0,0,0
31157,WHEELER BASIN NATURAL GAS CO,Investor Owned,AL,0,0,0,0,0,0,0,0,19,0,0
30530,EAST CENTRAL ALABAMA GAS DISTRICT,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
24040,"YORK GAS DEPT, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
22693,WILTON GAS DEPT,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
22605,WILCOX COUNTY GAS DISTRIBUTION,Municipal Owned,AL,0,0,0,0,0,0,0,1,0,0,0
22406,WEST JEFFERSON GAS SYSTEM,Municipal Owned,AL,0,0,0,0,0,0,0,2,0,7,3
22322,WEDOWEE UTILITIES GAS BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
22014,WADLEY GAS SYSTEMS,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
21300,"VINA GAS SYSTEM, TOWN OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
20150,UNION SPRINGS UTILITIES BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,1,2,0
19760,"TUSCUMBIA GAS DEPT, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
19740,"TRUSSVILLE, UTILITIES BOARD, CITY OF",Municipal Owned,AL,22,32,61,75,37,39,104,91,91,119,117
19050,"TALLASSEE, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
18784,SYLACAUGA GAS SYSTEM,Municipal Owned,AL,6,12,39,28,14,14,21,23,16,20,13
18708,SUMITON GAS BOARD,Municipal Owned,AL,0,0,5,2,0,0,0,0,0,0,0
18644,STEVENSON UTILITIES BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
18456,SOUTHEAST GAS,Municipal Owned,AL,0,0,0,0,0,37,128,165,198,175,250
18252,SHEFFIELD GAS DEPARTMENT,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
18140,SCOTTSBORO WATER SEWER & GAS BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
17750,RUSSELVILLE GAS BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,9,12,14,8
17590,"ROCKFORD GAS BOARD, TOWN OF",Municipal Owned,AL,0,0,0,0,3,0,0,0,0,0,0
17556,"ROBERTSDALE GAS SYSTEM, CITY OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
17550,ROANOKE UTILITIES BOARD,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
17130,"RED BAY NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,AL,0,0,0,0,0,0,0,0,0,15,19
15525,"PIEDMONT WATER WORKS GAS & SEWER BOARD, CITY OF",Municipal Owned,AL,0,1,0,10,8,6,5,10,6,2,6
15504,PICKENS COUNTY NATURAL GAS DISTRICT,Municipal Owned,AL,6,10,3,1,4,4,1,0,0,0,0
14320,ONEONTA GAS DEPT,Municipal Owned,AL,0,0,0,0,0,0,0,0,1,7,9
13820,NORTHWEST ALABAMA GAS DISTRICT,Municipal Owned,AL,1,0,121,101,102,97,56,62,85,66,81
13535,NORTH ALABAMA GAS DISTRICT,Municipal Owned,AL,0,0,0,0,0,0,0,0,0,0,0
12900,MULGA NATURAL GAS SYSTEM,Municipal Owned,AL,0,2,16,10,8,8,0,6,5,1,1
