,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,IA,All Sectors,Ammonia,CAP,1843.0334208302022,TON
1,IA,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
2,IA,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
3,IA,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
4,IA,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
5,IA,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
6,IA,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
7,IA,All Sectors,Carbon Dioxide,GHG,1346161.630919351,TON
8,IA,All Sectors,Methane,GHG,79.7131856742438,TON
9,IA,All Sectors,Nitrous Oxide,GHG,63.780353419202,TON
10,IA,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,6379.740913167001,TON
11,IA,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,672.4556285944,TON
12,IA,Agriculture - Fertilizer Application,Ammonia,CAP,243.5,TON
13,IA,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,1319.1364128152,TON
14,IA,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,1024.723,TON
15,IA,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,1746.6115,TON
16,IA,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,5918.133,TON
17,IA,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,0.160943,TON
18,IA,Commercial Cooking,Carbon Monoxide,CAP,2.6467294,TON
19,IA,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,100.32428359000001,TON
20,IA,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,77.5385736,TON
21,IA,Commercial Cooking,Volatile Organic Compounds,CAP,1.9311649331,TON
22,IA,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,372.09439666000003,TON
23,IA,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,17.079798500000003,TON
24,IA,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,130.3381,TON
25,IA,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,124.53663999999999,TON
26,IA,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,2550.0611,TON
27,IA,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,430.16825,TON
28,IA,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,0.209,TON
29,IA,Fires - Prescribed Fires,Ammonia,CAP,68.14486000000001,TON
30,IA,Fires - Prescribed Fires,Nitrogen Oxides,CAP,3.627501,TON
31,IA,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,3.621849,TON
32,IA,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,316.656778,TON
