,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,IA,Adair,All Sectors,Ammonia,CAP,1843.0334208302022,TON
1,IA,Adair,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
2,IA,Adair,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
3,IA,Adair,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
4,IA,Adair,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
5,IA,Adair,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
6,IA,Adair,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
7,IA,Adams,All Sectors,Ammonia,CAP,1843.0334208302022,TON
8,IA,Adams,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
9,IA,Adams,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
10,IA,Adams,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
11,IA,Adams,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
12,IA,Adams,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
13,IA,Adams,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
14,IA,Adams,All Sectors,Carbon Dioxide,GHG,1346161.630919351,TON
15,IA,Adams,All Sectors,Methane,GHG,79.7131856742438,TON
16,IA,Adams,All Sectors,Nitrous Oxide,GHG,63.780353419202,TON
17,IA,Allamakee,All Sectors,Ammonia,CAP,1843.0334208302022,TON
18,IA,Allamakee,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
19,IA,Allamakee,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
20,IA,Allamakee,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
21,IA,Allamakee,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
22,IA,Allamakee,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
23,IA,Allamakee,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
24,IA,Appanoose,All Sectors,Ammonia,CAP,1843.0334208302022,TON
25,IA,Appanoose,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
26,IA,Appanoose,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
27,IA,Appanoose,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
28,IA,Appanoose,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
29,IA,Appanoose,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
30,IA,Appanoose,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
31,IA,Audubon,All Sectors,Ammonia,CAP,1843.0334208302022,TON
32,IA,Audubon,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
33,IA,Audubon,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
34,IA,Audubon,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
35,IA,Audubon,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
36,IA,Audubon,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
37,IA,Audubon,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
38,IA,Benton,All Sectors,Ammonia,CAP,1843.0334208302022,TON
39,IA,Benton,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
40,IA,Benton,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
41,IA,Benton,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
42,IA,Benton,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
43,IA,Benton,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
44,IA,Benton,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
45,IA,Black Hawk,All Sectors,Ammonia,CAP,1843.0334208302022,TON
46,IA,Black Hawk,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
47,IA,Black Hawk,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
48,IA,Black Hawk,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
49,IA,Black Hawk,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
50,IA,Black Hawk,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
51,IA,Black Hawk,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
52,IA,Boone,All Sectors,Ammonia,CAP,1843.0334208302022,TON
53,IA,Boone,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
54,IA,Boone,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
55,IA,Boone,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
56,IA,Boone,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
57,IA,Boone,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
58,IA,Boone,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
59,IA,Bremer,All Sectors,Ammonia,CAP,1843.0334208302022,TON
60,IA,Bremer,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
61,IA,Bremer,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
62,IA,Bremer,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
63,IA,Bremer,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
64,IA,Bremer,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
65,IA,Bremer,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
66,IA,Buchanan,All Sectors,Ammonia,CAP,1843.0334208302022,TON
67,IA,Buchanan,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
68,IA,Buchanan,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
69,IA,Buchanan,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
70,IA,Buchanan,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
71,IA,Buchanan,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
72,IA,Buchanan,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
73,IA,Buchanan,All Sectors,Carbon Dioxide,GHG,1346161.630919351,TON
74,IA,Buchanan,All Sectors,Methane,GHG,79.7131856742438,TON
75,IA,Buchanan,All Sectors,Nitrous Oxide,GHG,63.780353419202,TON
76,IA,Buena Vista,All Sectors,Ammonia,CAP,1843.0334208302022,TON
77,IA,Buena Vista,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
78,IA,Buena Vista,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
79,IA,Buena Vista,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
80,IA,Buena Vista,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
81,IA,Buena Vista,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
82,IA,Buena Vista,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
83,IA,Butler,All Sectors,Ammonia,CAP,1843.0334208302022,TON
84,IA,Butler,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
85,IA,Butler,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
86,IA,Butler,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
87,IA,Butler,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
88,IA,Butler,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
89,IA,Butler,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
90,IA,Butler,All Sectors,Carbon Dioxide,GHG,1346161.630919351,TON
91,IA,Butler,All Sectors,Methane,GHG,79.7131856742438,TON
92,IA,Butler,All Sectors,Nitrous Oxide,GHG,63.780353419202,TON
93,IA,Calhoun,All Sectors,Ammonia,CAP,1843.0334208302022,TON
94,IA,Calhoun,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
95,IA,Calhoun,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
96,IA,Calhoun,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
97,IA,Calhoun,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
98,IA,Calhoun,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
99,IA,Calhoun,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
100,IA,Calhoun,All Sectors,Carbon Dioxide,GHG,1346161.630919351,TON
101,IA,Calhoun,All Sectors,Methane,GHG,79.7131856742438,TON
102,IA,Calhoun,All Sectors,Nitrous Oxide,GHG,63.780353419202,TON
103,IA,Carroll,All Sectors,Ammonia,CAP,1843.0334208302022,TON
104,IA,Carroll,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
105,IA,Carroll,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
106,IA,Carroll,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
107,IA,Carroll,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
108,IA,Carroll,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
109,IA,Carroll,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
110,IA,Cass,All Sectors,Ammonia,CAP,1843.0334208302022,TON
111,IA,Cass,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
112,IA,Cass,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
113,IA,Cass,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
114,IA,Cass,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
115,IA,Cass,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
116,IA,Cass,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
117,IA,Cedar,All Sectors,Ammonia,CAP,1843.0334208302022,TON
118,IA,Cedar,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
119,IA,Cedar,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
120,IA,Cedar,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
121,IA,Cedar,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
122,IA,Cedar,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
123,IA,Cedar,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
124,IA,Cerro Gordo,All Sectors,Ammonia,CAP,1843.0334208302022,TON
125,IA,Cerro Gordo,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
126,IA,Cerro Gordo,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
127,IA,Cerro Gordo,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
128,IA,Cerro Gordo,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2307.701003545426,TON
129,IA,Cerro Gordo,All Sectors,Sulfur Dioxide,CAP,6604.116475707048,TON
130,IA,Cerro Gordo,All Sectors,Volatile Organic Compounds,CAP,11120.74764792699,TON
131,IA,Cerro Gordo,All Sectors,Carbon Dioxide,GHG,1346161.630919351,TON
132,IA,Cerro Gordo,All Sectors,Methane,GHG,79.7131856742438,TON
133,IA,Cerro Gordo,All Sectors,Nitrous Oxide,GHG,63.780353419202,TON
134,IA,Cherokee,All Sectors,Ammonia,CAP,1843.0334208302022,TON
135,IA,Cherokee,All Sectors,Carbon Monoxide,CAP,6976.494773292191,TON
136,IA,Cherokee,All Sectors,Nitrogen Oxides,CAP,10599.430463592218,TON
137,IA,Cherokee,All Sectors,PM10 Primary (Filt + Cond),CAP,9972.191961343373,TON
