,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,NJ,Atlantic,All Sectors,Ammonia,CAP,365.1829872890001,TON
1,NJ,Atlantic,All Sectors,Carbon Monoxide,CAP,49512.38822766354,TON
2,NJ,Atlantic,All Sectors,Nitrogen Oxides,CAP,1323.9550283779997,TON
3,NJ,Atlantic,All Sectors,PM10 Primary (Filt + Cond),CAP,1353.702823418638,TON
4,NJ,Atlantic,All Sectors,PM2.5 Primary (Filt + Cond),CAP,556.1191130153159,TON
5,NJ,Atlantic,All Sectors,Sulfur Dioxide,CAP,54.5612590867609,TON
6,NJ,Atlantic,All Sectors,Volatile Organic Compounds,CAP,8308.116956135198,TON
7,NJ,Bergen,All Sectors,Ammonia,CAP,365.1829872890001,TON
8,NJ,Bergen,All Sectors,Carbon Monoxide,CAP,49512.38822766354,TON
9,NJ,Bergen,All Sectors,Nitrogen Oxides,CAP,1323.9550283779997,TON
10,NJ,Bergen,All Sectors,PM10 Primary (Filt + Cond),CAP,1353.702823418638,TON
11,NJ,Bergen,All Sectors,PM2.5 Primary (Filt + Cond),CAP,556.1191130153159,TON
12,NJ,Bergen,All Sectors,Sulfur Dioxide,CAP,54.5612590867609,TON
13,NJ,Bergen,All Sectors,Volatile Organic Compounds,CAP,8308.116956135198,TON
14,NJ,Burlington,All Sectors,Ammonia,CAP,365.1829872890001,TON
15,NJ,Burlington,All Sectors,Carbon Monoxide,CAP,49512.38822766354,TON
16,NJ,Burlington,All Sectors,Nitrogen Oxides,CAP,1323.9550283779997,TON
17,NJ,Burlington,All Sectors,PM10 Primary (Filt + Cond),CAP,1353.702823418638,TON
18,NJ,Burlington,All Sectors,PM2.5 Primary (Filt + Cond),CAP,556.1191130153159,TON
19,NJ,Burlington,All Sectors,Sulfur Dioxide,CAP,54.5612590867609,TON
20,NJ,Burlington,All Sectors,Volatile Organic Compounds,CAP,8308.116956135198,TON
21,NJ,Burlington,All Sectors,Carbon Dioxide,GHG,1033628.204583764,TON
22,NJ,Burlington,All Sectors,Methane,GHG,237.3138273831,TON
23,NJ,Burlington,All Sectors,Nitrous Oxide,GHG,57.947210957,TON
24,NJ,Camden,All Sectors,Ammonia,CAP,365.1829872890001,TON
25,NJ,Camden,All Sectors,Carbon Monoxide,CAP,49512.38822766354,TON
26,NJ,Camden,All Sectors,Nitrogen Oxides,CAP,1323.9550283779997,TON
27,NJ,Camden,All Sectors,PM10 Primary (Filt + Cond),CAP,1353.702823418638,TON
28,NJ,Camden,All Sectors,PM2.5 Primary (Filt + Cond),CAP,556.1191130153159,TON
