Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,MD,6765,6748,7084,8026,8401,8613,10318,8963,8986,9127,8237
,Statewide Total,Cooperative,MD,0,0,0,0,0,0,1,3,0,0,0
,Statewide Total,Privately Owned,MD,0,0,0,0,0,0,1,0,12,0,0
,Statewide Total,Investor Owned,MD,6545,6534,7051,8019,8398,8605,10309,8954,8966,9120,8232
,Statewide Total,Municipal Owned,MD,220,214,33,7,3,8,7,6,8,7,5
39102,SANDPIPER ENERGY,Investor Owned,MD,0,0,0,55,138,96,94,62,31,43,7
37276,PETROLEUM EQUIPMENT TA (FOR POORES PROPANE LP SYSTEMS),Privately Owned,MD,0,0,0,0,0,0,0,0,0,0,0
37083,"DEEP CREEK MOUNTAIN UTILITIES, LLC",Cooperative,MD,0,0,0,0,0,0,0,3,0,0,0
37066,CRISFIELD HOUSING AUTHORITY,Privately Owned,MD,0,0,0,0,0,0,1,0,12,0,0
32170,AERO ENERGY,Cooperative,MD,0,0,0,0,0,0,1,0,0,0,0
4376,ELKTON GAS,Investor Owned,MD,28,12,6,43,44,40,21,19,28,30,144
4190,EASTON UTILITIES COMMISSION,Municipal Owned,MD,220,214,33,7,3,8,7,6,8,7,5
2588,COLUMBIA GAS OF MARYLAND INC,Investor Owned,MD,498,414,438,447,486,499,399,439,506,317,221
2309,CHESAPEAKE UTILITIES CORPORATION,Investor Owned,MD,85,59,115,214,159,133,142,208,132,121,99
1088,BALTIMORE GAS AND ELECTRIC COMPANY,Investor Owned,MD,5934,6049,6492,7260,7571,7837,9653,8226,8269,8609,7761
