,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,MO,All Sectors,Ammonia,CAP,2459.06218283268,TON
1,MO,All Sectors,Carbon Monoxide,CAP,48882.91897092732,TON
2,MO,All Sectors,Nitrogen Oxides,CAP,9727.141447791493,TON
3,MO,All Sectors,PM10 Primary (Filt + Cond),CAP,46523.99554756209,TON
4,MO,All Sectors,PM2.5 Primary (Filt + Cond),CAP,3230.450284748895,TON
5,MO,All Sectors,Sulfur Dioxide,CAP,1869.9902580770618,TON
6,MO,All Sectors,Volatile Organic Compounds,CAP,45961.43799350384,TON
7,MO,All Sectors,Carbon Dioxide,GHG,6055214.623096923,TON
8,MO,All Sectors,Methane,GHG,2117.148392968044,TON
9,MO,All Sectors,Nitrous Oxide,GHG,41.86278285995,TON
10,MO,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,7580.002645159,TON
11,MO,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,294.10469035615,TON
12,MO,Agriculture - Fertilizer Application,Ammonia,CAP,1205.8,TON
13,MO,Agriculture - Livestock Waste,Ammonia,CAP,980.85832917,TON
14,MO,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,139.708710569,TON
15,MO,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,2587.7392,TON
16,MO,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,2326.9816,TON
17,MO,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,33797.764,TON
18,MO,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,65.148410568,TON
19,MO,Commercial Cooking,Carbon Monoxide,CAP,11.186362599999999,TON
20,MO,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,8.461535975,TON
21,MO,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,555.782312895,TON
22,MO,Commercial Cooking,Volatile Organic Compounds,CAP,4.531396468,TON
23,MO,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,125.68544250000001,TON
24,MO,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,79.75512051,TON
25,MO,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,471.0648,TON
