,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,VT,12223,10479,13060,13015,12444,12565,13669,12895,14799,13535
40,Units in Structure: 1 DETACHED,VT,212758,216849,216124,216056,215109,217678,219066,219954,225886,225306
41,Units in Structure: 10-19,VT,5638,6497,5559,4992,6151,5089,7212,6538,6388,6373
42,Units in Structure: 2,VT,19157,21530,19602,18629,18825,21190,17388,21447,18553,17565
43,Units in Structure: 20-49,VT,7114,7007,5225,6136,8002,7517,7361,8059,8760,9613
44,Units in Structure: 3-4,VT,21323,20237,21305,22589,20953,19712,22110,19952,21053,22261
45,Units in Structure: 5-9,VT,17433,14659,16775,15543,14307,15264,17118,17496,14817,16413
46,Units in Structure: 50+,VT,4619,4775,5603,4681,5509,5461,4963,5922,5414,6692
47,"Units in Structure: Boat,RV,Van,Etc.",VT,78,34,180,32,204,54,58,321,17,14
48,Units in Structure: Mobile Home,VT,22355,22318,20619,22263,24270,22344,20594,22664,21446,21640
