Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
Statewide Total,,Total,MS,609109,83909,1860,13636,51210,56223,63973,56203,82134,98128,89600,12233
Statewide Total,,Cooperative,MS,3650,0,0,0,0,0,0,978,472,700,1434,66
Statewide Total,,Privately Owned,MS,5894,378,0,98,170,3065,728,856,280,186,123,10
Statewide Total,,Investor Owned,MS,490142,58654,1340,13115,45839,45847,59619,44035,59451,80245,74650,7347
Statewide Total,,Municipal Owned,MS,109423,24877,520,423,5201,7311,3626,10334,21931,16997,13393,4810
MISSISSIPPI NATURAL INC.,39406,Privately Owned,MS,402,378,0,0,0,0,0,0,0,20,4,0
SOUTHEAST UTILITIES LLC,38940,Privately Owned,MS,761,0,0,98,170,176,124,88,64,31,10,0
KEESLER AIR FORCE BASE,38011,Municipal Owned,MS,714,0,0,0,0,0,0,0,0,598,116,0
OAKLAND YALOBUSHA NATURAL GAS DISTRICT,32196,Municipal Owned,MS,413,0,0,0,0,0,0,0,0,0,0,413
SEBASTOPOL NATURAL GAS DISTRICT,32180,Investor Owned,MS,450,0,0,0,0,0,0,0,0,122,328,0
"TREMONT, CITY OF",32065,Municipal Owned,MS,234,0,0,0,0,0,0,0,0,234,0,0
MISSISSIPPI RIVER GAS LLC,31794,Privately Owned,MS,4451,0,0,0,0,2888,600,493,216,135,109,10
CITY OF RIENZI MUNICIPAL GAS,31525,Municipal Owned,MS,366,0,0,0,0,0,0,0,0,313,49,4
NORTHEAST MS NATURAL GAS DISTRICT,31473,Cooperative,MS,3650,0,0,0,0,0,0,978,472,700,1434,66
KILMICHAEL NATURAL GAS,30878,Municipal Owned,MS,245,0,0,0,0,0,0,0,240,3,2,0
WEST LINCOLN NATURAL GAS DISTRICT,30565,Municipal Owned,MS,410,0,0,0,0,0,0,0,382,10,18,0
"WOODVILLE, TOWN OF",22882,Municipal Owned,MS,1000,997,0,0,0,0,0,0,0,0,3,0
SPIRE MISSISSIPPI INC,22658,Investor Owned,MS,22076,17409,0,0,0,0,0,0,0,1128,3266,273
"WEIR NATURAL GAS SYSTEM, TOWN OF",22343,Municipal Owned,MS,218,218,0,0,0,0,0,0,0,0,0,0
"WAVELAND WATER & GAS DEPT, CITY OF",22259,Municipal Owned,MS,1242,0,0,0,10,0,0,0,0,1232,0,0
"WALNUT MUNICIPLE GAS SYSTEM, TOWN OF",22105,Municipal Owned,MS,1275,0,0,0,0,0,0,0,0,0,0,1275
"WALNUT GROVE GAS SYSTEM, CITY OF",22098,Municipal Owned,MS,415,394,0,0,0,0,0,0,1,6,14,0
"VICKSBURG, CITY OF",21220,Municipal Owned,MS,5785,0,0,0,0,0,0,2437,1927,1069,346,6
"UTICA, TOWN OF",20310,Municipal Owned,MS,327,304,0,0,0,23,0,0,0,0,0,0
TISHOMINGO GAS SYSTEM,19475,Municipal Owned,MS,481,0,0,0,0,0,0,0,0,405,70,6
SHANNON MUNICIPLE GAS SYSTEM,18224,Municipal Owned,MS,745,0,0,0,240,10,100,200,166,20,9,0
SENATOBIA MUNICIPAL GAS SYSTEM,18178,Municipal Owned,MS,1915,0,0,0,0,0,0,1073,466,232,101,43
RIPLEY GAS SYSTEM,17480,Municipal Owned,MS,6922,3216,0,0,0,0,0,746,1716,796,416,32
"PONTOTOC, CITY OF",15755,Municipal Owned,MS,8813,4044,0,0,0,0,0,0,2266,299,1980,224
"PICAYUNE UTILITIES DEPT, CITY OF",15497,Municipal Owned,MS,2739,2590,0,0,0,0,0,0,0,0,149,0
"OLIVE BRANCH MUNICIPAL GAS, CITY OF",14270,Municipal Owned,MS,18251,0,0,0,300,949,1199,1200,4949,6228,3085,341
NEW ALBANY GAS SYSTEM,13226,Municipal Owned,MS,7032,0,0,0,878,1317,1022,1009,1189,449,1066,102
"MOSS POINT MUNICIPAL GAS SYSTEM, CITY OF",12816,Municipal Owned,MS,2122,115,0,0,0,0,0,0,885,1086,36,0
ATMOS ENERGY CORPORATION - MISSISSIPPI,12582,Investor Owned,MS,304531,0,773,6070,30929,31149,46237,35405,41231,54718,52389,5630
METCALFE MUNICIPAL GAS,12383,Municipal Owned,MS,475,475,0,0,0,0,0,0,0,0,0,0
"LIBERTY MUNICIPLE SYSTEM, TOWN OF",11480,Municipal Owned,MS,351,349,0,0,0,0,0,0,0,0,0,2
ITAWAMBA INDUSTRIAL GAS CO,8326,Privately Owned,MS,4,0,0,0,0,0,4,0,0,0,0,0
HOLLY SPRINGS MUNICIPAL GAS,7325,Municipal Owned,MS,3323,0,0,73,30,63,103,1367,510,469,708,0
GLOSTER MUNICIPAL GAS SYSTEM,6410,Municipal Owned,MS,544,0,520,0,0,0,0,0,0,0,24,0
FULTON MUNICIPAL GAS SYSTEM,5690,Municipal Owned,MS,2326,0,0,0,225,340,118,311,620,417,281,14
CENTERPOINT ENERGY RESOURCES CORPORATION,4499,Investor Owned,MS,163085,41245,567,7045,14910,14698,13382,8630,18220,24277,18667,1444
"DUCK HILL GAS SYSTEM, TOWN OF",3580,Municipal Owned,MS,865,0,0,0,0,865,0,0,0,0,0,0
"CORINTH GAS DEPT, CITY OF",2788,Municipal Owned,MS,8688,4249,0,0,0,0,0,408,2654,856,474,47
CLAIBORNE NATURAL GAS INC,2465,Privately Owned,MS,1,0,0,0,0,1,0,0,0,0,0,0
CHICKASAWHAY NATURAL GAS DIST,2336,Municipal Owned,MS,5326,3010,0,0,0,0,533,351,650,366,396,20
"CENTREVILLE MUNICIPAL GAS, TOWN OF",2232,Municipal Owned,MS,341,100,0,0,50,25,75,50,20,19,2,0
CANTON MUNICIPAL UTILITY,2060,Municipal Owned,MS,4687,1903,0,0,0,0,0,0,0,339,2415,30
CALEDONIA NATURAL GAS DISTRICT,2047,Municipal Owned,MS,2446,0,0,0,0,0,0,0,1689,427,284,46
"BYHALIA MUNICIPAL SYSTEM, TOWN OF",1976,Municipal Owned,MS,1285,1074,0,0,0,0,0,0,0,64,147,0
BURNSVILLE GAS CO,1922,Privately Owned,MS,275,0,0,0,0,0,0,275,0,0,0,0
BOONEVILLE MUNICIPAL GAS SYSTEM,1624,Municipal Owned,MS,6824,0,0,0,2469,2000,100,552,627,496,580,0
"BELMONT NATURAL GAS SYSTEM, TOWN OF",1280,Municipal Owned,MS,2029,1736,0,0,0,0,0,0,0,0,254,39
"BEAUMONT MUNICIPAL GAS, TOWN OF",1224,Municipal Owned,MS,167,0,0,0,0,138,0,0,0,27,2,0
"BAY SPRINGS NATURAL GAS SYSTEM, TOWN OF",1208,Municipal Owned,MS,790,103,0,0,450,95,23,45,8,29,37,0
"BAY ST LOUIS MUNICIPLE GAS, CITY OF",1200,Municipal Owned,MS,2161,0,0,0,0,0,0,0,0,0,0,2161
"BATESVILLE GAS DEPT, CITY OF",1152,Municipal Owned,MS,2630,0,0,350,403,509,185,178,525,363,112,5
BALDWYN MUN GAS SYST,969,Municipal Owned,MS,1754,0,0,0,0,912,14,291,329,115,93,0
"ASHLAND MUNICIPAL GAS, TOWN OF",729,Municipal Owned,MS,747,0,0,0,146,65,154,116,112,30,124,0
