,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,NY,All Sectors,Ammonia,CAP,1553.9031822432275,TON
1,NY,All Sectors,Carbon Monoxide,CAP,10572.84670372785,TON
2,NY,All Sectors,Nitrogen Oxides,CAP,7111.660194926192,TON
3,NY,All Sectors,PM10 Primary (Filt + Cond),CAP,3728.299734066077,TON
4,NY,All Sectors,PM2.5 Primary (Filt + Cond),CAP,1924.4213563722321,TON
5,NY,All Sectors,Sulfur Dioxide,CAP,800.5881871239203,TON
6,NY,All Sectors,Volatile Organic Compounds,CAP,8449.370370400895,TON
7,NY,All Sectors,Carbon Dioxide,GHG,886457.8529327222,TON
8,NY,All Sectors,Methane,GHG,278.725559726584,TON
9,NY,All Sectors,Nitrous Oxide,GHG,57.492542002994995,TON
10,NY,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,864.93624235,TON
11,NY,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,52.76347973399999,TON
12,NY,Agriculture - Fertilizer Application,Ammonia,CAP,389.6,TON
13,NY,Agriculture - Livestock Waste,Ammonia,CAP,933.14873577,TON
14,NY,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,2.190553963,TON
15,NY,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,1514.8863000000001,TON
16,NY,Bulk Gasoline Terminals,Volatile Organic Compounds,CAP,45.341831129999996,TON
17,NY,Commercial Cooking,Carbon Monoxide,CAP,323.5664493,TON
18,NY,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,14.079527800000005,TON
19,NY,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,615.0085358700001,TON
20,NY,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,24.136285,TON
21,NY,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,71.538894,TON
22,NY,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,496.86330999999996,TON
23,NY,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,157.17184,TON
24,NY,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,1296.172,TON
25,NY,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
26,NY,Fires - Agricultural Field Burning,Ammonia,CAP,0.8079999999999998,TON
27,NY,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,0.237,TON
28,NY,Fires - Agricultural Field Burning,Sulfur Dioxide,CAP,0.1024,TON
29,NY,Fires - Prescribed Fires,Ammonia,CAP,1.554368,TON
30,NY,Fires - Prescribed Fires,Carbon Monoxide,CAP,174.31456,TON
31,NY,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,47.781696,TON
32,NY,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,41.043261,TON
33,NY,Fires - Prescribed Fires,Sulfur Dioxide,CAP,4.66427,TON
34,NY,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,11.17202,TON
35,NY,Fires - Prescribed Fires,Carbon Dioxide,GHG,7931.2292,TON
36,NY,Fires - Wildfires,Ammonia,CAP,1.4238,TON
37,NY,Fires - Wildfires,Nitrogen Oxides,CAP,8.915555000000001,TON
38,NY,Fires - Wildfires,Sulfur Dioxide,CAP,0.4402899999999999,TON
39,NY,Fires - Wildfires,Volatile Organic Compounds,CAP,2.087598,TON
40,NY,Fires - Wildfires,Carbon Dioxide,GHG,1704.377072,TON
41,NY,Fires - Wildfires,Methane,GHG,38.920687,TON
42,NY,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.7040936899999999,TON
43,NY,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,1.6606516,TON
44,NY,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,32.14522236,TON
45,NY,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,1.67726898,TON
46,NY,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.7113976499999999,TON
47,NY,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
48,NY,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
49,NY,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
50,NY,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
51,NY,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
52,NY,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
53,NY,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
54,NY,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,5.0796755000000005,TON
