,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,NC,Alamance,2.46,2.44,2.44,2.46,2.48,2.49,2.48,2.48,2.49,2.51
1,Avg household size of renter-occupied unit,NC,Alamance,2.37,2.39,2.44,2.46,2.38,2.38,2.39,2.34,2.34,2.36
2,FIPS Code,NC,Alamance,37001,37001,37001,37001,37001,37001,37001,37001,37001,37001
3,House Heating Fuel: Electric,NC,Alamance,23032,24537,24607,24968,25961,26576,27190,29187,30149,30637
4,House Heating Fuel: Fuel Oil,NC,Alamance,2086,2001,1788,1807,1733,1578,1333,1241,991,940
5,House Heating Fuel: Gas,NC,Alamance,26390,26345,26919,26458,26373,26122,26473,25927,26621,26730
6,House Heating Fuel: Propane,NC,Alamance,6194,5606,5379,5134,4904,5119,5026,4855,4635,4467
7,House Heating Fuel: Wood,NC,Alamance,1203,1343,1436,1525,1782,1807,1700,1500,1324,1295
26,Median Number of Rooms,NC,Alamance,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.4,5.4,5.4
27,Number of Rooms: 1,NC,Alamance,379,563,627,483,360,477,410,491,491,631
28,Number of Rooms: 2,NC,Alamance,652,661,663,737,743,840,861,846,904,887
29,Number of Rooms: 3,NC,Alamance,4227,4805,5020,4805,4876,4852,4231,4211,4306,4255
30,Number of Rooms: 4,NC,Alamance,13800,13379,12937,13567,13998,13289,13643,13263,13075,12908
31,Number of Rooms: 5,NC,Alamance,17743,17566,17644,17347,17591,17652,17778,18080,18419,18805
32,Number of Rooms: 6,NC,Alamance,12681,12770,12873,12883,12804,13254,12989,13271,13454,13633
33,Number of Rooms: 7,NC,Alamance,6978,7115,7465,7466,7380,7409,7809,8018,8045,8086
34,Number of Rooms: 8,NC,Alamance,4122,4310,4229,4354,4353,4421,4932,5138,5290,5354
35,Number of Rooms: 9+,NC,Alamance,4588,4886,5236,5339,5382,5610,5558,5731,5765,6085
36,Owner-Occupied,NC,Alamance,98617,100370,99198,99495,99989,100226,99870,102164,103567,105560
37,Renter-Occupied,NC,Alamance,44620,44956,47785,48690,49353,50534,52017,51172,52361,53069
38,Total Housing Units,NC,Alamance,65170,66055,66694,66981,67487,67804,68211,69049,69749,70644
39,Total Population,NC,Alamance,147072,149439,151170,152472,153713,155258,156372,157844,160576,163324
40,Units in Structure: 1 ATTACHED,NC,Alamance,1459,1326,1483,1438,1575,1684,1996,2039,2085,2303
41,Units in Structure: 1 DETACHED,NC,Alamance,43119,43549,44405,44914,45347,45836,46745,46940,47258,47463
42,Units in Structure: 10-19,NC,Alamance,2388,2288,2420,2413,2675,2628,2616,2478,2836,2629
43,Units in Structure: 2,NC,Alamance,1644,1552,1620,1574,1581,1719,1715,1778,2047,1974
44,Units in Structure: 20-49,NC,Alamance,1019,1163,1322,1513,1506,1378,1322,1398,1511,1628
45,Units in Structure: 3-4,NC,Alamance,2192,2228,2146,2184,2107,2059,2099,2133,2086,2439
46,Units in Structure: 5-9,NC,Alamance,3106,3186,2885,2981,3015,2753,2661,2745,2813,3053
47,Units in Structure: 50+,NC,Alamance,743,804,766,747,696,783,698,826,771,746
48,"Units in Structure: Boat,RV,Van,Etc.",NC,Alamance,43,16,8,14,15,17,15,7,0,0
49,Units in Structure: Mobile Home,NC,Alamance,9457,9943,9639,9203,8970,8947,8344,8705,8342,8409
50,Year Built: 1940-1949,NC,Alamance,3796,3494,3330,3527,3476,8929,9340,9411,9025,8817
51,Year Built: 1950-1959,NC,Alamance,7982,8155,8602,8764,8905,6991,7293,7350,7305,6990
52,Year Built: 1960-1969,NC,Alamance,6339,6244,6427,6734,6862,8782,8532,8147,8422,8568
53,Year Built: 1970-1979,NC,Alamance,8509,8365,8725,8500,8658,8574,8531,8155,7865,8448
54,Year Built: 1980-1989,NC,Alamance,9108,9044,9197,9053,9167,13071,12324,12566,12482,12363
55,Year Built: 1990-1999,NC,Alamance,13650,14253,13896,13344,12921,11981,12306,12868,12923,12622
56,Year Built: 2000-2009,NC,Alamance,7580,7229,11533,11921,12235,1301,1659,2223,2256,2376
57,Year Built: 2010-2013,NC,Alamance,3411,4370,247,384,825,23,375,815,1614,2540
58,Year Built: before 1940,NC,Alamance,4795,4901,4737,4754,4438,3625,3815,3442,3649,3825
0,Avg household size of owner-occupied unit,NC,Alexander,2.74,2.72,2.67,2.6,2.68,2.72,2.65,2.57,2.54,2.43
1,Avg household size of renter-occupied unit,NC,Alexander,2.73,2.75,2.54,2.46,2.48,2.43,2.48,2.74,2.82,2.85
2,FIPS Code,NC,Alexander,37003,37003,37003,37003,37003,37003,37003,37003,37003,37003
3,House Heating Fuel: Electric,NC,Alexander,9015,9195,9729,10351,10210,10244,10581,10514,10609,11063
4,House Heating Fuel: Fuel Oil,NC,Alexander,2128,2064,1863,1671,1356,1194,1062,963,868,904
5,House Heating Fuel: Gas,NC,Alexander,417,335,370,378,342,340,368,390,390,481
6,House Heating Fuel: Propane,NC,Alexander,1093,994,869,873,928,993,990,1055,976,935
7,House Heating Fuel: Wood,NC,Alexander,638,649,756,710,765,678,673,711,722,649
26,Median Number of Rooms,NC,Alexander,5.4,5.4,5.4,5.5,5.4,5.4,5.4,5.4,5.4,5.4
27,Number of Rooms: 1,NC,Alexander,70,90,137,161,213,223,247,182,138,127
28,Number of Rooms: 2,NC,Alexander,81,167,177,196,174,144,74,72,72,98
29,Number of Rooms: 3,NC,Alexander,589,540,454,479,732,868,820,944,1187,1210
