,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,UT,Beaver,All Sectors,Ammonia,CAP,41.3503398005898,TON
1,UT,Beaver,All Sectors,Carbon Monoxide,CAP,9852.773823824435,TON
2,UT,Beaver,All Sectors,Nitrogen Oxides,CAP,5234.2933441797595,TON
3,UT,Beaver,All Sectors,PM10 Primary (Filt + Cond),CAP,1035.472421559064,TON
4,UT,Beaver,All Sectors,PM2.5 Primary (Filt + Cond),CAP,859.5544231256232,TON
5,UT,Beaver,All Sectors,Sulfur Dioxide,CAP,11.852593746839199,TON
6,UT,Beaver,All Sectors,Volatile Organic Compounds,CAP,1462.3705805123298,TON
7,UT,Box Elder,All Sectors,Ammonia,CAP,41.3503398005898,TON
8,UT,Box Elder,All Sectors,Carbon Monoxide,CAP,9852.773823824435,TON
9,UT,Box Elder,All Sectors,Nitrogen Oxides,CAP,5234.2933441797595,TON
10,UT,Box Elder,All Sectors,PM10 Primary (Filt + Cond),CAP,1035.472421559064,TON
11,UT,Box Elder,All Sectors,PM2.5 Primary (Filt + Cond),CAP,859.5544231256232,TON
12,UT,Box Elder,All Sectors,Sulfur Dioxide,CAP,11.852593746839199,TON
13,UT,Box Elder,All Sectors,Volatile Organic Compounds,CAP,1462.3705805123298,TON
14,UT,Cache,All Sectors,Ammonia,CAP,41.3503398005898,TON
15,UT,Cache,All Sectors,Carbon Monoxide,CAP,9852.773823824435,TON
16,UT,Cache,All Sectors,Nitrogen Oxides,CAP,5234.2933441797595,TON
17,UT,Cache,All Sectors,PM10 Primary (Filt + Cond),CAP,1035.472421559064,TON
18,UT,Cache,All Sectors,PM2.5 Primary (Filt + Cond),CAP,859.5544231256232,TON
19,UT,Cache,All Sectors,Sulfur Dioxide,CAP,11.852593746839199,TON
20,UT,Cache,All Sectors,Volatile Organic Compounds,CAP,1462.3705805123298,TON
21,UT,Cache,All Sectors,Carbon Dioxide,GHG,268994.97998942004,TON
22,UT,Cache,All Sectors,Methane,GHG,1195.9609027985005,TON
23,UT,Cache,All Sectors,Nitrous Oxide,GHG,0.5816892464,TON
24,UT,Carbon,All Sectors,Ammonia,CAP,41.3503398005898,TON
25,UT,Carbon,All Sectors,Carbon Monoxide,CAP,9852.773823824435,TON
26,UT,Carbon,All Sectors,Nitrogen Oxides,CAP,5234.2933441797595,TON
27,UT,Carbon,All Sectors,PM10 Primary (Filt + Cond),CAP,1035.472421559064,TON
28,UT,Carbon,All Sectors,PM2.5 Primary (Filt + Cond),CAP,859.5544231256232,TON
29,UT,Carbon,All Sectors,Sulfur Dioxide,CAP,11.852593746839199,TON
30,UT,Carbon,All Sectors,Volatile Organic Compounds,CAP,1462.3705805123298,TON
31,UT,Carbon,All Sectors,Carbon Dioxide,GHG,268994.97998942004,TON
32,UT,Carbon,All Sectors,Methane,GHG,1195.9609027985005,TON
