,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,NH,Belknap,All Sectors,Ammonia,CAP,62.90168792,TON
1,NH,Belknap,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
2,NH,Belknap,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
3,NH,Belknap,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
4,NH,Belknap,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
5,NH,Belknap,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
6,NH,Belknap,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
7,NH,Belknap,All Sectors,Carbon Dioxide,GHG,36403.281508,TON
8,NH,Belknap,All Sectors,Methane,GHG,11.1881264526,TON
9,NH,Belknap,All Sectors,Nitrous Oxide,GHG,1.7659080336569999,TON
10,NH,Carroll,All Sectors,Ammonia,CAP,62.90168792,TON
11,NH,Carroll,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
12,NH,Carroll,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
13,NH,Carroll,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
14,NH,Carroll,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
15,NH,Carroll,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
16,NH,Carroll,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
17,NH,Carroll,All Sectors,Carbon Dioxide,GHG,36403.281508,TON
18,NH,Carroll,All Sectors,Methane,GHG,11.1881264526,TON
19,NH,Carroll,All Sectors,Nitrous Oxide,GHG,1.7659080336569999,TON
20,NH,Cheshire,All Sectors,Ammonia,CAP,62.90168792,TON
21,NH,Cheshire,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
22,NH,Cheshire,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
23,NH,Cheshire,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
24,NH,Cheshire,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
25,NH,Cheshire,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
26,NH,Cheshire,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
27,NH,Coos,All Sectors,Ammonia,CAP,62.90168792,TON
28,NH,Coos,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
29,NH,Coos,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
30,NH,Coos,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
31,NH,Coos,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
32,NH,Coos,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
33,NH,Coos,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
34,NH,Grafton,All Sectors,Ammonia,CAP,62.90168792,TON
35,NH,Grafton,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
36,NH,Grafton,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
37,NH,Grafton,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
38,NH,Grafton,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
39,NH,Grafton,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
40,NH,Grafton,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
41,NH,Hillsborough,All Sectors,Ammonia,CAP,62.90168792,TON
42,NH,Hillsborough,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
43,NH,Hillsborough,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
44,NH,Hillsborough,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
45,NH,Hillsborough,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
46,NH,Hillsborough,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
47,NH,Hillsborough,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
48,NH,Merrimack,All Sectors,Ammonia,CAP,62.90168792,TON
49,NH,Merrimack,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
50,NH,Merrimack,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
51,NH,Merrimack,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
52,NH,Merrimack,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
53,NH,Merrimack,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
54,NH,Merrimack,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
55,NH,Merrimack,All Sectors,Carbon Dioxide,GHG,36403.281508,TON
56,NH,Merrimack,All Sectors,Methane,GHG,11.1881264526,TON
57,NH,Merrimack,All Sectors,Nitrous Oxide,GHG,1.7659080336569999,TON
58,NH,Rockingham,All Sectors,Ammonia,CAP,62.90168792,TON
59,NH,Rockingham,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
60,NH,Rockingham,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
61,NH,Rockingham,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
62,NH,Rockingham,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
63,NH,Rockingham,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
64,NH,Rockingham,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
65,NH,Rockingham,All Sectors,Carbon Dioxide,GHG,36403.281508,TON
66,NH,Rockingham,All Sectors,Methane,GHG,11.1881264526,TON
67,NH,Rockingham,All Sectors,Nitrous Oxide,GHG,1.7659080336569999,TON
68,NH,Strafford,All Sectors,Ammonia,CAP,62.90168792,TON
69,NH,Strafford,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
70,NH,Strafford,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
71,NH,Strafford,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
72,NH,Strafford,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
73,NH,Strafford,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
74,NH,Strafford,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
75,NH,Strafford,All Sectors,Carbon Dioxide,GHG,36403.281508,TON
76,NH,Strafford,All Sectors,Methane,GHG,11.1881264526,TON
77,NH,Strafford,All Sectors,Nitrous Oxide,GHG,1.7659080336569999,TON
78,NH,Sullivan,All Sectors,Ammonia,CAP,62.90168792,TON
79,NH,Sullivan,All Sectors,Carbon Monoxide,CAP,3866.2687692418704,TON
80,NH,Sullivan,All Sectors,Nitrogen Oxides,CAP,537.5839887902,TON
81,NH,Sullivan,All Sectors,PM10 Primary (Filt + Cond),CAP,106.39381847278,TON
82,NH,Sullivan,All Sectors,PM2.5 Primary (Filt + Cond),CAP,231.389781841055,TON
83,NH,Sullivan,All Sectors,Sulfur Dioxide,CAP,217.95930405285702,TON
84,NH,Sullivan,All Sectors,Volatile Organic Compounds,CAP,7161.80010505,TON
85,NH,Sullivan,All Sectors,Carbon Dioxide,GHG,36403.281508,TON
86,NH,Sullivan,All Sectors,Methane,GHG,11.1881264526,TON
87,NH,Sullivan,All Sectors,Nitrous Oxide,GHG,1.7659080336569999,TON
88,NH,Belknap,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,2002.608,TON
89,NH,Belknap,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,6245.454000000001,TON
90,NH,Belknap,Commercial Cooking,Volatile Organic Compounds,CAP,4.62309095,TON
91,NH,Belknap,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,10.5361209,TON
92,NH,Belknap,Fires - Prescribed Fires,Ammonia,CAP,11.549139,TON
93,NH,Belknap,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,45.796114,TON
94,NH,Belknap,Fires - Wildfires,Ammonia,CAP,0.604075,TON
95,NH,Belknap,Fires - Wildfires,Carbon Dioxide,GHG,1112.344708,TON
96,NH,Belknap,Fires - Wildfires,Methane,GHG,0.7905989999999999,TON
97,NH,Belknap,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.08,TON
98,NH,Belknap,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,29.43,TON
99,NH,Belknap,Fuel Comb - Comm/Institutional - Natural Gas,Nitrous Oxide,GHG,0.011951,TON
100,NH,Belknap,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,3.4411593000000003,TON
101,NH,Belknap,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,104.178382,TON
102,NH,Belknap,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,18.96,TON
103,NH,Belknap,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,1.099313,TON
104,NH,Belknap,Fuel Comb - Electric Generation - Biomass,Sulfur Dioxide,CAP,0.394257,TON
105,NH,Belknap,Fuel Comb - Electric Generation - Biomass,Volatile Organic Compounds,CAP,11.02809,TON
106,NH,Belknap,Fuel Comb - Electric Generation - Coal,PM2.5 Primary (Filt + Cond),CAP,4.3309940000000005,TON
107,NH,Belknap,Fuel Comb - Electric Generation - Natural Gas,Sulfur Dioxide,CAP,7.68925,TON
108,NH,Belknap,Fuel Comb - Electric Generation - Oil,Volatile Organic Compounds,CAP,0.0017289999999999,TON
109,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Carbon Monoxide,CAP,1.4881799999999998,TON
110,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Volatile Organic Compounds,CAP,0.158119,TON
111,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Ammonia,CAP,0.186,TON
112,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",PM10 Primary (Filt + Cond),CAP,0.055,TON
113,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",PM2.5 Primary (Filt + Cond),CAP,0.045,TON
114,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Oil",Ammonia,CAP,0.09781921,TON
115,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Oil",Nitrogen Oxides,CAP,167.81,TON
116,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Oil",Sulfur Dioxide,CAP,209.6157478,TON
117,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Other",Ammonia,CAP,0.005,TON
118,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Other",Nitrogen Oxides,CAP,1.028,TON
119,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Other",PM10 Primary (Filt + Cond),CAP,1.8962796000000004,TON
120,NH,Belknap,"Fuel Comb - Industrial Boilers, ICEs - Other",Volatile Organic Compounds,CAP,0.083,TON
121,NH,Belknap,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,11.802,TON
122,NH,Belknap,Fuel Comb - Residential - Oil,Ammonia,CAP,4.428311,TON
123,NH,Belknap,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,28.56,TON
124,NH,Belknap,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,7.7,TON
125,NH,Belknap,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.17,TON
126,NH,Belknap,Fuel Comb - Residential - Wood,Ammonia,CAP,42.49866868,TON
127,NH,Belknap,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,592.2853705,TON
128,NH,Belknap,Industrial Processes - Mining,PM10 Primary (Filt + Cond),CAP,31.371170000000003,TON
129,NH,Belknap,Industrial Processes - NEC,Volatile Organic Compounds,CAP,3.9344,TON
130,NH,Belknap,Miscellaneous Non-Industrial NEC,Carbon Monoxide,CAP,31.954511787190004,TON
131,NH,Belknap,Miscellaneous Non-Industrial NEC,PM10 Primary (Filt + Cond),CAP,7.902407131579999,TON
132,NH,Belknap,Miscellaneous Non-Industrial NEC,PM2.5 Primary (Filt + Cond),CAP,4.432879684435,TON
133,NH,Belknap,Mobile - Aircraft,Carbon Monoxide,CAP,959.0502282546801,TON
134,NH,Belknap,Mobile - Locomotives,Ammonia,CAP,0.01151573,TON
135,NH,Belknap,Mobile - Locomotives,Carbon Monoxide,CAP,3.203501,TON
136,NH,Belknap,Mobile - Locomotives,Nitrogen Oxides,CAP,25.8155,TON
137,NH,Belknap,Mobile - Locomotives,PM2.5 Primary (Filt + Cond),CAP,1.998577,TON
138,NH,Belknap,Mobile - Locomotives,Sulfur Dioxide,CAP,0.03080731,TON
139,NH,Belknap,Mobile - Non-Road Equipment - Diesel,Nitrogen Oxides,CAP,196.6121837,TON
140,NH,Belknap,Mobile - Non-Road Equipment - Diesel,PM2.5 Primary (Filt + Cond),CAP,11.58831842261,TON
141,NH,Belknap,Mobile - Non-Road Equipment - Gasoline,PM10 Primary (Filt + Cond),CAP,19.6346438979,TON
142,NH,Belknap,Mobile - Non-Road Equipment - Gasoline,PM2.5 Primary (Filt + Cond),CAP,17.73842303701,TON
143,NH,Belknap,Mobile - Non-Road Equipment - Other,Nitrogen Oxides,CAP,15.3200755572,TON
144,NH,Belknap,Mobile - Non-Road Equipment - Other,PM10 Primary (Filt + Cond),CAP,0.6115038433,TON
145,NH,Belknap,Mobile - Non-Road Equipment - Other,PM2.5 Primary (Filt + Cond),CAP,0.654124797,TON
146,NH,Belknap,Mobile - Non-Road Equipment - Other,Sulfur Dioxide,CAP,0.018363081857,TON
147,NH,Belknap,Mobile - Non-Road Equipment - Other,Methane,GHG,2.4362851592,TON
148,NH,Belknap,Mobile - On-Road Diesel Heavy Duty Vehicles,Carbon Monoxide,CAP,60.837583900000006,TON
149,NH,Belknap,Mobile - On-Road Diesel Heavy Duty Vehicles,Carbon Dioxide,GHG,35290.9368,TON
150,NH,Belknap,Mobile - On-Road Diesel Light Duty Vehicles,Sulfur Dioxide,CAP,0.040878861,TON
151,NH,Belknap,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Carbon Monoxide,CAP,625.9983823,TON
152,NH,Belknap,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Nitrogen Oxides,CAP,130.998229533,TON
153,NH,Belknap,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Methane,GHG,7.961242293400001,TON
154,NH,Belknap,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Nitrous Oxide,GHG,1.753957033657,TON
155,NH,Belknap,Solvent - Consumer & Commercial Solvent Use,Volatile Organic Compounds,CAP,187.9732786,TON
156,NH,Belknap,Solvent - Dry Cleaning,Volatile Organic Compounds,CAP,0.5916,TON
157,NH,Belknap,Solvent - Non-Industrial Surface Coating,Volatile Organic Compounds,CAP,56.97,TON
158,NH,Belknap,Waste Disposal,PM10 Primary (Filt + Cond),CAP,37.222814,TON
159,NH,Belknap,Waste Disposal,PM2.5 Primary (Filt + Cond),CAP,180.06534399999998,TON
160,NH,Carroll,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,2002.608,TON
161,NH,Carroll,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,6245.454000000001,TON
162,NH,Carroll,Commercial Cooking,Volatile Organic Compounds,CAP,4.62309095,TON
163,NH,Carroll,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,10.5361209,TON
164,NH,Carroll,Fires - Prescribed Fires,Ammonia,CAP,11.549139,TON
165,NH,Carroll,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,45.796114,TON
166,NH,Carroll,Fires - Wildfires,Ammonia,CAP,0.604075,TON
167,NH,Carroll,Fires - Wildfires,Carbon Dioxide,GHG,1112.344708,TON
168,NH,Carroll,Fires - Wildfires,Methane,GHG,0.7905989999999999,TON
169,NH,Carroll,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.08,TON
170,NH,Carroll,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,29.43,TON
171,NH,Carroll,Fuel Comb - Comm/Institutional - Natural Gas,Nitrous Oxide,GHG,0.011951,TON
172,NH,Carroll,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,3.4411593000000003,TON
173,NH,Carroll,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,104.178382,TON
174,NH,Carroll,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,18.96,TON
175,NH,Carroll,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,1.099313,TON
176,NH,Carroll,Fuel Comb - Electric Generation - Biomass,Sulfur Dioxide,CAP,0.394257,TON
177,NH,Carroll,Fuel Comb - Electric Generation - Biomass,Volatile Organic Compounds,CAP,11.02809,TON
178,NH,Carroll,Fuel Comb - Electric Generation - Coal,PM2.5 Primary (Filt + Cond),CAP,4.3309940000000005,TON
179,NH,Carroll,Fuel Comb - Electric Generation - Natural Gas,Sulfur Dioxide,CAP,7.68925,TON
180,NH,Carroll,Fuel Comb - Electric Generation - Oil,Volatile Organic Compounds,CAP,0.0017289999999999,TON
181,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Carbon Monoxide,CAP,1.4881799999999998,TON
182,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Biomass",Volatile Organic Compounds,CAP,0.158119,TON
183,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",Ammonia,CAP,0.186,TON
184,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",PM10 Primary (Filt + Cond),CAP,0.055,TON
185,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Natural Gas",PM2.5 Primary (Filt + Cond),CAP,0.045,TON
186,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Oil",Ammonia,CAP,0.09781921,TON
187,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Oil",Nitrogen Oxides,CAP,167.81,TON
188,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Oil",Sulfur Dioxide,CAP,209.6157478,TON
189,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Other",Ammonia,CAP,0.005,TON
190,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Other",Nitrogen Oxides,CAP,1.028,TON
191,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Other",PM10 Primary (Filt + Cond),CAP,1.8962796000000004,TON
192,NH,Carroll,"Fuel Comb - Industrial Boilers, ICEs - Other",Volatile Organic Compounds,CAP,0.083,TON
193,NH,Carroll,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,11.802,TON
194,NH,Carroll,Fuel Comb - Residential - Oil,Ammonia,CAP,4.428311,TON
195,NH,Carroll,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,28.56,TON
196,NH,Carroll,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,7.7,TON
197,NH,Carroll,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.17,TON
198,NH,Carroll,Fuel Comb - Residential - Wood,Ammonia,CAP,42.49866868,TON
199,NH,Carroll,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,592.2853705,TON
200,NH,Carroll,Industrial Processes - Mining,PM10 Primary (Filt + Cond),CAP,31.371170000000003,TON
201,NH,Carroll,Industrial Processes - NEC,Volatile Organic Compounds,CAP,3.9344,TON
202,NH,Carroll,Miscellaneous Non-Industrial NEC,Carbon Monoxide,CAP,31.954511787190004,TON
203,NH,Carroll,Miscellaneous Non-Industrial NEC,PM10 Primary (Filt + Cond),CAP,7.902407131579999,TON
204,NH,Carroll,Miscellaneous Non-Industrial NEC,PM2.5 Primary (Filt + Cond),CAP,4.432879684435,TON
205,NH,Carroll,Mobile - Aircraft,Carbon Monoxide,CAP,959.0502282546801,TON
206,NH,Carroll,Mobile - Locomotives,Ammonia,CAP,0.01151573,TON
207,NH,Carroll,Mobile - Locomotives,Carbon Monoxide,CAP,3.203501,TON
208,NH,Carroll,Mobile - Locomotives,Nitrogen Oxides,CAP,25.8155,TON
209,NH,Carroll,Mobile - Locomotives,PM2.5 Primary (Filt + Cond),CAP,1.998577,TON
210,NH,Carroll,Mobile - Locomotives,Sulfur Dioxide,CAP,0.03080731,TON
211,NH,Carroll,Mobile - Non-Road Equipment - Diesel,Nitrogen Oxides,CAP,196.6121837,TON
212,NH,Carroll,Mobile - Non-Road Equipment - Diesel,PM2.5 Primary (Filt + Cond),CAP,11.58831842261,TON
213,NH,Carroll,Mobile - Non-Road Equipment - Gasoline,PM10 Primary (Filt + Cond),CAP,19.6346438979,TON
214,NH,Carroll,Mobile - Non-Road Equipment - Gasoline,PM2.5 Primary (Filt + Cond),CAP,17.73842303701,TON
215,NH,Carroll,Mobile - Non-Road Equipment - Other,Nitrogen Oxides,CAP,15.3200755572,TON
216,NH,Carroll,Mobile - Non-Road Equipment - Other,PM10 Primary (Filt + Cond),CAP,0.6115038433,TON
217,NH,Carroll,Mobile - Non-Road Equipment - Other,PM2.5 Primary (Filt + Cond),CAP,0.654124797,TON
218,NH,Carroll,Mobile - Non-Road Equipment - Other,Sulfur Dioxide,CAP,0.018363081857,TON
219,NH,Carroll,Mobile - Non-Road Equipment - Other,Methane,GHG,2.4362851592,TON
220,NH,Carroll,Mobile - On-Road Diesel Heavy Duty Vehicles,Carbon Monoxide,CAP,60.837583900000006,TON
221,NH,Carroll,Mobile - On-Road Diesel Heavy Duty Vehicles,Carbon Dioxide,GHG,35290.9368,TON
222,NH,Carroll,Mobile - On-Road Diesel Light Duty Vehicles,Sulfur Dioxide,CAP,0.040878861,TON
223,NH,Carroll,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Carbon Monoxide,CAP,625.9983823,TON
224,NH,Carroll,Mobile - On-Road non-Diesel Heavy Duty Vehicles,Nitrogen Oxides,CAP,130.998229533,TON
