Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,MI,17892,17892,23607,24484,24162,24343,21992,21403,17680,18215,16533
,Statewide Total,Cooperative,MI,108,105,111,103,136,112,109,78,91,153,84
,Statewide Total,Privately Owned,MI,2,11,5,3,13,5,7,7,6,6,4
,Statewide Total,Investor Owned,MI,17782,17776,23491,24378,24013,24226,21876,21318,17583,18056,16445
,Statewide Total,Municipal Owned,MI,0,0,0,0,0,0,0,0,0,0,0
39602,UPPER MICHIGAN ENERGY RESOURCES CORP.,Investor Owned,MI,0,0,0,0,0,0,0,72,62,31,27
31342,"SUPERIOR ENERGY CO, LLC",Privately Owned,MI,2,11,5,3,13,5,7,7,6,6,4
18472,SEMCO ENERGY GAS COMPANY,Investor Owned,MI,1328,1415,1185,1026,1150,1146,1040,1115,1000,920,1066
15845,PRESQUE ISLE ELECTRIC & GAS COOPERATIVE,Cooperative,MI,108,105,111,103,136,112,109,78,91,153,84
12420,MICHIGAN GAS UTILITIES CO,Investor Owned,MI,492,501,900,1768,1739,1942,1614,1476,1270,1265,1236
12408,DTE GAS COMPANY,Investor Owned,MI,11275,11209,16553,15572,13521,13210,10968,11026,8224,7491,5888
2748,CONSUMERS ENERGY CO,Investor Owned,MI,4642,4609,4788,5962,7542,7882,8194,7576,6947,8264,8169
2408,CITIZENS GAS FUEL CO,Investor Owned,MI,40,33,59,44,47,36,51,46,57,41,31
885,AURORA GAS CO,Investor Owned,MI,5,9,6,6,14,10,9,7,23,44,28
