Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,SC,7016,5451,9334,7618,7213,7486,8513,7697,7871,8705,8462
,Statewide Total,Cooperative,SC,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,SC,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,SC,5121,3768,6417,6564,5588,4899,5511,5266,5290,5999,5719
,Statewide Total,Municipal Owned,SC,1895,1683,2917,1054,1625,2587,3002,2431,2581,2706,2743
32134,PATRIOTS ENERGY GROUP,Municipal Owned,SC,0,0,0,0,0,0,0,0,0,0,0
24030,YORK COUNTY NATURAL GAS AUTH,Municipal Owned,SC,982,600,1943,191,423,459,715,801,919,813,818
22735,"WINNSBORO MUNICIPAL GAS SYSTEM, TOWN OF",Municipal Owned,SC,17,20,28,16,20,24,16,26,27,25,25
20170,"UNION UTILITY DEPT, CITY OF",Municipal Owned,SC,29,61,48,56,24,37,46,37,33,37,32
18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",Investor Owned,SC,5121,3768,6417,6564,5588,4899,5511,5266,5290,5999,5719
14340,ORANGEBURG PUBLIC UTILITIES,Municipal Owned,SC,91,76,86,83,105,85,87,83,74,78,73
11264,LAURENS COMMISSION OF PUBLIC WORKS,Municipal Owned,SC,4,109,197,239,258,149,75,130,57,50,83
11192,LANCASTER COUNTY NATURAL GAS AUTH,Municipal Owned,SC,63,76,61,63,68,55,86,86,79,119,137
6820,GREER COMMISSION OF PUBLIC WORKS,Municipal Owned,SC,78,97,77,92,95,83,102,97,99,109,99
6810,GREENWOOD COMMISSION OF PUBLIC WORKS,Municipal Owned,SC,177,208,147,131,173,344,187,173,166,209,208
5510,FOUNTAIN INN NATURAL GAS SYSTEM,Municipal Owned,SC,70,18,152,29,18,12,31,46,62,26,33
5410,FORT HILL NATURAL GAS AUTH,Municipal Owned,SC,264,315,76,50,319,1140,1478,872,919,1067,1005
2512,CLINTON - NEWBERRY NATURAL GAS AUTH,Municipal Owned,SC,30,36,22,40,30,53,46,38,108,116,169
2312,CHESTER COUNTY NATURAL GAS AUTH,Municipal Owned,SC,53,35,31,23,46,36,70,33,20,30,35
1304,"BENNETTSVILLE ELECTRIC & GAS, CITY OF",Municipal Owned,SC,29,20,43,27,26,24,18,8,12,20,22
1096,BAMBERG BOARD OF PUBLIC WORKS,Municipal Owned,SC,8,12,6,14,20,86,45,1,6,7,4
