Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
Statewide Total,,Total,SC,885837,42714,0,0,28249,103757,62296,98657,169544,171272,187712,21636
Statewide Total,,Cooperative,SC,0,0,0,0,0,0,0,0,0,0,0,0
Statewide Total,,Privately Owned,SC,0,0,0,0,0,0,0,0,0,0,0,0
Statewide Total,,Investor Owned,SC,601850,22385,0,0,12038,82463,53230,70660,106034,105683,134204,15153
Statewide Total,,Municipal Owned,SC,283987,20329,0,0,16211,21294,9066,27997,63510,65589,53508,6483
PATRIOTS ENERGY GROUP,32134,Municipal Owned,SC,0,0,0,0,0,0,0,0,0,0,0,0
YORK COUNTY NATURAL GAS AUTH,24030,Municipal Owned,SC,72819,1061,0,0,802,3066,1107,7047,18275,24837,15046,1578
"WINNSBORO MUNICIPAL GAS SYSTEM, TOWN OF",22735,Municipal Owned,SC,2945,0,0,0,0,828,96,932,786,221,73,9
"UNION UTILITY DEPT, CITY OF",20170,Municipal Owned,SC,7559,13,0,0,2103,1739,0,647,1900,643,514,0
"DOMINION ENERGY SOUTH CAROLINA, INC.",18408,Investor Owned,SC,436796,16351,0,0,3461,48137,46582,54770,63318,76594,114259,13324
PIEDMONT NATURAL GAS CO INC,15518,Investor Owned,SC,165054,6034,0,0,8577,34326,6648,15890,42716,29089,19945,1829
ORANGEBURG PUBLIC UTILITIES,14340,Municipal Owned,SC,10092,0,0,0,1561,3117,1220,1400,1002,1049,671,72
LAURENS COMMISSION OF PUBLIC WORKS,11264,Municipal Owned,SC,8247,0,0,0,1198,1128,126,639,2879,1078,919,280
LANCASTER COUNTY NATURAL GAS AUTH,11192,Municipal Owned,SC,31984,0,0,0,0,0,0,0,0,13454,17365,1165
GREER COMMISSION OF PUBLIC WORKS,6820,Municipal Owned,SC,26963,0,0,0,1439,1019,571,1550,8291,7563,5390,1140
GREENWOOD COMMISSION OF PUBLIC WORKS,6810,Municipal Owned,SC,24902,19255,0,0,0,0,0,0,3283,1000,1192,172
FOUNTAIN INN NATURAL GAS SYSTEM,5510,Municipal Owned,SC,10551,0,0,0,229,580,51,575,3291,2165,3138,522
FORT HILL NATURAL GAS AUTH,5410,Municipal Owned,SC,55735,0,0,0,3500,4200,2880,11000,15532,10252,7105,1266
CLINTON - NEWBERRY NATURAL GAS AUTH,2512,Municipal Owned,SC,17242,0,0,0,5263,2000,1698,2117,3215,1385,1360,204
CHESTER COUNTY NATURAL GAS AUTH,2312,Municipal Owned,SC,10102,0,0,0,0,2780,74,963,4057,1537,631,60
"BENNETTSVILLE ELECTRIC & GAS, CITY OF",1304,Municipal Owned,SC,3283,0,0,0,116,428,969,726,667,309,60,8
BAMBERG BOARD OF PUBLIC WORKS,1096,Municipal Owned,SC,1563,0,0,0,0,409,274,401,332,96,44,7
