,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,NH,Belknap,2.48,2.51,2.45,2.43,2.42,2.45,2.46,2.47,2.48,2.48
1,Avg household size of renter-occupied unit,NH,Belknap,1.92,2.0,2.05,2.17,2.24,2.32,2.34,2.25,2.21,2.12
2,FIPS Code,NH,Belknap,33001,33001,33001,33001,33001,33001,33001,33001,33001,33001
3,House Heating Fuel: Electric,NH,Belknap,1359,1133,1205,1184,1128,1150,1272,1397,1544,1972
4,House Heating Fuel: Fuel Oil,NH,Belknap,15539,15424,15351,15299,15248,15381,14703,14112,14168,13722
5,House Heating Fuel: Gas,NH,Belknap,1945,1913,2188,2111,2046,1870,1976,2316,2444,2583
6,House Heating Fuel: Propane,NH,Belknap,4051,3980,3935,3886,3971,3562,3694,4022,3962,4091
7,House Heating Fuel: Wood,NH,Belknap,1621,1712,1968,2031,2122,2155,2308,2175,2160,2173
26,Median Number of Rooms,NH,Belknap,5.4,5.3,5.3,5.3,5.4,5.4,5.4,5.5,5.4,5.3
27,Number of Rooms: 1,NH,Belknap,572,690,790,975,999,924,792,738,559,603
28,Number of Rooms: 2,NH,Belknap,864,1070,1152,1148,1012,945,923,929,1046,1024
29,Number of Rooms: 3,NH,Belknap,2942,3203,3252,3270,3032,3006,3093,3216,3269,3627
30,Number of Rooms: 4,NH,Belknap,7181,6964,6853,6522,6305,6342,6502,6924,7106,7319
31,Number of Rooms: 5,NH,Belknap,7953,7951,7984,8310,7996,8096,8017,7534,7741,7929
32,Number of Rooms: 6,NH,Belknap,6968,7104,6800,7077,7656,7562,7541,7634,7204,7085
33,Number of Rooms: 7,NH,Belknap,4487,4381,4717,4284,4458,4448,4501,4369,4575,4150
34,Number of Rooms: 8,NH,Belknap,2737,2721,2538,2450,2693,2819,2645,2863,2942,2757
35,Number of Rooms: 9+,NH,Belknap,3092,3054,3226,3345,3390,3469,3701,3941,3892,4113
36,Owner-Occupied,NH,Belknap,47602,47720,46743,45746,45255,45171,45546,46023,47098,46990
37,Renter-Occupied,NH,Belknap,11088,11301,12417,13514,14083,14303,13925,13430,12616,13024
38,Total Housing Units,NH,Belknap,36796,37138,37312,37381,37541,37611,37715,38148,38334,38607
39,Total Population,NH,Belknap,60142,60166,60206,60216,60252,60399,60392,60383,60640,60887
40,Units in Structure: 1 ATTACHED,NH,Belknap,825,800,772,858,831,1161,1294,1331,1465,1578
41,Units in Structure: 1 DETACHED,NH,Belknap,26759,27074,27125,27034,27070,27292,27177,27460,27677,27975
42,Units in Structure: 10-19,NH,Belknap,521,545,630,603,581,536,602,614,576,718
43,Units in Structure: 2,NH,Belknap,1729,1576,1570,1555,1744,1643,1662,1614,1543,1444
44,Units in Structure: 20-49,NH,Belknap,533,450,476,567,432,554,613,637,597,634
45,Units in Structure: 3-4,NH,Belknap,1623,1825,1787,1847,1843,1729,1585,1675,1457,1435
46,Units in Structure: 5-9,NH,Belknap,1653,1655,1719,1657,1630,1391,1362,1400,1399,1488
47,Units in Structure: 50+,NH,Belknap,332,345,369,425,421,387,351,360,296,346
48,"Units in Structure: Boat,RV,Van,Etc.",NH,Belknap,7,8,7,0,0,0,0,0,0,5
49,Units in Structure: Mobile Home,NH,Belknap,2814,2860,2857,2835,2989,2918,3069,3057,3324,2984
50,Year Built: 1940-1949,NH,Belknap,1533,1697,1851,1767,1722,2814,2598,2790,2770,2792
51,Year Built: 1950-1959,NH,Belknap,3109,3226,3211,3137,2948,3189,3483,3713,3528,3444
52,Year Built: 1960-1969,NH,Belknap,3756,3586,3498,3490,3476,5241,5222,5259,5548,5477
53,Year Built: 1970-1979,NH,Belknap,4716,4601,4807,4630,4999,7462,7493,7340,7123,7206
54,Year Built: 1980-1989,NH,Belknap,7593,7578,7411,7280,7408,3788,3657,3376,3453,3606
55,Year Built: 1990-1999,NH,Belknap,4568,4496,4259,3987,3826,5980,6137,6301,6235,5928
56,Year Built: 2000-2009,NH,Belknap,2852,3174,4811,5305,5671,264,351,449,478,621
57,Year Built: 2010-2013,NH,Belknap,1045,1230,29,120,199,9,130,275,381,714
58,Year Built: before 1940,NH,Belknap,7624,7550,7435,7665,7292,1862,1826,1641,1863,1882
0,Avg household size of owner-occupied unit,NH,Carroll,2.47,2.37,2.34,2.32,2.26,2.25,2.29,2.25,2.29,2.26
1,Avg household size of renter-occupied unit,NH,Carroll,1.97,1.97,2.03,1.97,2.04,2.08,2.13,2.07,2.06,2.06
2,FIPS Code,NH,Carroll,33003,33003,33003,33003,33003,33003,33003,33003,33003,33003
3,House Heating Fuel: Electric,NH,Carroll,1187,1211,1106,1028,1236,1238,1365,1454,1684,1765
4,House Heating Fuel: Fuel Oil,NH,Carroll,12112,12074,11773,12006,11807,11241,10712,10846,10292,10310
5,House Heating Fuel: Gas,NH,Carroll,338,280,293,231,166,171,266,305,305,339
6,House Heating Fuel: Propane,NH,Carroll,3663,4197,4390,4432,4846,5029,4747,4978,5194,5290
7,House Heating Fuel: Wood,NH,Carroll,2480,2616,2810,3019,3007,3237,3362,3256,3256,3333
26,Median Number of Rooms,NH,Carroll,5.3,5.4,5.3,5.4,5.4,5.4,5.4,5.4,5.4,5.5
27,Number of Rooms: 1,NH,Carroll,449,523,590,658,977,998,1095,1012,972,1024
28,Number of Rooms: 2,NH,Carroll,1091,1159,1091,994,1101,1064,1103,950,1032,1007
29,Number of Rooms: 3,NH,Carroll,3441,3364,3300,3014,2849,2772,2850,3173,3364,3317
30,Number of Rooms: 4,NH,Carroll,7668,7453,7478,7412,7107,7053,7098,7235,7335,7267
31,Number of Rooms: 5,NH,Carroll,8417,8552,9154,9238,9279,9284,8678,8442,8217,8309
32,Number of Rooms: 6,NH,Carroll,8108,8373,8059,8000,7864,8029,7695,7818,8063,8297
33,Number of Rooms: 7,NH,Carroll,4757,4672,4592,4711,4663,4465,4798,4835,4962,4993
34,Number of Rooms: 8,NH,Carroll,2544,2680,2726,2722,2864,2856,3043,2979,2967,3086
35,Number of Rooms: 9+,NH,Carroll,2885,2873,2788,3119,3305,3606,3927,4285,4010,3868
36,Owner-Occupied,NH,Carroll,39788,39163,38945,39068,38207,37969,37806,37976,38340,38475
37,Renter-Occupied,NH,Carroll,7613,7917,8140,8003,8851,9017,9054,8983,8930,9108
38,Total Housing Units,NH,Carroll,39360,39649,39778,39868,40009,40127,40287,40729,40922,41168
39,Total Population,NH,Carroll,47772,47817,47761,47694,47623,47513,47416,47524,47840,48138
40,Units in Structure: 1 ATTACHED,NH,Carroll,314,311,295,245,369,518,624,643,688,630
41,Units in Structure: 1 DETACHED,NH,Carroll,29909,30436,30245,30622,30633,30730,30441,30898,31258,31639
42,Units in Structure: 10-19,NH,Carroll,661,778,753,778,713,658,692,730,860,681
43,Units in Structure: 2,NH,Carroll,1215,1290,1528,1568,1530,1462,1449,1278,1414,1266
44,Units in Structure: 20-49,NH,Carroll,466,440,347,263,307,437,484,558,549,672
45,Units in Structure: 3-4,NH,Carroll,2318,2028,2057,1675,1663,1464,1469,1485,1551,1494
46,Units in Structure: 5-9,NH,Carroll,1805,1827,1929,1681,1744,1787,1994,1966,2074,2145
47,Units in Structure: 50+,NH,Carroll,84,75,38,23,23,13,0,0,0,0
48,"Units in Structure: Boat,RV,Van,Etc.",NH,Carroll,0,16,16,17,18,18,0,13,14,9
49,Units in Structure: Mobile Home,NH,Carroll,2588,2448,2570,2996,3009,3040,3134,3158,2514,2632
50,Year Built: 1940-1949,NH,Carroll,1482,1477,1244,1086,1016,2238,2167,2311,2381,2604
51,Year Built: 1950-1959,NH,Carroll,2452,2462,2455,2455,2247,3430,3382,3352,3216,3643
