,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,MA,146537,139039,144629,146184,151730,156818,145650,153355,160371,158499
40,Units in Structure: 1 DETACHED,MA,1452631,1463253,1471130,1459702,1473397,1470161,1489395,1507556,1499164,1517155
41,Units in Structure: 10-19,MA,119593,125055,117448,116869,128538,122579,120407,120201,127902,132109
42,Units in Structure: 2,MA,278610,300093,292602,288718,285813,299890,292932,287664,279800,273079
43,Units in Structure: 20-49,MA,119746,117035,124752,124079,125143,122452,122166,124949,134774,127657
44,Units in Structure: 3-4,MA,321983,308668,304872,318130,298013,302736,308861,315792,319082,316292
45,Units in Structure: 5-9,MA,173652,169377,161910,164460,168386,166726,164745,168362,171623,169171
46,Units in Structure: 50+,MA,171905,171814,168241,172132,172783,179424,190134,191278,199051,210310
47,"Units in Structure: Boat,RV,Van,Etc.",MA,326,400,542,158,1358,748,1086,981,365,1040
48,Units in Structure: Mobile Home,MA,23744,24294,24268,23209,23431,24271,22711,24452,22911,23506
