,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,AL,37256,36884,37919,34296,34490,34684,34266,25568,35014,39749
40,Units in Structure: 1 DETACHED,AL,1489358,1493947,1500856,1493751,1507498,1526560,1529309,198319,1553659,1557624
41,Units in Structure: 10-19,AL,67163,68098,73447,73790,72216,69304,73099,9002,76921,76626
42,Units in Structure: 2,AL,47001,48337,42162,46704,46215,44714,47313,17076,47366,40094
43,Units in Structure: 20-49,AL,40922,38934,40202,37791,41175,39878,43505,11067,42321,42263
44,Units in Structure: 3-4,AL,61636,64879,64704,65122,64204,63107,67572,22198,65919,70458
45,Units in Structure: 5-9,AL,91166,89971,90690,94365,95835,104327,92631,13478,95316,97787
46,Units in Structure: 50+,AL,36452,36202,42671,44275,47937,46896,44299,4850,54261,56129
47,"Units in Structure: Boat,RV,Van,Etc.",AL,2473,2677,2003,1600,1674,2126,1637,725,3876,3512
48,Units in Structure: Mobile Home,AL,301001,302270,294913,298333,296786,286795,296549,14685,300058,300680
