,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
397,PA,42123,Warren,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.004741861,TON
8224,PA,42129,Westmoreland,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.796613,TON
8335,PA,42059,Greene,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.572990921,TON
12315,PA,42119,Union,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
14178,PA,42087,Mifflin,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
15044,PA,42049,Erie,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.1016922,TON
18517,PA,42045,Delaware,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.107471,TON
19421,PA,42001,Adams,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
21245,PA,42049,Erie,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,291.47648965,TON
22194,PA,42117,Tioga,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.53691787,TON
25644,PA,42117,Tioga,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,11.51897668,TON
27996,PA,42015,Bradford,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.006172435,TON
28415,PA,42057,Fulton,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.048275526,TON
31882,PA,42129,Westmoreland,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,133.663407,TON
35276,PA,42065,Jefferson,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,0.8393601999999999,TON
37346,PA,42111,Somerset,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
38422,PA,42063,Indiana,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,2.863966,TON
39069,PA,42013,Blair,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.01437025,TON
39080,PA,42003,Allegheny,Fuel Comb - Residential - Other,Ammonia,CAP,0.1146278,TON
39771,PA,42023,Cameron,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,13.239993990999999,TON
41679,PA,42125,Washington,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,93.46988,TON
43296,PA,42007,Beaver,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,2.888201,TON
45179,PA,42091,Montgomery,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,78.3333,TON
46521,PA,42029,Chester,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,1.2711184,TON
46706,PA,42029,Chester,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,4.850679,TON
47063,PA,42129,Westmoreland,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,403.7962,TON
47930,PA,42127,Wayne,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.45869289,TON
48110,PA,42125,Washington,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.02716717,TON
49134,PA,42107,Schuylkill,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
50915,PA,42059,Greene,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,1.63549617,TON
51591,PA,42051,Fayette,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,6.345689,TON
53261,PA,42055,Franklin,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,3.420642,TON
54036,PA,42103,Pike,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,5.713978,TON
54393,PA,42021,Cambria,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,12.9772936,TON
54714,PA,42049,Erie,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,1.5764639999999999,TON
54792,PA,42115,Susquehanna,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.3870525,TON
54889,PA,42043,Dauphin,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,1.028653,TON
54941,PA,42049,Erie,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.04042537,TON
56970,PA,42007,Beaver,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
