,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
496,NE,31081,Hamilton,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.002712018,TON
694,NE,31175,Valley,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,8.669366485,TON
1034,NE,31117,McPherson,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,0.02864804,TON
1046,NE,31027,Cedar,Fuel Comb - Residential - Oil,Ammonia,CAP,0.00411655,TON
1777,NE,31081,Hamilton,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.0014345941839999999,TON
1955,NE,31099,Kearney,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.3314716,TON
2099,NE,31015,Boyd,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0006331696,TON
5503,NE,31125,Nance,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,0.767995938,TON
7105,NE,31053,Dodge,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.033040725,TON
7125,NE,31181,Webster,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,4.490835188,TON
7203,NE,31089,Holt,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,2.18637819,TON
8291,NE,31115,Loup,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
9068,NE,31059,Fillmore,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0025782789,TON
9220,NE,31149,Rock,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,3.1784210316,TON
11478,NE,31027,Cedar,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
12610,NE,31095,Jefferson,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.02593105,TON
15178,NE,31069,Garden,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
15613,NE,31053,Dodge,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,22.81363,TON
15882,NE,31025,Cass,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.0413901,TON
17019,NE,31015,Boyd,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,5.7201859999999996e-05,TON
18358,NE,31107,Knox,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.2487573,TON
18506,NE,31037,Colfax,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.20847929999999998,TON
19274,NE,31079,Hall,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,39.512632822,TON
19491,NE,31025,Cass,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.4055126,TON
19528,NE,31075,Grant,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0002744758,TON
19545,NE,31095,Jefferson,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
19612,NE,31159,Seward,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.01911977,TON
20718,NE,31101,Keith,Fuel Comb - Residential - Wood,Ammonia,CAP,0.5207812895,TON
21506,NE,31025,Cass,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,4.08591662,TON
25074,NE,31023,Butler,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,1.266382869,TON
26078,NE,31033,Cheyenne,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.0151322,TON
29620,NE,31173,Thurston,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.9842233,TON
30487,NE,31033,Cheyenne,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0020152883999999998,TON
30493,NE,31113,Logan,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
30767,NE,31135,Perkins,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.006222145,TON
30842,NE,31077,Greeley,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
33083,NE,31043,Dakota,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.01649783561,TON
33510,NE,31179,Wayne,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,1.7367439999999998,TON
