,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
243,OR,41057,Tillamook,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,4.4826695,TON
3457,OR,41033,Josephine,Fuel Comb - Residential - Other,Ammonia,CAP,0.01481422,TON
9830,OR,41005,Clackamas,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,16.05629,TON
11765,OR,41015,Curry,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.00950178,TON
13083,OR,41011,Coos,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,3.4734445,TON
13492,OR,41055,Sherman,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
13866,OR,41041,Lincoln,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.023140136000000002,TON
14718,OR,41029,Jackson,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.31547175,TON
15325,OR,41011,Coos,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,1.0575595,TON
15469,OR,41051,Multnomah,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,5.2664193,TON
15864,OR,41053,Polk,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,16.24185,TON
17649,OR,41025,Harney,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.004163644,TON
19794,OR,41055,Sherman,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.57744899,TON
25880,OR,41013,Crook,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0006640735,TON
27373,OR,41003,Benton,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.334576515,TON
30129,OR,41021,Gilliam,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.72089642,TON
34713,OR,41069,Wheeler,Fuel Comb - Residential - Oil,Ammonia,CAP,0.027279335,TON
35570,OR,41001,Baker,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.0489203,TON
37612,OR,41035,Klamath,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0032846395,TON
37815,OR,41005,Clackamas,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.21906325,TON
38418,OR,41057,Tillamook,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,5.33651,TON
39769,OR,41069,Wheeler,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.2739152812,TON
40347,OR,41009,Columbia,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.0383314,TON
49106,OR,41061,Union,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.08553456599999999,TON
51746,OR,41001,Baker,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.0009746075,TON
52243,OR,41041,Lincoln,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.20467931609999998,TON
54764,OR,41001,Baker,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
57037,OR,41069,Wheeler,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.0013166920000000002,TON
57886,OR,41015,Curry,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.074902019,TON
59497,OR,41045,Malheur,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.05332655,TON
62053,OR,41033,Josephine,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
67145,OR,41019,Douglas,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.45398814,TON
67936,OR,41043,Linn,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,32.130990000000004,TON
68189,OR,41059,Umatilla,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.12879200000000002,TON
68513,OR,41023,Grant,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.320228625,TON
71351,OR,41037,Lake,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.029590925,TON
71945,OR,41007,Clatsop,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.44753287,TON
74298,OR,41031,Jefferson,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.01662522,TON
75366,OR,41005,Clackamas,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,56.73291,TON
75863,OR,41055,Sherman,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,7.75523e-05,TON
77901,OR,41017,Deschutes,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,712.91264579,TON
83581,OR,41047,Marion,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.2737991,TON
84953,OR,41041,Lincoln,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0030343559999999998,TON
85027,OR,41015,Curry,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,90.702938312,TON
85929,OR,41007,Clatsop,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,41.5806277,TON
