,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
1155,AL,1009,Blount,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.02722452,TON
1428,AL,1039,Covington,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.01516526,TON
2311,AL,1015,Calhoun,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.005611,TON
4269,AL,1081,Lee,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
4915,AL,1019,Cherokee,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.7578699253,TON
4916,AL,1019,Cherokee,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,30.581454913,TON
4970,AL,1053,Escambia,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
7728,AL,1113,Russell,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0,TON
10544,AL,1053,Escambia,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.0,TON
10726,AL,1103,Morgan,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.00675,TON
11093,AL,1085,Lowndes,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0,TON
11779,AL,1123,Tallapoosa,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0,TON
12848,AL,1019,Cherokee,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.01452983,TON
13187,AL,1017,Chambers,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,0.0,TON
15185,AL,1081,Lee,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.0,TON
16072,AL,1083,Limestone,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0064477384,TON
18319,AL,1049,DeKalb,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,0.0,TON
18371,AL,1091,Marengo,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.01667304,TON
20168,AL,1075,Lamar,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,3.27181835,TON
20303,AL,1061,Geneva,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,24.323039004,TON
24077,AL,1053,Escambia,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
26848,AL,1113,Russell,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.0,TON
27474,AL,1029,Cleburne,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.22975520000000002,TON
27818,AL,1097,Mobile,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.0045564012,TON
30782,AL,1055,Etowah,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,0.015952116000000002,TON
31297,AL,1009,Blount,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.02482821,TON
31592,AL,1007,Bibb,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.01814248,TON
32267,AL,1059,Franklin,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,8.2795947,TON
34927,AL,1111,Randolph,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.0,TON
36660,AL,1039,Covington,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.03099404,TON
36807,AL,1071,Jackson,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
37401,AL,1051,Elmore,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,0.0,TON
37618,AL,1063,Greene,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.005873685,TON
39611,AL,1039,Covington,Fuel Comb - Residential - Other,Ammonia,CAP,0.01428611,TON
41412,AL,1047,Dallas,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.025365735,TON
45002,AL,1115,St. Clair,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,2.200646,TON
45482,AL,1123,Tallapoosa,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,8.372618,TON
