,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
42907,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
61159,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,6.629386,TON
100243,DE,10005,Sussex,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1939.0047236999999,TON
137122,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,9.70567394,TON
138986,DE,10001,Kent,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.1649358,TON
154228,DE,10001,Kent,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,55.1839497,TON
188863,DE,10005,Sussex,Fuel Comb - Residential - Other,Ammonia,CAP,0.3550514,TON
205847,DE,10001,Kent,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
229503,DE,10001,Kent,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,0.45551949999999997,TON
255559,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.08563131,TON
273892,DE,10001,Kent,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,39.706759999999996,TON
469579,DE,10005,Sussex,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,27.352211699999998,TON
479739,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
506184,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
575910,DE,10005,Sussex,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.3747158,TON
584707,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,20.085639999999998,TON
640077,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,47.17413,TON
660001,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.02588714,TON
678843,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.2453056,TON
689186,DE,10003,New Castle,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.9176861999999999,TON
694128,DE,10001,Kent,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,87.38535999999999,TON
695901,DE,10001,Kent,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,175.08860647,TON
813689,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,10.08955357,TON
814085,DE,10001,Kent,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,2.3416950825,TON
828180,DE,10005,Sussex,Commercial Cooking,Carbon Monoxide,CAP,44.761853,TON
829971,DE,10003,New Castle,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,1.754362,TON
831217,DE,10001,Kent,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1175.6987252999998,TON
832353,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,355.4876443,TON
852643,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,26.2394138429,TON
856864,DE,10005,Sussex,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,3.61926911,TON
875993,DE,10005,Sussex,Fuel Comb - Residential - Oil,Ammonia,CAP,1.21656143,TON
933092,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.075697145,TON
946455,DE,10005,Sussex,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.1883565,TON
951033,DE,10005,Sussex,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,6.668689776,TON
985755,DE,10001,Kent,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,103.81466,TON
1023629,DE,10003,New Castle,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,1.539542,TON
1028337,DE,10005,Sussex,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,255.32525548,TON
1031033,DE,10005,Sussex,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,1.0644905,TON
1126241,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.061796305,TON
1136729,DE,10005,Sussex,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,99.4144,TON
1155976,DE,10005,Sussex,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,57.354459999999996,TON
1166360,DE,10005,Sussex,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,116.57676299999999,TON
1181273,DE,10001,Kent,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,1.449189008,TON
1182670,DE,10001,Kent,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.1496639,TON
1230578,DE,10001,Kent,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
1238949,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.2830448,TON
1269128,DE,10001,Kent,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
1277664,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,39.626265999999994,TON
1330865,DE,10001,Kent,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,24.971096399999997,TON
1388381,DE,10001,Kent,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.97182255,TON
1465164,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
1470423,DE,10001,Kent,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,29.1039786,TON
1505685,DE,10005,Sussex,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,41.17562,TON
1530612,DE,10003,New Castle,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,40.34379987,TON
1567087,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.231153205,TON
1603799,DE,10001,Kent,Commercial Cooking,Volatile Organic Compounds,CAP,8.33972035,TON
1640277,DE,10001,Kent,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,1.5651973999999997,TON
1642391,DE,10003,New Castle,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,8.7202741,TON
1678495,DE,10001,Kent,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,3.30419677,TON
1679711,DE,10003,New Castle,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,1.8617720000000002,TON
1689476,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,5.09801335,TON
1807718,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.361951521,TON
1815606,DE,10001,Kent,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.461794215,TON
1835405,DE,10001,Kent,Fuel Comb - Residential - Wood,Ammonia,CAP,9.617574558,TON
1863529,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,1.100044871,TON
1912750,DE,10003,New Castle,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,7.8042796,TON
1935901,DE,10005,Sussex,Fuel Comb - Residential - Wood,Ammonia,CAP,14.910710865,TON
2031709,DE,10001,Kent,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,9.2714006264,TON
2052321,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
2060833,DE,10003,New Castle,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.09911011,TON
2071915,DE,10001,Kent,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.399805581,TON
2073617,DE,10005,Sussex,Fuel Comb - Residential - Oil,PM2.5 Primary (Filt + Cond),CAP,3.23909379,TON
2084020,DE,10001,Kent,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,8.013099,TON
2084021,DE,10001,Kent,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.30836529999999995,TON
2086408,DE,10003,New Castle,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,18.303511899999997,TON
2088557,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,8.46467438,TON
2096334,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.01591488,TON
2110982,DE,10005,Sussex,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.77233805,TON
2122359,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
2138106,DE,10003,New Castle,Commercial Cooking,Carbon Monoxide,CAP,95.557175,TON
2157104,DE,10003,New Castle,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,23.85984,TON
2176919,DE,10001,Kent,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
2238891,DE,10001,Kent,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.48340839999999996,TON
2244055,DE,10005,Sussex,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,255.27119748,TON
2311307,DE,10003,New Castle,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.07341489999999999,TON
2334854,DE,10001,Kent,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.02648502,TON
2336220,DE,10005,Sussex,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,17.521539999999998,TON
2457694,DE,10003,New Castle,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,353.21977634,TON
2474361,DE,10003,New Castle,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,139.7032739,TON
2490465,DE,10003,New Castle,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,19.69181,TON
2490586,DE,10005,Sussex,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,2.4092119999999997,TON
