,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
177,MI,26087,Lapeer,Fuel Comb - Residential - Wood,Ammonia,CAP,7.893707459,TON
195,MI,26011,Arenac,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.05208662,TON
208,MI,26029,Charlevoix,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,6.29782788,TON
410,MI,26159,Van Buren,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.22146878,TON
1440,MI,26079,Kalkaska,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,10.090899,TON
2632,MI,26033,Chippewa,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.9112406,TON
3180,MI,26087,Lapeer,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0038905893,TON
4022,MI,26151,Sanilac,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.0043982129,TON
4023,MI,26155,Shiawassee,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.08507425,TON
4647,MI,26035,Clare,Fuel Comb - Residential - Oil,Ammonia,CAP,0.034157549,TON
4971,MI,26077,Kalamazoo,Commercial Cooking,Volatile Organic Compounds,CAP,16.57577233,TON
6654,MI,26063,Huron,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,529.8155373,TON
8358,MI,26163,Wayne,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,600.969,TON
9081,MI,26047,Emmet,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
11918,MI,26039,Crawford,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.04001816,TON
12481,MI,26033,Chippewa,Commercial Cooking,Volatile Organic Compounds,CAP,2.03454859,TON
13235,MI,26013,Baraga,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.1840811853,TON
13724,MI,26021,Berrien,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.10470330000000001,TON
13807,MI,26139,Ottawa,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.11511089999999999,TON
14513,MI,26129,Ogemaw,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,26.515190000000004,TON
15347,MI,26059,Hillsdale,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,15.963270000000001,TON
15728,MI,26021,Berrien,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,194.9144,TON
16091,MI,26127,Oceana,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.007291562,TON
16479,MI,26129,Ogemaw,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.09558675,TON
16795,MI,26069,Iosco,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
16961,MI,26041,Delta,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.09895908,TON
17187,MI,26111,Midland,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.06233543,TON
17333,MI,26053,Gogebic,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.009466585,TON
18347,MI,26029,Charlevoix,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.001797464,TON
19084,MI,26059,Hillsdale,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.06796165,TON
19226,MI,26001,Alcona,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,321.44671549,TON
20267,MI,26153,Schoolcraft,Fuel Comb - Residential - Wood,Ammonia,CAP,1.463106049,TON
22218,MI,26117,Montcalm,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,137.03038039,TON
24167,MI,26135,Oscoda,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0120556004,TON
24768,MI,26017,Bay,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,7.275502,TON
27267,MI,26099,Macomb,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,2.913438,TON
27827,MI,26049,Genesee,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,50.14415,TON
27994,MI,26027,Cass,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0071360987,TON
28227,MI,26075,Jackson,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,15.591610000000001,TON
30869,MI,26113,Missaukee,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.03671391,TON
31280,MI,26161,Washtenaw,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
32086,MI,26017,Bay,Commercial Cooking,Volatile Organic Compounds,CAP,6.55350382,TON
33181,MI,26071,Iron,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.004771194,TON
33651,MI,26007,Alpena,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.1747366,TON
33982,MI,26043,Dickinson,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
34033,MI,26075,Jackson,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,1.155842,TON
34492,MI,26061,Houghton,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
35541,MI,26147,St. Clair,Fuel Comb - Residential - Natural Gas,Nitrogen Oxides,CAP,229.7229,TON
36651,MI,26139,Ottawa,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.01935752,TON
36675,MI,26025,Calhoun,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,1.200409,TON
36927,MI,26057,Gratiot,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.06336386,TON
38385,MI,26011,Arenac,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,1.368201835,TON
38427,MI,26123,Newaygo,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,14.17266904,TON
41922,MI,26099,Macomb,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
43659,MI,26099,Macomb,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.7821541890000001,TON
47385,MI,26073,Isabella,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,83.51436191,TON
47672,MI,26075,Jackson,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
48757,MI,26095,Luce,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,0.04047674776,TON
48885,MI,26159,Van Buren,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
50184,MI,26123,Newaygo,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,1.3199967240000001,TON
50297,MI,26013,Baraga,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.002598713,TON
50741,MI,26021,Berrien,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,1.1652589,TON
52165,MI,26139,Ottawa,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,1.474901,TON
53087,MI,26123,Newaygo,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,48.02706,TON
53436,MI,26097,Mackinac,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.08554618800000001,TON
54853,MI,26135,Oscoda,Fuel Comb - Comm/Institutional - Natural Gas,Volatile Organic Compounds,CAP,0.11500969999999999,TON
54874,MI,26041,Delta,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.048344635999999996,TON
55191,MI,26139,Ottawa,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,4.94011752,TON
57099,MI,26101,Manistee,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.0573155,TON
59242,MI,26025,Calhoun,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,1.07272609,TON
59782,MI,26113,Missaukee,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.08138585,TON
59783,MI,26113,Missaukee,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.070489,TON
60529,MI,26113,Missaukee,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,55.64973533,TON
60751,MI,26087,Lapeer,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.11300510000000001,TON
61636,MI,26127,Oceana,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,5.11342031,TON
61691,MI,26057,Gratiot,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,1.067436,TON
62498,MI,26135,Oscoda,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.008587534499999999,TON
68479,MI,26005,Allegan,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.06334714,TON
69861,MI,26013,Baraga,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
70255,MI,26039,Crawford,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.006654,TON
70788,MI,26003,Alger,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.02452679,TON
71497,MI,26159,Van Buren,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.002872709,TON
