,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
4695,ID,16019,Bonneville,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.1881798216,TON
5583,ID,16055,Kootenai,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.05060457,TON
6660,ID,16001,Ada,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0021781170000000002,TON
7176,ID,16061,Lewis,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.2541613,TON
7254,ID,16031,Cassia,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,0.6235169,TON
9256,ID,16077,Power,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.5065774000000001,TON
10564,ID,16081,Teton,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,3.358279e-06,TON
11021,ID,16075,Payette,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,5.3565191,TON
11065,ID,16035,Clearwater,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.001105437,TON
11775,ID,16029,Caribou,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.02028629,TON
11810,ID,16087,Washington,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,1.397826,TON
12629,ID,16059,Lemhi,Fuel Comb - Comm/Institutional - Other,Ammonia,CAP,0.0009680853,TON
14982,ID,16001,Ada,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,317.2657,TON
17586,ID,16059,Lemhi,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
25641,ID,16067,Minidoka,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,1.9121830000000002,TON
26689,ID,16061,Lewis,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,1.46053646,TON
27117,ID,16015,Boise,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
28846,ID,16077,Power,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
29968,ID,16073,Owyhee,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
30178,ID,16033,Clark,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,0.0772283733,TON
30526,ID,16025,Camas,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.001154197,TON
31849,ID,16035,Clearwater,Commercial Cooking,Volatile Organic Compounds,CAP,0.336189568,TON
33984,ID,16003,Adams,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.08709472,TON
34576,ID,16073,Owyhee,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.3430541,TON
37465,ID,16065,Madison,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.01051301,TON
39310,ID,16021,Boundary,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.03458013,TON
40067,ID,16017,Bonner,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,97.62613304,TON
42425,ID,16023,Butte,Commercial Cooking,Carbon Monoxide,CAP,0.30492057,TON
42489,ID,16075,Payette,Fuel Comb - Residential - Wood,Sulfur Dioxide,CAP,0.6027167509,TON
43563,ID,16005,Bannock,Fuel Comb - Residential - Other,Ammonia,CAP,0.10171287,TON
45372,ID,16049,Idaho,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,1.7744659999999999,TON
50621,ID,16071,Oneida,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.004394945,TON
52146,ID,16057,Latah,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.1146091,TON
52784,ID,16069,Nez Perce,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.0003240969,TON
54351,ID,16069,Nez Perce,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,6.584602,TON
55358,ID,16005,Bannock,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.4212973,TON
56458,ID,16041,Franklin,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.7173604,TON
58121,ID,16019,Bonneville,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,70.46009941,TON
58324,ID,16041,Franklin,Commercial Cooking,Carbon Monoxide,CAP,1.22880548,TON
58557,ID,16019,Bonneville,Fuel Comb - Comm/Institutional - Oil,PM2.5 Primary (Filt + Cond),CAP,0.0004749872,TON
63232,ID,16039,Elmore,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,3.1750635,TON
64737,ID,16031,Cassia,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,1.1132549999999999,TON
67174,ID,16079,Shoshone,Fuel Comb - Residential - Other,Ammonia,CAP,0.0029374270000000003,TON
68863,ID,16025,Camas,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,0.23555029999999996,TON
68864,ID,16025,Camas,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.001012866,TON
70831,ID,16005,Bannock,Fuel Comb - Comm/Institutional - Other,Carbon Monoxide,CAP,2.3355799999999998,TON
