,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
51,IN,18047,Franklin,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.652605883,TON
1380,IN,18087,Lagrange,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
2027,IN,18059,Hancock,Commercial Cooking,Volatile Organic Compounds,CAP,3.35986065,TON
2098,IN,18035,Delaware,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,8.194445,TON
2686,IN,18105,Monroe,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,1061.0985572999998,TON
3415,IN,18037,Dubois,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,64.88671,TON
3468,IN,18081,Johnson,Fuel Comb - Residential - Wood,Ammonia,CAP,7.475868373,TON
3852,IN,18113,Noble,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,682.184523,TON
5541,IN,18131,Pulaski,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,25.517782566999998,TON
6557,IN,18079,Jennings,Fuel Comb - Residential - Other,Ammonia,CAP,0.02357069,TON
7348,IN,18045,Fountain,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.01699575,TON
9094,IN,18063,Hendricks,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.7224444,TON
9346,IN,18113,Noble,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.2458206,TON
9574,IN,18117,Orange,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.0028158109,TON
9583,IN,18145,Shelby,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,1.930168,TON
10543,IN,18123,Perry,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.008314535999999999,TON
11278,IN,18155,Switzerland,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
11293,IN,18005,Bartholomew,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.3571603,TON
12584,IN,18135,Randolph,Fuel Comb - Residential - Natural Gas,Ammonia,CAP,3.4655169999999997,TON
13526,IN,18095,Madison,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,1.4808879,TON
13572,IN,18001,Adams,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.0160558,TON
13695,IN,18115,Ohio,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,2.183245,TON
14725,IN,18139,Rush,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
15290,IN,18045,Fountain,Fuel Comb - Residential - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.05693401,TON
15598,IN,18181,White,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,4.734536,TON
19387,IN,18131,Pulaski,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,0.5374498000000001,TON
20058,IN,18179,Wells,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,44.54200543,TON
22561,IN,18013,Brown,Fuel Comb - Residential - Wood,Ammonia,CAP,2.666819145,TON
22958,IN,18031,Decatur,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,4.75507323,TON
22963,IN,18045,Fountain,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,30.014268921,TON
22999,IN,18125,Pike,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,4.768785,TON
24126,IN,18135,Randolph,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
24155,IN,18005,Bartholomew,Fuel Comb - Residential - Oil,Volatile Organic Compounds,CAP,0.038231363,TON
24156,IN,18005,Bartholomew,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.30590897899999997,TON
24159,IN,18065,Henry,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,1.2347458,TON
24908,IN,18063,Hendricks,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
25254,IN,18053,Grant,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.10959416,TON
30244,IN,18061,Harrison,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0025534790300000003,TON
30903,IN,18031,Decatur,Fuel Comb - Residential - Oil,Ammonia,CAP,0.00851858,TON
31401,IN,18129,Posey,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
31798,IN,18009,Blackford,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.06388935,TON
32112,IN,18165,Vermillion,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.014968,TON
32750,IN,18093,Lawrence,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.01868422,TON
33283,IN,18007,Benton,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.01212713,TON
34476,IN,18001,Adams,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,9.591534,TON
34654,IN,18007,Benton,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.0369640079,TON
34878,IN,18087,Lagrange,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,9.222418,TON
35530,IN,18055,Greene,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.02276506,TON
35656,IN,18061,Harrison,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.07358216,TON
35837,IN,18161,Union,Fuel Comb - Residential - Natural Gas,Sulfur Dioxide,CAP,0.01491838,TON
36570,IN,18087,Lagrange,Fuel Comb - Comm/Institutional - Other,Volatile Organic Compounds,CAP,0.01332535,TON
36661,IN,18163,Vanderburgh,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,10.67714,TON
36845,IN,18153,Sullivan,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.6060836,TON
37660,IN,18153,Sullivan,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
38489,IN,18059,Hancock,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
41383,IN,18119,Owen,Fuel Comb - Comm/Institutional - Oil,PM10 Primary (Filt + Cond),CAP,0.0034388712,TON
44076,IN,18183,Whitley,Fuel Comb - Residential - Other,Ammonia,CAP,0.03606864,TON
45373,IN,18059,Hancock,Fuel Comb - Residential - Oil,Nitrogen Oxides,CAP,1.0249197,TON
45808,IN,18073,Jasper,Fuel Comb - Residential - Other,PM10 Primary (Filt + Cond),CAP,0.05143892,TON
45841,IN,18183,Whitley,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,10.9378055,TON
48881,IN,18177,Wayne,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,28.464922899999998,TON
52140,IN,18177,Wayne,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
52464,IN,18111,Newton,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,2.147745,TON
52596,IN,18073,Jasper,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,1.531307,TON
53210,IN,18153,Sullivan,Fuel Comb - Comm/Institutional - Other,Sulfur Dioxide,CAP,0.0007941665,TON
53885,IN,18013,Brown,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.1274895,TON
55197,IN,18093,Lawrence,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
57857,IN,18131,Pulaski,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,0.4004001,TON
59355,IN,18055,Greene,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,6.56150698,TON
59380,IN,18047,Franklin,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,402.6656542,TON
