,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
584,MO,29123,Madison,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.00028295349999999997,TON
1192,MO,29186,Ste. Genevieve,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,86.6114072,TON
1764,MO,29019,Boone,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,21.321685000000002,TON
3330,MO,29087,Holt,Commercial Cooking,Volatile Organic Compounds,CAP,0.292950685,TON
5101,MO,29075,Gentry,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,1.292254015,TON
5500,MO,29013,Bates,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,57.43182415,TON
6169,MO,29189,St. Louis,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,4.103433,TON
6586,MO,29043,Christian,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,17.40387,TON
7128,MO,29037,Cass,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.6715174,TON
7246,MO,29189,St. Louis,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,468.67456200000004,TON
7775,MO,29027,Callaway,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,0.003621398,TON
8112,MO,29175,Randolph,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.6172846,TON
9296,MO,29013,Bates,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.438788,TON
9729,MO,29123,Madison,Fuel Comb - Residential - Other,PM2.5 Primary (Filt + Cond),CAP,0.009030133000000001,TON
10599,MO,29073,Gasconade,Fuel Comb - Residential - Other,Ammonia,CAP,0.02989923,TON
13511,MO,29229,Wright,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,2.924099,TON
13934,MO,29045,Clark,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.05755597,TON
14336,MO,29151,Osage,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.1039345,TON
14685,MO,29029,Camden,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,1.067057,TON
15830,MO,29221,Washington,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0007929636,TON
16249,MO,29057,Dade,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.05495221,TON
17029,MO,29065,Dent,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0007772860000000001,TON
17604,MO,29031,Cape Girardeau,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.01219776,TON
19056,MO,29043,Christian,Fuel Comb - Residential - Oil,PM10 Primary (Filt + Cond),CAP,0.0,TON
19350,MO,29149,Oregon,Fuel Comb - Comm/Institutional - Other,Nitrogen Oxides,CAP,0.1603193,TON
21462,MO,29199,Scotland,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.03916996,TON
22554,MO,29111,Lewis,Fuel Comb - Residential - Wood,Volatile Organic Compounds,CAP,39.854622682,TON
22911,MO,29031,Cape Girardeau,Fuel Comb - Residential - Oil,Ammonia,CAP,0.0014769689,TON
23514,MO,29081,Harrison,Fuel Comb - Residential - Oil,Carbon Monoxide,CAP,0.006713495,TON
24408,MO,29147,Nodaway,Fuel Comb - Residential - Wood,Ammonia,CAP,3.1732462000000003,TON
24617,MO,29009,Barry,Fuel Comb - Residential - Wood,PM2.5 Primary (Filt + Cond),CAP,135.14223721,TON
25146,MO,29133,Mississippi,Fuel Comb - Residential - Wood,Nitrogen Oxides,CAP,3.4052837460000003,TON
26101,MO,29017,Bollinger,Fuel Comb - Residential - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.009216919,TON
26257,MO,29199,Scotland,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,0.9850879000000001,TON
28002,MO,29115,Linn,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.00021381270000000001,TON
28398,MO,29135,Moniteau,Fuel Comb - Residential - Natural Gas,Carbon Monoxide,CAP,3.271072,TON
30796,MO,29063,DeKalb,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,2.187133,TON
31390,MO,29163,Pike,Fuel Comb - Residential - Other,Sulfur Dioxide,CAP,0.02840754,TON
31900,MO,29045,Clark,Fuel Comb - Comm/Institutional - Oil,Volatile Organic Compounds,CAP,5.9774490000000004e-06,TON
32280,MO,29183,St. Charles,Fuel Comb - Residential - Oil,Ammonia,CAP,0.08620127,TON
