,state,fips code,county,sector,pollutant desc,pollutant type(s),total emissions,emissions uom
472,FL,12107,Putnam,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0,TON
1430,FL,12099,Palm Beach,Fuel Comb - Residential - Wood,PM10 Primary (Filt + Cond),CAP,387.40902481,TON
2697,FL,12075,Levy,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.34791669999999997,TON
7292,FL,12089,Nassau,Fuel Comb - Residential - Wood,Carbon Monoxide,CAP,548.38864709,TON
7490,FL,12005,Bay,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,1.42651,TON
8451,FL,12095,Orange,Fuel Comb - Comm/Institutional - Oil,Nitrogen Oxides,CAP,32.240388,TON
8959,FL,12099,Palm Beach,Fuel Comb - Comm/Institutional - Oil,Sulfur Dioxide,CAP,0.2102,TON
9613,FL,12123,Taylor,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
9670,FL,12129,Wakulla,Fuel Comb - Comm/Institutional - Other,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
9680,FL,12125,Union,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0,TON
9704,FL,12089,Nassau,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,33.403653000000006,TON
12209,FL,12093,Okeechobee,Fuel Comb - Residential - Other,Volatile Organic Compounds,CAP,0.04035065,TON
12785,FL,12087,Monroe,Fuel Comb - Comm/Institutional - Other,PM10 Primary (Filt + Cond),CAP,0.0,TON
14670,FL,12055,Highlands,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
15907,FL,12101,Pasco,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.3275344,TON
16309,FL,12019,Clay,Fuel Comb - Residential - Other,Nitrogen Oxides,CAP,4.354356,TON
16486,FL,12039,Gadsden,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,2.398915,TON
16827,FL,12069,Lake,Fuel Comb - Residential - Other,Carbon Monoxide,CAP,2.934488,TON
17017,FL,12047,Hamilton,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,0.100967,TON
18388,FL,12089,Nassau,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,0.0,TON
18707,FL,12077,Liberty,Fuel Comb - Residential - Natural Gas,Volatile Organic Compounds,CAP,0.0033930790000000002,TON
18754,FL,12033,Escambia,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,3.135654,TON
19452,FL,12053,Hernando,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.0,TON
20967,FL,12001,Alachua,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,36.07208,TON
27889,FL,12017,Citrus,Fuel Comb - Residential - Oil,Sulfur Dioxide,CAP,0.013298662099999999,TON
