,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,VT,Tenure,OWNER,183570.0,90957.74,1508.34,1048.45,1278.73,4.22
2,VT,Tenure,RENTER,76019.0,40245.7,819.29,504.95,387.18,4.25
3,VT,Year Built,1940-59,24808.32,66046.7,1177.37,714.29,1001.88,4.38
4,VT,Year Built,1960-79,61473.846,70769.24,1339.6,834.35,1028.99,4.53
5,VT,Year Built,1980-99,67778.936,87614.59,1376.05,1036.53,881.73,3.7600000000000002
6,VT,Year Built,2000-09,28579.873,93500.0,1356.96,1272.39,828.79,3.6999999999999997
7,VT,Year Built,2010+,7952.882,87844.95,1021.64,1066.67,405.3,2.8400000000000003
8,VT,Year Built,BEFORE 1940,68995.144,64617.92,1267.26,677.38,1295.52,5.01
9,VT,Building Type,1 ATTACHED,9783.241,85380.88,958.61,1033.77,312.54,2.7
10,VT,Building Type,1 DETACHED,172040.269,91457.44,1531.42,1041.56,1321.41,4.26
11,VT,Building Type,MOBILE_TRAILER,17819.32,45918.26,1450.47,813.76,931.97,6.959999999999999
12,VT,Building Type,10-19 UNIT,4403.546,27306.06,448.53,181.73,23.86,2.4
13,VT,Building Type,2 UNIT,16325.107,51489.16,968.56,704.41,653.95,4.52
14,VT,Building Type,3-4 UNIT,17212.133,40243.57,810.79,578.12,337.16,4.29
15,VT,Building Type,5-9 UNIT,11433.04,34674.22,495.97,324.55,45.15,2.5
16,VT,Building Type,BOAT_RV_VAN,110.125,13205.11,152.4,197.85,124.42,3.5900000000000003
17,VT,Building Type,50+ UNIT,4210.122,24888.18,159.07,10.9,0.0,0.6799999999999999
18,VT,Building Type,20-49 UNIT,6252.096,33988.16,380.21,162.47,8.83,1.6199999999999999
19,VT,Heating Fuel,BOTTLED GAS,42112.0,85268.91,1327.21,2683.7,438.02,5.220000000000001
20,VT,Heating Fuel,ELECTRICITY,12957.0,40935.28,962.99,192.68,120.9,3.1199999999999997
21,VT,Heating Fuel,OTHER,4305.0,71737.81,1195.72,567.29,1370.39,4.37
22,VT,Heating Fuel,SOLAR,489.0,103550.13,960.52,794.43,421.6,2.1
23,VT,Heating Fuel,UTILITY GAS,46095.0,89351.94,883.12,1193.54,89.21,2.42
24,VT,Heating Fuel,WOOD,41660.0,78431.75,1575.34,557.89,1339.61,4.43
25,VT,Heating Fuel,COAL,642.0,55794.97,834.93,136.36,712.68,3.02
26,VT,Heating Fuel,NONE,625.0,28190.12,436.45,115.15,123.3,2.39
27,VT,Heating Fuel,FUEL OIL,110704.0,70785.67,1427.55,307.93,1604.24,4.72
28,VT,Percent of FPL,0-100%,24235.759,8654.12,1038.09,597.82,723.39,27.26
29,VT,Percent of FPL,100-150%,22329.529,18882.01,1059.22,698.77,754.66,13.309999999999999
30,VT,Percent of FPL,150-200%,22870.506,28130.62,1195.09,654.59,1026.06,10.22
31,VT,Percent of FPL,200-400%,78341.067,52506.9,1339.87,805.2,1089.85,6.16
32,VT,Percent of FPL,400%+,111812.138,128504.62,1413.59,1097.43,1081.63,2.8000000000000003
