,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,PA,Tenure,OWNER,3467467.0,95477.53,1651.2,747.59,479.17,3.01
2,PA,Tenure,RENTER,1557665.0,42384.76,1068.61,434.66,132.67,3.8600000000000003
3,PA,Year Built,1940-59,1097854.166,67668.14,1329.9,695.8,424.1,3.62
4,PA,Year Built,1960-79,1147996.921,73352.91,1473.16,495.4,387.53,3.2099999999999995
5,PA,Year Built,1980-99,970125.286,96254.38,1681.14,559.24,280.6,2.62
6,PA,Year Built,2000-09,417112.487,117125.01,1670.97,848.73,210.3,2.33
7,PA,Year Built,2010+,115093.468,110666.43,1346.21,663.88,80.49,1.8900000000000001
8,PA,Year Built,BEFORE 1940,1276949.671,65482.37,1375.13,754.72,460.85,3.9600000000000004
9,PA,Building Type,1 ATTACHED,948570.802,67528.96,1324.27,830.33,210.42,3.5000000000000004
10,PA,Building Type,1 DETACHED,2957115.104,96818.25,1735.28,716.56,525.51,3.08
11,PA,Building Type,MOBILE_TRAILER,165224.916,40081.95,1380.51,606.79,538.82,6.3
12,PA,Building Type,10-19 UNIT,122504.906,45831.73,778.24,180.45,4.29,2.1
13,PA,Building Type,2 UNIT,199507.169,38968.46,967.63,538.12,82.38,4.08
14,PA,Building Type,3-4 UNIT,188262.203,37933.78,947.2,368.61,33.87,3.56
15,PA,Building Type,5-9 UNIT,153804.89,39501.49,847.07,223.7,6.62,2.73
16,PA,Building Type,BOAT_RV_VAN,1162.214,19775.99,577.81,162.07,112.55,4.31
17,PA,Building Type,50+ UNIT,190967.626,48988.35,592.22,87.1,2.27,1.39
18,PA,Building Type,20-49 UNIT,98012.171,42044.66,648.71,126.27,6.4,1.8599999999999999
19,PA,Heating Fuel,BOTTLED GAS,214809.0,94872.53,1603.58,1946.0,226.12,3.9800000000000004
20,PA,Heating Fuel,ELECTRICITY,1142047.0,71399.44,1863.09,143.57,70.12,2.91
21,PA,Heating Fuel,OTHER,36712.0,75097.35,1440.57,241.7,643.74,3.1
22,PA,Heating Fuel,SOLAR,1957.0,88867.5,1101.44,189.26,73.23,1.53
23,PA,Heating Fuel,UTILITY GAS,2582392.0,82606.15,1263.32,975.22,38.48,2.76
24,PA,Heating Fuel,WOOD,137794.0,77174.92,1741.37,209.01,763.35,3.52
25,PA,Heating Fuel,COAL,60949.0,69789.51,1480.18,166.4,1208.31,4.09
26,PA,Heating Fuel,NONE,20290.0,47931.85,866.74,111.13,58.08,2.16
27,PA,Heating Fuel,FUEL OIL,828182.0,76133.89,1512.5,143.06,1734.35,4.45
28,PA,Percent of FPL,0-100%,561147.489,9090.32,1169.21,554.22,223.83,21.42
29,PA,Percent of FPL,100-150%,406866.156,20398.85,1206.99,569.66,323.76,10.299999999999999
30,PA,Percent of FPL,150-200%,431237.769,29426.16,1313.39,587.81,381.28,7.76
31,PA,Percent of FPL,200-400%,1501596.893,53381.58,1462.92,628.12,420.03,4.7
32,PA,Percent of FPL,400%+,2124283.692,136911.35,1638.08,720.17,383.99,2.0
