,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,AR,Tenure,OWNER,756431.0,76268.48,1672.92,500.7,26.66,2.88
2,AR,Tenure,RENTER,395744.0,36921.27,1221.73,314.03,8.54,4.18
3,AR,Year Built,1940-59,117192.798,47161.88,1345.72,626.56,22.03,4.2299999999999995
4,AR,Year Built,1960-79,330661.024,53004.42,1484.23,510.89,24.3,3.81
5,AR,Year Built,1980-99,387475.213,62771.78,1536.81,379.61,20.2,3.09
6,AR,Year Built,2000-09,199332.578,83167.77,1679.3,327.78,15.87,2.4299999999999997
7,AR,Year Built,2010+,66037.606,86819.74,1450.23,213.77,6.86,1.92
8,AR,Year Built,BEFORE 1940,51475.781,50815.27,1446.63,662.72,28.83,4.21
9,AR,Building Type,1 ATTACHED,19060.96,50096.32,1080.13,299.54,11.29,2.78
10,AR,Building Type,1 DETACHED,835414.025,72627.86,1619.04,519.6,22.31,2.98
11,AR,Building Type,MOBILE_TRAILER,122059.695,41874.83,1866.51,355.04,33.11,5.38
12,AR,Building Type,10-19 UNIT,40155.586,37218.0,803.42,41.38,1.76,2.27
13,AR,Building Type,2 UNIT,32954.169,29431.23,938.12,286.2,8.26,4.19
14,AR,Building Type,3-4 UNIT,35021.445,27403.84,912.18,143.37,3.48,3.8600000000000003
15,AR,Building Type,5-9 UNIT,36885.726,31600.41,900.48,67.46,0.54,3.06
16,AR,Building Type,BOAT_RV_VAN,1537.292,25493.69,888.79,257.18,39.12,4.65
17,AR,Building Type,50+ UNIT,14994.433,35964.09,559.62,32.36,5.32,1.66
18,AR,Building Type,20-49 UNIT,14091.669,28001.68,700.01,29.08,1.9,2.6100000000000003
19,AR,Heating Fuel,BOTTLED GAS,79818.0,53667.35,1593.25,1173.37,64.53,5.28
20,AR,Heating Fuel,ELECTRICITY,577834.0,58656.47,1696.02,138.95,12.58,3.15
21,AR,Heating Fuel,OTHER,3461.0,43020.66,1138.68,211.52,167.6,3.53
22,AR,Heating Fuel,SOLAR,277.0,46415.46,775.86,104.24,5.7,1.91
23,AR,Heating Fuel,UTILITY GAS,444122.0,71174.0,1273.74,717.83,12.13,2.82
24,AR,Heating Fuel,WOOD,42483.0,51918.88,1594.88,202.54,117.07,3.6900000000000004
25,AR,Heating Fuel,COAL,33.0,11546.55,394.95,55.52,60.7,4.43
26,AR,Heating Fuel,NONE,2940.0,37034.09,940.91,180.95,3.17,3.04
27,AR,Heating Fuel,FUEL OIL,1207.0,32532.72,1131.1,305.27,142.26,4.8500000000000005
28,AR,Percent of FPL,0-100%,179836.728,10122.86,1374.82,396.05,18.37,17.68
29,AR,Percent of FPL,100-150%,135448.157,22179.2,1410.97,427.2,22.7,8.39
30,AR,Percent of FPL,150-200%,126801.189,31499.58,1432.77,432.15,23.08,5.99
31,AR,Percent of FPL,200-400%,362740.102,52826.86,1529.86,440.94,21.18,3.7699999999999996
32,AR,Percent of FPL,400%+,347348.824,127600.86,1652.41,458.29,18.87,1.67
