,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,NV,Tenure,OWNER,600520.0,95409.19,1567.52,497.54,26.44,2.19
2,NV,Tenure,RENTER,475410.0,51601.69,1280.91,278.84,5.47,3.0300000000000002
3,NV,Year Built,1940-59,41540.163,54446.93,1265.61,276.99,52.05,2.93
4,NV,Year Built,1960-79,200097.942,57679.2,1388.82,348.73,27.91,3.06
5,NV,Year Built,1980-99,468686.751,72156.35,1441.81,404.86,14.33,2.58
6,NV,Year Built,2000-09,301036.825,93056.53,1539.32,453.73,9.35,2.15
7,NV,Year Built,2010+,54319.206,103110.86,1282.83,372.07,8.96,1.6099999999999999
8,NV,Year Built,BEFORE 1940,10249.113,57643.45,1071.02,342.21,69.17,2.5700000000000003
9,NV,Building Type,1 ATTACHED,50492.786,61425.19,1180.02,313.22,9.35,2.45
10,NV,Building Type,1 DETACHED,682893.942,93301.44,1665.59,504.78,21.69,2.35
11,NV,Building Type,MOBILE_TRAILER,50743.128,46347.59,1222.95,518.63,51.33,3.8699999999999997
12,NV,Building Type,10-19 UNIT,52049.519,39713.54,1021.0,134.46,0.69,2.91
13,NV,Building Type,2 UNIT,12998.869,37318.64,958.36,209.79,7.71,3.15
14,NV,Building Type,3-4 UNIT,64357.306,43440.54,1123.75,179.63,1.78,3.0
15,NV,Building Type,5-9 UNIT,82280.574,45349.75,1006.95,175.65,1.73,2.6100000000000003
16,NV,Building Type,BOAT_RV_VAN,1168.624,34655.83,589.76,236.0,19.77,2.44
17,NV,Building Type,50+ UNIT,52935.174,49100.17,914.64,112.51,2.37,2.1
18,NV,Building Type,20-49 UNIT,26010.077,36133.35,820.67,97.41,1.79,2.55
19,NV,Heating Fuel,BOTTLED GAS,27764.0,78879.93,1174.2,1385.68,71.29,3.34
20,NV,Heating Fuel,ELECTRICITY,377628.0,59262.49,1529.7,165.83,5.62,2.87
21,NV,Heating Fuel,OTHER,5487.0,70354.57,963.04,431.02,319.81,2.44
22,NV,Heating Fuel,SOLAR,2003.0,91652.47,1215.29,196.91,20.0,1.5599999999999998
23,NV,Heating Fuel,UTILITY GAS,635856.0,86186.49,1421.73,498.18,8.09,2.2399999999999998
24,NV,Heating Fuel,WOOD,15462.0,74097.31,1116.48,575.44,250.5,2.62
25,NV,Heating Fuel,COAL,190.0,35930.94,286.64,29.87,23.95,0.95
26,NV,Heating Fuel,NONE,4955.0,39405.58,846.23,104.08,4.8,2.42
27,NV,Heating Fuel,FUEL OIL,6585.0,81746.59,1029.75,197.93,536.57,2.16
28,NV,Percent of FPL,0-100%,120562.218,9470.79,1292.23,287.88,8.74,16.78
29,NV,Percent of FPL,100-150%,92610.637,23379.82,1301.72,323.29,11.71,7.000000000000001
30,NV,Percent of FPL,150-200%,98814.194,33060.42,1368.53,345.27,14.13,5.2299999999999995
31,NV,Percent of FPL,200-400%,343571.496,55321.17,1401.3,380.32,16.95,3.25
32,NV,Percent of FPL,400%+,420371.454,133801.74,1563.52,480.32,21.69,1.54
