,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,SC,Tenure,OWNER,1305349.0,81292.12,1959.74,366.97,15.37,2.88
2,SC,Tenure,RENTER,589362.0,40855.94,1524.01,133.51,6.05,4.07
3,SC,Year Built,1940-59,183367.855,53595.47,1703.77,491.89,21.23,4.14
4,SC,Year Built,1960-79,459077.151,55144.37,1807.1,332.66,17.4,3.91
5,SC,Year Built,1980-99,671064.958,67178.39,1905.41,200.69,10.47,3.15
6,SC,Year Built,2000-09,380589.764,87734.53,1866.11,261.2,5.52,2.4299999999999997
7,SC,Year Built,2010+,126066.292,93346.11,1510.94,271.99,4.18,1.91
8,SC,Year Built,BEFORE 1940,74544.979,64532.79,1810.47,622.8,27.98,3.81
9,SC,Building Type,1 ATTACHED,59377.29,68206.33,1365.6,173.92,3.79,2.26
10,SC,Building Type,1 DETACHED,1261959.333,81483.09,1934.45,391.22,14.7,2.87
11,SC,Building Type,MOBILE_TRAILER,294905.983,40053.25,2118.46,137.32,14.54,5.67
12,SC,Building Type,10-19 UNIT,57057.697,48565.99,1090.22,25.73,0.97,2.3
13,SC,Building Type,2 UNIT,35299.731,33319.0,1266.18,100.39,3.29,4.109999999999999
14,SC,Building Type,3-4 UNIT,48820.692,34228.51,1179.4,73.4,1.09,3.66
15,SC,Building Type,5-9 UNIT,74849.918,37739.76,1170.1,40.95,3.54,3.2199999999999998
16,SC,Building Type,BOAT_RV_VAN,1231.229,19172.79,694.45,243.86,12.5,4.96
17,SC,Building Type,50+ UNIT,26943.723,47163.71,854.75,22.98,1.3,1.8599999999999999
18,SC,Building Type,20-49 UNIT,34265.402,51534.92,973.51,17.56,0.61,1.92
19,SC,Heating Fuel,BOTTLED GAS,71873.0,57588.92,1733.73,1595.1,42.61,5.8500000000000005
20,SC,Heating Fuel,ELECTRICITY,1355410.0,64817.13,1953.64,105.27,7.69,3.19
21,SC,Heating Fuel,OTHER,2179.0,41871.26,1367.41,374.9,78.68,4.35
22,SC,Heating Fuel,SOLAR,1056.0,70359.93,863.33,100.31,38.42,1.4200000000000002
23,SC,Heating Fuel,UTILITY GAS,422579.0,86494.9,1468.87,691.74,9.72,2.5100000000000002
24,SC,Heating Fuel,WOOD,17034.0,39038.61,1523.09,208.18,100.06,4.6899999999999995
25,SC,Heating Fuel,COAL,198.0,11735.46,263.06,57.61,36.77,3.05
26,SC,Heating Fuel,NONE,8162.0,39050.12,1131.48,91.52,9.34,3.16
27,SC,Heating Fuel,FUEL OIL,16220.0,30712.29,1473.88,174.98,248.76,6.18
28,SC,Percent of FPL,0-100%,266156.531,9459.5,1739.76,232.05,15.78,21.01
29,SC,Percent of FPL,100-150%,188868.815,22061.96,1766.64,259.05,15.53,9.25
30,SC,Percent of FPL,150-200%,186588.397,31359.95,1787.98,265.79,15.23,6.6000000000000005
31,SC,Percent of FPL,200-400%,587800.351,53358.02,1804.52,279.59,12.23,3.93
32,SC,Percent of FPL,400%+,665296.907,129707.11,1901.87,350.36,9.71,1.7399999999999998
