,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,MD,Tenure,OWNER,1463941.0,128029.88,1776.56,652.19,193.58,2.0500000000000003
2,MD,Tenure,RENTER,728577.0,60591.64,1173.28,326.31,40.36,2.54
3,MD,Year Built,1940-59,373074.211,88202.93,1447.94,686.18,206.88,2.65
4,MD,Year Built,1960-79,571721.094,94135.6,1512.23,450.2,185.76,2.2800000000000002
5,MD,Year Built,1980-99,673672.343,115188.18,1702.39,412.64,70.25,1.9
6,MD,Year Built,2000-09,254224.604,136931.7,1727.5,776.96,65.15,1.8800000000000001
7,MD,Year Built,2010+,85387.92,132110.01,1296.75,523.59,21.17,1.39
8,MD,Year Built,BEFORE 1940,234437.828,90246.64,1510.37,677.84,271.76,2.73
9,MD,Building Type,1 ATTACHED,467287.92,90425.84,1515.37,540.0,37.8,2.31
10,MD,Building Type,1 DETACHED,1179131.392,132606.15,1906.16,683.38,243.28,2.1399999999999997
11,MD,Building Type,MOBILE_TRAILER,21737.443,42102.39,1397.51,666.88,239.34,5.47
12,MD,Building Type,10-19 UNIT,173469.833,61691.4,972.22,282.11,3.0,2.04
13,MD,Building Type,2 UNIT,26082.808,41824.0,933.89,360.12,27.99,3.16
14,MD,Building Type,3-4 UNIT,42536.544,45323.53,953.21,236.9,15.29,2.6599999999999997
15,MD,Building Type,5-9 UNIT,105210.263,56199.02,971.01,274.47,5.49,2.23
16,MD,Building Type,BOAT_RV_VAN,610.218,31324.24,472.68,145.53,44.46,2.12
17,MD,Building Type,50+ UNIT,135750.777,72652.44,755.49,121.57,3.73,1.21
18,MD,Building Type,20-49 UNIT,40700.801,62132.87,760.12,147.75,1.31,1.46
19,MD,Heating Fuel,BOTTLED GAS,75006.0,126164.82,1766.14,1948.71,140.37,3.06
20,MD,Heating Fuel,ELECTRICITY,901382.0,95878.95,1802.21,165.68,37.36,2.09
21,MD,Heating Fuel,OTHER,10028.0,114278.8,1553.92,337.92,397.26,2.0
22,MD,Heating Fuel,SOLAR,3588.0,134509.07,990.83,258.0,57.94,0.97
23,MD,Heating Fuel,UTILITY GAS,967637.0,114830.12,1348.16,876.73,15.91,1.95
24,MD,Heating Fuel,WOOD,28402.0,91903.64,1743.82,194.9,507.8,2.6599999999999997
25,MD,Heating Fuel,COAL,2257.0,66274.21,1362.82,189.14,585.61,3.2300000000000004
26,MD,Heating Fuel,NONE,11024.0,58678.2,919.95,154.68,32.76,1.8900000000000001
27,MD,Heating Fuel,FUEL OIL,193194.0,101131.6,1616.2,189.75,1205.5,2.98
28,MD,Percent of FPL,0-100%,178264.849,8862.84,1275.68,406.26,94.16,20.04
29,MD,Percent of FPL,100-150%,122425.683,21886.68,1320.11,415.8,121.73,8.49
30,MD,Percent of FPL,150-200%,133976.093,31955.02,1422.94,454.71,138.71,6.3100000000000005
31,MD,Percent of FPL,200-400%,525357.264,56965.3,1518.56,503.62,143.29,3.8
32,MD,Percent of FPL,400%+,1232494.111,156679.13,1686.14,603.4,151.92,1.5599999999999998
