,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,DE,Tenure,OWNER,254308.0,99873.72,1712.17,763.48,177.64,2.6599999999999997
2,DE,Tenure,RENTER,103457.0,49115.22,1224.62,330.72,49.07,3.27
3,DE,Year Built,1940-59,55572.396,70935.75,1412.88,564.85,247.93,3.1399999999999997
4,DE,Year Built,1960-79,81707.734,74151.4,1428.73,468.95,203.55,2.83
5,DE,Year Built,1980-99,105708.078,90052.84,1693.34,639.87,87.77,2.69
6,DE,Year Built,2000-09,64050.412,100405.09,1756.07,884.63,57.84,2.69
7,DE,Year Built,2010+,22026.39,106064.29,1437.43,687.98,30.85,2.03
8,DE,Year Built,BEFORE 1940,28699.989,76399.82,1523.39,669.46,215.33,3.15
9,DE,Building Type,1 ATTACHED,52800.229,75708.13,1447.6,526.27,66.78,2.7
10,DE,Building Type,1 DETACHED,224416.6,101227.62,1777.79,752.3,189.92,2.69
11,DE,Building Type,MOBILE_TRAILER,23499.843,46855.87,1630.56,933.24,161.92,5.82
12,DE,Building Type,10-19 UNIT,19114.418,49390.79,812.61,188.21,3.1,2.03
13,DE,Building Type,2 UNIT,4580.268,36243.17,910.36,271.41,21.57,3.32
14,DE,Building Type,3-4 UNIT,7150.543,43810.58,970.98,203.8,5.89,2.69
15,DE,Building Type,5-9 UNIT,12187.59,48835.38,947.13,202.58,5.48,2.37
16,DE,Building Type,BOAT_RV_VAN,203.123,39222.31,467.1,288.68,0.0,1.9300000000000002
17,DE,Building Type,50+ UNIT,8821.821,47379.02,698.75,29.53,1.17,1.54
18,DE,Building Type,20-49 UNIT,4990.566,44054.9,791.4,148.5,4.6,2.1399999999999997
19,DE,Heating Fuel,BOTTLED GAS,36349.0,86452.15,1689.04,1782.12,94.55,4.12
20,DE,Heating Fuel,ELECTRICITY,119066.0,76314.7,1872.32,160.88,26.79,2.7
21,DE,Heating Fuel,OTHER,2070.0,84133.22,1553.31,575.69,314.84,2.9000000000000004
22,DE,Heating Fuel,SOLAR,428.0,86448.84,1707.62,330.51,109.9,2.48
23,DE,Heating Fuel,UTILITY GAS,151191.0,94977.68,1335.51,876.47,19.63,2.35
24,DE,Heating Fuel,WOOD,3601.0,79577.38,1537.03,457.95,322.71,2.91
25,DE,Heating Fuel,COAL,277.0,86894.07,527.11,144.85,485.35,1.3299999999999998
26,DE,Heating Fuel,NONE,1661.0,58377.62,1180.57,190.82,46.19,2.4299999999999997
27,DE,Heating Fuel,FUEL OIL,43122.0,75890.4,1490.77,199.12,894.79,3.4099999999999997
28,DE,Percent of FPL,0-100%,35060.981,8783.93,1376.56,480.26,101.42,22.29
29,DE,Percent of FPL,100-150%,24423.194,21130.02,1371.96,522.6,129.36,9.58
30,DE,Percent of FPL,150-200%,27683.024,30710.22,1471.74,544.33,152.76,7.06
31,DE,Percent of FPL,200-400%,103823.659,54545.28,1554.89,608.5,161.91,4.26
32,DE,Percent of FPL,400%+,166774.142,138766.85,1667.92,722.69,134.9,1.82
