,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,NE,Tenure,OWNER,498567.0,91993.3,1818.73,704.38,18.42,2.76
2,NE,Tenure,RENTER,255496.0,41535.22,1344.79,397.33,7.26,4.21
3,NE,Year Built,1940-59,109423.587,59390.87,1676.3,725.1,16.12,4.07
4,NE,Year Built,1960-79,207467.905,67337.39,1704.97,561.17,11.41,3.38
5,NE,Year Built,1980-99,161539.332,83336.25,1560.09,486.98,9.76,2.4699999999999998
6,NE,Year Built,2000-09,90940.352,105389.03,1491.84,453.67,7.86,1.8499999999999999
7,NE,Year Built,2010+,33340.431,106643.63,1343.11,319.61,5.04,1.5599999999999998
8,NE,Year Built,BEFORE 1940,151351.393,62147.13,1854.84,834.81,29.39,4.38
9,NE,Building Type,1 ATTACHED,31072.315,61205.27,1294.0,365.18,5.57,2.7199999999999998
10,NE,Building Type,1 DETACHED,564006.152,86498.38,1860.46,721.16,18.37,3.01
11,NE,Building Type,MOBILE_TRAILER,17407.35,38486.49,1251.01,851.06,18.4,5.510000000000001
12,NE,Building Type,10-19 UNIT,35219.667,40241.7,1091.39,134.66,0.78,3.05
13,NE,Building Type,2 UNIT,12723.633,35185.07,1138.56,256.12,3.97,3.9800000000000004
14,NE,Building Type,3-4 UNIT,18330.683,28242.36,969.77,220.58,2.11,4.22
15,NE,Building Type,5-9 UNIT,27883.885,33746.22,1019.61,158.89,0.94,3.5000000000000004
16,NE,Building Type,BOAT_RV_VAN,240.013,9941.66,450.05,643.63,3.77,11.04
17,NE,Building Type,50+ UNIT,20910.533,37521.12,735.22,49.17,1.3,2.09
18,NE,Building Type,20-49 UNIT,26268.77,38407.61,930.38,81.45,0.57,2.64
19,NE,Heating Fuel,BOTTLED GAS,56195.0,73681.49,1691.17,1572.5,43.11,4.49
20,NE,Heating Fuel,ELECTRICITY,230501.0,68355.34,1818.6,190.2,7.28,2.9499999999999997
21,NE,Heating Fuel,OTHER,4735.0,76009.71,1610.16,458.76,159.27,2.93
22,NE,Heating Fuel,SOLAR,156.0,37466.81,665.16,53.18,0.0,1.92
23,NE,Heating Fuel,UTILITY GAS,447285.0,78984.34,1575.62,700.33,8.9,2.8899999999999997
24,NE,Heating Fuel,WOOD,9376.0,64102.48,1739.4,412.15,113.24,3.53
25,NE,Heating Fuel,COAL,108.0,35317.51,306.85,0.0,490.97,2.26
26,NE,Heating Fuel,NONE,2838.0,34560.39,844.22,100.51,7.84,2.76
27,NE,Heating Fuel,FUEL OIL,2869.0,63860.3,1711.72,317.71,371.37,3.7600000000000002
28,NE,Percent of FPL,0-100%,74586.863,9374.56,1446.6,498.27,14.65,20.9
29,NE,Percent of FPL,100-150%,61623.249,21702.56,1526.16,573.31,15.68,9.75
30,NE,Percent of FPL,150-200%,67318.676,31446.79,1564.3,601.38,15.48,6.94
31,NE,Percent of FPL,200-400%,244230.541,54655.24,1641.39,620.39,14.76,4.17
32,NE,Percent of FPL,400%+,306303.671,127242.57,1770.21,614.42,14.15,1.8900000000000001
