,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,NJ,Tenure,OWNER,2054413.0,135108.41,1562.03,893.58,227.07,1.9900000000000002
2,NJ,Tenure,RENTER,1158949.0,59107.6,856.96,371.8,34.53,2.1399999999999997
3,NJ,Year Built,1940-59,729041.788,96854.75,1278.32,687.32,187.73,2.22
4,NJ,Year Built,1960-79,851497.802,99327.69,1319.7,628.56,155.96,2.12
5,NJ,Year Built,1980-99,695681.325,120568.02,1380.62,774.21,100.61,1.87
6,NJ,Year Built,2000-09,280885.667,137774.35,1440.83,881.9,59.97,1.73
7,NJ,Year Built,2010+,75131.003,140988.27,1085.52,536.93,20.96,1.17
8,NJ,Year Built,BEFORE 1940,581124.415,99314.98,1204.26,694.71,255.44,2.17
9,NJ,Building Type,1 ATTACHED,289897.142,95883.37,1252.1,645.45,56.61,2.04
10,NJ,Building Type,1 DETACHED,1780538.548,137561.42,1636.25,946.51,255.03,2.06
11,NJ,Building Type,MOBILE_TRAILER,22769.503,38942.32,1010.99,663.5,232.85,4.9
12,NJ,Building Type,10-19 UNIT,154051.685,61649.45,708.23,234.44,3.07,1.53
13,NJ,Building Type,2 UNIT,291558.317,67093.24,1041.0,590.69,75.81,2.54
14,NJ,Building Type,3-4 UNIT,201759.339,59541.41,870.23,423.37,31.42,2.23
15,NJ,Building Type,5-9 UNIT,149224.349,60735.28,733.17,295.55,5.9,1.7000000000000002
16,NJ,Building Type,BOAT_RV_VAN,447.386,54283.47,142.43,37.65,25.15,0.38
17,NJ,Building Type,50+ UNIT,206299.894,74684.11,650.79,111.39,3.13,1.02
18,NJ,Building Type,20-49 UNIT,116815.837,58965.74,606.94,156.6,2.2,1.3
19,NJ,Heating Fuel,BOTTLED GAS,63138.0,103221.68,1229.58,1608.38,123.68,2.87
20,NJ,Heating Fuel,ELECTRICITY,408397.0,78213.52,1332.54,178.07,18.77,1.96
21,NJ,Heating Fuel,OTHER,13453.0,69361.13,972.86,227.57,458.92,2.39
22,NJ,Heating Fuel,SOLAR,3100.0,110944.77,924.91,414.76,66.42,1.27
23,NJ,Heating Fuel,UTILITY GAS,2411472.0,114263.23,1300.55,841.18,19.87,1.8900000000000001
24,NJ,Heating Fuel,WOOD,13422.0,102051.25,1652.09,303.65,678.27,2.58
25,NJ,Heating Fuel,COAL,1322.0,84464.74,936.82,114.51,733.56,2.11
26,NJ,Heating Fuel,NONE,15002.0,40598.36,453.96,111.12,19.56,1.44
27,NJ,Heating Fuel,FUEL OIL,284056.0,101042.44,1401.04,188.93,1501.05,3.06
28,NJ,Percent of FPL,0-100%,298159.085,9128.65,933.96,452.11,68.25,15.93
29,NJ,Percent of FPL,100-150%,210291.093,21435.66,971.48,497.9,94.45,7.3
30,NJ,Percent of FPL,150-200%,214965.283,30522.45,1082.28,561.4,136.77,5.83
31,NJ,Percent of FPL,200-400%,758670.379,56272.39,1248.13,664.63,160.89,3.6900000000000004
32,NJ,Percent of FPL,400%+,1731276.16,167268.63,1467.07,809.95,181.86,1.47
