,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,UT,Tenure,OWNER,668985.0,100457.77,1070.37,747.7,31.28,1.8399999999999999
2,UT,Tenure,RENTER,288634.0,48546.57,703.06,453.43,7.93,2.4
3,UT,Year Built,1940-59,104246.046,70402.05,828.61,673.36,29.98,2.18
4,UT,Year Built,1960-79,229720.562,72763.79,894.93,635.23,24.9,2.1399999999999997
5,UT,Year Built,1980-99,288827.238,88075.41,998.66,652.43,25.78,1.9
6,UT,Year Built,2000-09,195935.552,102071.26,1128.15,714.24,17.88,1.82
7,UT,Year Built,2010+,73323.126,97989.9,884.75,544.84,13.41,1.47
8,UT,Year Built,BEFORE 1940,65566.475,69236.11,803.27,711.08,37.15,2.2399999999999998
9,UT,Building Type,1 ATTACHED,62400.517,70206.21,760.06,522.71,11.75,1.8399999999999999
10,UT,Building Type,1 DETACHED,680487.739,99610.59,1109.43,767.33,30.42,1.91
11,UT,Building Type,MOBILE_TRAILER,23976.831,38993.34,773.04,596.35,54.22,3.65
12,UT,Building Type,10-19 UNIT,38347.652,42798.5,512.78,325.72,1.96,1.96
13,UT,Building Type,2 UNIT,25714.616,43264.24,579.44,455.46,6.96,2.41
14,UT,Building Type,3-4 UNIT,39247.121,40204.21,573.06,364.43,0.35,2.33
15,UT,Building Type,5-9 UNIT,31153.272,43855.33,536.88,341.66,1.09,2.01
16,UT,Building Type,BOAT_RV_VAN,604.445,17248.64,112.65,75.77,40.36,1.3299999999999998
17,UT,Building Type,50+ UNIT,28397.895,45152.9,403.04,203.2,3.15,1.35
18,UT,Building Type,20-49 UNIT,27288.913,41289.91,468.08,257.7,2.43,1.76
19,UT,Heating Fuel,BOTTLED GAS,20575.0,70788.77,1003.99,1155.48,98.7,3.19
20,UT,Heating Fuel,ELECTRICITY,121405.0,65711.83,983.74,300.18,13.36,1.97
21,UT,Heating Fuel,OTHER,3582.0,56821.91,666.49,175.86,590.85,2.52
22,UT,Heating Fuel,SOLAR,1147.0,109219.74,495.16,366.01,68.56,0.8500000000000001
23,UT,Heating Fuel,UTILITY GAS,795041.0,88748.08,954.02,708.44,14.6,1.8900000000000001
24,UT,Heating Fuel,WOOD,11682.0,62069.9,1243.55,484.99,387.94,3.4099999999999997
25,UT,Heating Fuel,COAL,1195.0,51454.88,1050.81,278.73,537.63,3.63
26,UT,Heating Fuel,NONE,1848.0,29318.33,357.0,125.54,40.73,1.78
27,UT,Heating Fuel,FUEL OIL,1144.0,47875.53,890.82,293.3,444.11,3.4000000000000004
28,UT,Percent of FPL,0-100%,81910.696,10338.86,738.51,512.67,22.26,12.32
29,UT,Percent of FPL,100-150%,70883.197,25716.79,821.92,541.72,21.16,5.38
30,UT,Percent of FPL,150-200%,85387.457,37241.52,861.58,604.13,24.37,4.0
31,UT,Percent of FPL,200-400%,328004.382,63466.66,937.76,647.21,24.9,2.54
32,UT,Percent of FPL,400%+,391433.268,139359.34,1070.62,732.71,24.64,1.31
