,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,ID,Tenure,OWNER,428300.0,82072.88,1370.12,521.83,157.82,2.5
2,ID,Tenure,RENTER,190031.0,39148.1,995.8,243.01,53.48,3.3000000000000003
3,ID,Year Built,1940-59,65000.519,55154.34,1203.14,421.68,188.93,3.29
4,ID,Year Built,1960-79,152760.535,57556.93,1334.64,337.42,142.16,3.15
5,ID,Year Built,1980-99,180533.938,69975.63,1262.12,428.97,108.78,2.5700000000000003
6,ID,Year Built,2000-09,131328.31,85132.86,1244.55,580.87,77.2,2.23
7,ID,Year Built,2010+,38184.183,91601.14,1029.82,411.22,45.26,1.6199999999999999
8,ID,Year Built,BEFORE 1940,50523.515,57451.12,1253.78,421.5,242.59,3.34
9,ID,Building Type,1 ATTACHED,20423.249,50014.95,873.69,278.43,30.69,2.36
10,ID,Building Type,1 DETACHED,467031.374,79773.75,1355.13,519.83,149.66,2.54
11,ID,Building Type,MOBILE_TRAILER,45053.041,39302.66,1457.2,279.52,146.61,4.79
12,ID,Building Type,10-19 UNIT,11499.936,32288.04,618.59,75.61,4.06,2.16
13,ID,Building Type,2 UNIT,12896.1,30094.81,843.76,148.11,8.56,3.32
14,ID,Building Type,3-4 UNIT,26765.017,30829.81,803.86,109.76,5.12,2.98
15,ID,Building Type,5-9 UNIT,14407.072,28843.03,730.51,83.68,11.46,2.86
16,ID,Building Type,BOAT_RV_VAN,1068.297,24492.14,580.41,486.48,72.82,4.65
17,ID,Building Type,50+ UNIT,10472.665,27582.91,443.04,60.13,2.98,1.8399999999999999
18,ID,Building Type,20-49 UNIT,8714.249,26049.07,501.96,63.03,7.3,2.1999999999999997
19,ID,Heating Fuel,BOTTLED GAS,30149.0,72703.24,1435.0,1759.51,235.7,4.72
20,ID,Heating Fuel,ELECTRICITY,206490.0,55479.44,1552.83,117.75,67.82,3.1300000000000003
21,ID,Heating Fuel,OTHER,5121.0,67251.26,1485.37,206.2,766.94,3.66
22,ID,Heating Fuel,SOLAR,233.0,62201.59,775.47,388.68,83.72,2.01
23,ID,Heating Fuel,UTILITY GAS,320214.0,78691.72,1010.73,563.05,31.34,2.04
24,ID,Heating Fuel,WOOD,44777.0,61875.46,1497.74,197.9,653.16,3.8
25,ID,Heating Fuel,COAL,302.0,40050.64,1058.16,47.4,914.08,5.04
26,ID,Heating Fuel,NONE,1951.0,61917.52,890.4,63.68,90.15,1.69
27,ID,Heating Fuel,FUEL OIL,9094.0,53080.7,1274.32,206.17,1425.99,5.48
28,ID,Percent of FPL,0-100%,73382.111,9724.95,1077.0,279.75,93.77,14.92
29,ID,Percent of FPL,100-150%,60278.167,23029.7,1199.06,328.56,122.01,7.16
30,ID,Percent of FPL,150-200%,66666.787,32838.06,1205.58,391.09,131.62,5.26
31,ID,Percent of FPL,200-400%,208761.19,55108.81,1259.24,441.55,133.35,3.3300000000000005
32,ID,Percent of FPL,400%+,209242.745,128059.65,1345.29,530.94,128.61,1.5699999999999998
