,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,FL,Tenure,OWNER,4954601.0,89453.17,1980.74,88.82,3.98,2.32
2,FL,Tenure,RENTER,2667159.0,49281.42,1532.73,34.12,1.39,3.18
3,FL,Year Built,1940-59,733828.269,63451.16,1873.78,106.34,3.87,3.1300000000000003
4,FL,Year Built,1960-79,2031225.639,61578.03,1747.35,61.89,3.16,2.94
5,FL,Year Built,1980-99,2884442.111,76097.55,1815.37,54.39,3.1,2.46
6,FL,Year Built,2000-09,1478194.379,92984.8,1963.28,79.44,2.63,2.1999999999999997
7,FL,Year Built,2010+,337786.629,102306.05,1627.77,87.34,2.06,1.68
8,FL,Year Built,BEFORE 1940,156282.973,73577.03,1850.58,150.46,4.05,2.73
9,FL,Building Type,1 ATTACHED,503006.43,69459.93,1538.18,39.37,2.14,2.27
10,FL,Building Type,1 DETACHED,4510971.957,89640.71,2133.03,95.52,3.77,2.4899999999999998
11,FL,Building Type,MOBILE_TRAILER,577026.36,42195.95,1709.51,60.19,5.04,4.21
12,FL,Building Type,10-19 UNIT,399862.109,49726.84,1213.73,20.8,1.09,2.48
13,FL,Building Type,2 UNIT,153609.496,40962.25,1401.95,31.9,2.28,3.51
14,FL,Building Type,3-4 UNIT,281850.626,46911.3,1311.32,26.06,1.04,2.85
15,FL,Building Type,5-9 UNIT,360046.839,48925.43,1243.99,21.28,1.05,2.59
16,FL,Building Type,BOAT_RV_VAN,10029.535,37378.35,930.86,118.13,4.38,2.82
17,FL,Building Type,50+ UNIT,463861.865,72795.51,1225.3,17.8,1.24,1.71
18,FL,Building Type,20-49 UNIT,361494.783,54874.99,1172.23,22.11,1.0,2.18
19,FL,Heating Fuel,BOTTLED GAS,69190.0,76156.78,1626.83,852.59,15.27,3.2800000000000002
20,FL,Heating Fuel,ELECTRICITY,7031871.0,74783.43,1849.45,42.58,2.67,2.53
21,FL,Heating Fuel,OTHER,3969.0,55799.61,1080.33,95.81,24.18,2.15
22,FL,Heating Fuel,SOLAR,4627.0,108434.75,1163.22,66.45,2.02,1.1400000000000001
23,FL,Heating Fuel,UTILITY GAS,348101.0,94928.48,1592.98,467.16,5.26,2.18
24,FL,Heating Fuel,WOOD,11920.0,50422.31,1552.96,142.45,32.07,3.4299999999999997
25,FL,Heating Fuel,COAL,640.0,56002.12,1207.5,20.23,54.73,2.29
26,FL,Heating Fuel,NONE,140285.0,59767.88,1323.91,47.8,1.82,2.3
27,FL,Heating Fuel,FUEL OIL,11157.0,64544.79,1343.29,82.55,88.88,2.35
28,FL,Percent of FPL,0-100%,955242.52,9489.07,1604.13,51.33,3.23,17.48
29,FL,Percent of FPL,100-150%,719704.752,22612.79,1647.74,54.26,2.82,7.539999999999999
30,FL,Percent of FPL,150-200%,734894.201,31775.11,1687.93,55.29,2.99,5.5
31,FL,Percent of FPL,200-400%,2355539.594,53258.88,1772.74,60.35,2.94,3.45
32,FL,Percent of FPL,400%+,2856378.933,140213.37,2019.13,91.1,3.22,1.51
