,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,TX,Tenure,OWNER,5917771.0,102390.31,1949.69,406.69,7.19,2.31
2,TX,Tenure,RENTER,3635275.0,50699.43,1331.28,154.6,2.05,2.93
3,TX,Year Built,1940-59,1075708.127,61229.09,1677.67,460.94,6.6,3.5000000000000004
4,TX,Year Built,1960-79,2357327.715,65819.52,1684.51,300.11,5.83,3.02
5,TX,Year Built,1980-99,3073726.656,83306.13,1751.62,260.71,5.04,2.42
6,TX,Year Built,2000-09,1934031.147,104677.15,1809.48,305.99,4.37,2.03
7,TX,Year Built,2010+,798269.223,110417.57,1458.47,270.28,3.35,1.5699999999999998
8,TX,Year Built,BEFORE 1940,313983.132,71831.59,1764.26,498.48,8.06,3.16
9,TX,Building Type,1 ATTACHED,256760.813,77605.43,1456.75,225.67,4.37,2.17
10,TX,Building Type,1 DETACHED,6484585.205,97611.34,1928.25,413.38,6.35,2.41
11,TX,Building Type,MOBILE_TRAILER,574992.581,49543.49,1946.14,216.59,9.31,4.38
12,TX,Building Type,10-19 UNIT,566572.317,46290.82,1094.46,28.65,0.22,2.4299999999999997
13,TX,Building Type,2 UNIT,160474.57,37314.73,1145.15,160.29,2.44,3.5000000000000004
14,TX,Building Type,3-4 UNIT,289836.791,39072.57,1140.4,64.38,1.37,3.09
15,TX,Building Type,5-9 UNIT,434184.195,44378.07,1120.74,35.69,0.86,2.6100000000000003
16,TX,Building Type,BOAT_RV_VAN,14501.971,37346.94,888.2,244.22,14.92,3.0700000000000003
17,TX,Building Type,50+ UNIT,470577.528,65170.85,962.51,38.9,1.47,1.54
18,TX,Building Type,20-49 UNIT,300560.028,49337.71,977.1,25.51,0.59,2.03
19,TX,Heating Fuel,BOTTLED GAS,288258.0,85834.32,1810.36,1239.79,23.46,3.58
20,TX,Heating Fuel,ELECTRICITY,5721557.0,70873.5,1762.52,114.4,3.86,2.65
21,TX,Heating Fuel,OTHER,14271.0,53979.96,1303.98,288.55,123.1,3.18
22,TX,Heating Fuel,SOLAR,4131.0,96274.63,968.94,154.29,3.49,1.17
23,TX,Heating Fuel,UTILITY GAS,3441092.0,103119.24,1639.68,563.65,4.76,2.1399999999999997
24,TX,Heating Fuel,WOOD,32892.0,56245.82,1656.34,209.95,53.81,3.4099999999999997
25,TX,Heating Fuel,COAL,956.0,53228.53,983.99,120.66,18.37,2.11
26,TX,Heating Fuel,NONE,40246.0,38261.3,959.59,80.77,3.69,2.73
27,TX,Heating Fuel,FUEL OIL,9643.0,54750.59,1270.41,225.88,111.33,2.94
28,TX,Percent of FPL,0-100%,1239054.205,10696.84,1461.17,229.94,4.72,15.85
29,TX,Percent of FPL,100-150%,862336.062,24417.93,1559.97,266.02,5.15,7.5
30,TX,Percent of FPL,150-200%,841690.61,34346.18,1620.87,274.68,5.55,5.54
31,TX,Percent of FPL,200-400%,2717220.647,56926.24,1701.95,289.29,5.05,3.51
32,TX,Percent of FPL,400%+,3892744.476,147024.39,1858.04,369.18,5.48,1.52
