,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,DE,57812,62295,60404,62014,58286,58497,69916,68872,74414,67308
40,Units in Structure: 1 DETACHED,DE,238400,238955,238098,240319,246575,250839,246431,252594,252049,262349
41,Units in Structure: 10-19,DE,22699,22549,25174,22666,24713,24094,21710,26927,23207,20483
42,Units in Structure: 2,DE,5734,6425,6897,6063,7166,7268,6815,7605,5466,7036
43,Units in Structure: 20-49,DE,7582,6805,7319,6231,7088,7761,8691,7950,6856,9106
44,Units in Structure: 3-4,DE,10268,11235,9471,9848,10043,10623,9279,9450,8995,10098
45,Units in Structure: 5-9,DE,16098,13937,16587,16050,16316,14125,17421,16309,14202,19347
46,Units in Structure: 50+,DE,10070,11080,9899,10939,9626,11866,11730,11653,13778,14741
47,"Units in Structure: Boat,RV,Van,Etc.",DE,81,110,81,145,46,198,214,407,350,38
48,Units in Structure: Mobile Home,DE,37745,36388,36378,37740,37554,36463,33947,31086,39342,33258
