,Metric,State,County,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,Avg household size of owner-occupied unit,VA,Accomack,2.25,2.24,2.16,2.13,2.11,2.16,2.21,2.22,2.21,2.23
1,Avg household size of renter-occupied unit,VA,Accomack,2.8,2.79,2.55,2.53,2.58,2.61,2.55,2.64,2.69,2.6
2,FIPS Code,VA,Accomack,51001,51001,51001,51001,51001,51001,51001,51001,51001,51001
3,House Heating Fuel: Electric,VA,Accomack,4863,4729,5357,5552,6273,6528,6997,7178,7381,7487
4,House Heating Fuel: Fuel Oil,VA,Accomack,4518,4366,4103,4073,3583,3302,2712,2637,2406,2369
5,House Heating Fuel: Gas,VA,Accomack,433,437,328,281,265,220,193,193,179,227
6,House Heating Fuel: Propane,VA,Accomack,3852,3684,3854,3784,3623,3365,3417,3077,3016,2905
7,House Heating Fuel: Wood,VA,Accomack,345,436,566,562,460,429,376,301,278,318
26,Median Number of Rooms,VA,Accomack,5.3,5.3,5.3,5.4,5.4,5.5,5.6,5.6,5.5,5.5
27,Number of Rooms: 1,VA,Accomack,305,366,342,402,286,268,227,201,146,153
28,Number of Rooms: 2,VA,Accomack,313,369,331,359,315,205,274,250,295,434
29,Number of Rooms: 3,VA,Accomack,1234,982,990,1023,1141,1042,1089,1161,1176,1121
30,Number of Rooms: 4,VA,Accomack,3462,3526,3875,3423,3386,3159,3426,3197,3531,3196
31,Number of Rooms: 5,VA,Accomack,6657,6513,6073,5665,5688,5677,5169,5322,5366,5749
32,Number of Rooms: 6,VA,Accomack,3822,3972,4312,4429,4338,4314,4488,4232,4326,4522
33,Number of Rooms: 7,VA,Accomack,2270,2319,2222,2492,2599,2710,2748,2981,2629,2499
34,Number of Rooms: 8,VA,Accomack,1430,1529,1550,1662,1691,1875,1993,2125,2110,1914
35,Number of Rooms: 9+,VA,Accomack,1435,1389,1322,1497,1610,1781,1626,1774,1672,1685
36,Owner-Occupied,VA,Accomack,23469,22837,21722,21209,21188,21409,21224,21038,20058,19975
37,Renter-Occupied,VA,Accomack,10206,9911,10744,11071,10923,10563,10737,10715,11571,11588
38,Total Housing Units,VA,Accomack,20928,20965,21017,20952,21054,21031,21040,21243,21251,21273
39,Total Population,VA,Accomack,34066,33701,33454,33289,33165,33115,33060,32840,32742,32673
40,Units in Structure: 1 ATTACHED,VA,Accomack,538,591,681,615,474,472,427,399,555,639
41,Units in Structure: 1 DETACHED,VA,Accomack,15023,14972,14889,14773,14852,15390,15247,15657,15916,15868
42,Units in Structure: 10-19,VA,Accomack,315,329,310,270,223,155,174,134,107,111
43,Units in Structure: 2,VA,Accomack,207,111,105,190,163,160,251,320,257,238
44,Units in Structure: 20-49,VA,Accomack,99,124,92,107,86,87,106,61,59,57
45,Units in Structure: 3-4,VA,Accomack,206,212,162,258,256,299,304,331,80,141
46,Units in Structure: 5-9,VA,Accomack,234,136,158,166,163,189,262,194,205,238
47,Units in Structure: 50+,VA,Accomack,115,96,79,97,87,108,172,171,191,188
48,"Units in Structure: Boat,RV,Van,Etc.",VA,Accomack,24,28,0,0,0,0,0,0,22,21
49,Units in Structure: Mobile Home,VA,Accomack,4167,4366,4541,4476,4750,4171,4097,3976,3859,3772
50,Year Built: 1940-1949,VA,Accomack,899,795,874,746,877,1629,1518,1659,1791,1711
51,Year Built: 1950-1959,VA,Accomack,2025,2058,1949,1789,1578,1262,1268,1569,1827,1895
52,Year Built: 1960-1969,VA,Accomack,2148,1817,1525,1330,1273,3581,3290,2963,2710,2689
53,Year Built: 1970-1979,VA,Accomack,3261,3247,3477,3503,3507,2973,3084,3152,3084,3302
54,Year Built: 1980-1989,VA,Accomack,3026,3305,3197,3020,3343,3754,3597,3352,3472,3063
55,Year Built: 1990-1999,VA,Accomack,3212,3451,3716,3744,3995,3374,3537,3663,3132,3211
56,Year Built: 2000-2009,VA,Accomack,991,1336,2249,2937,3080,197,207,428,469,539
57,Year Built: 2010-2013,VA,Accomack,401,481,11,50,75,6,20,76,109,264
58,Year Built: before 1940,VA,Accomack,4965,4475,4019,3833,3326,968,1118,951,1081,757
0,Avg household size of owner-occupied unit,VA,Albemarle,2.61,2.64,2.65,2.63,2.6,2.6,2.55,2.56,2.55,2.54
1,Avg household size of renter-occupied unit,VA,Albemarle,2.15,2.17,2.19,2.16,2.16,2.18,2.25,2.22,2.24,2.21
2,FIPS Code,VA,Albemarle,51003,51003,51003,51003,51003,51003,51003,51003,51003,51003
3,House Heating Fuel: Electric,VA,Albemarle,23086,23296,23649,24401,24906,25297,25713,26357,26514,27656
4,House Heating Fuel: Fuel Oil,VA,Albemarle,3282,3091,3178,2690,2584,2530,2347,2397,2445,2407
5,House Heating Fuel: Gas,VA,Albemarle,5503,5610,5270,5485,5710,5779,6013,6252,6591,6525
6,House Heating Fuel: Propane,VA,Albemarle,3924,3793,3719,3727,3515,3329,3406,3296,3397,3460
7,House Heating Fuel: Wood,VA,Albemarle,1436,1381,1492,1460,1571,1645,1695,1444,1370,1108
26,Median Number of Rooms,VA,Albemarle,6.0,6.0,6.0,5.9,5.9,6.0,6.0,6.1,6.1,6.2
27,Number of Rooms: 1,VA,Albemarle,213,283,396,394,534,478,434,440,508,530
28,Number of Rooms: 2,VA,Albemarle,1116,864,763,706,670,636,711,752,773,807
29,Number of Rooms: 3,VA,Albemarle,2857,2602,2519,2652,2860,2735,2782,2749,2681,2619
30,Number of Rooms: 4,VA,Albemarle,5999,6587,7109,7382,7411,7695,7199,7105,6883,6775
31,Number of Rooms: 5,VA,Albemarle,7600,7633,7422,7396,7509,7125,7437,7448,7420,7131
32,Number of Rooms: 6,VA,Albemarle,6211,6150,6205,6692,6280,6747,6635,6717,6671,6915
33,Number of Rooms: 7,VA,Albemarle,4588,4698,4817,4678,4764,4865,4893,4829,4744,4796
34,Number of Rooms: 8,VA,Albemarle,4342,4293,4161,4025,4300,4325,4897,4852,5135,5505
35,Number of Rooms: 9+,VA,Albemarle,8431,8714,8940,8788,8800,8973,8963,9499,10071,10442
36,Owner-Occupied,VA,Albemarle,64033,65213,65308,65949,65401,65636,65198,65081,64690,66617
37,Renter-Occupied,VA,Albemarle,27883,27503,28239,27886,28901,29548,31110,32359,34095,33609
38,Total Housing Units,VA,Albemarle,41357,41824,42332,42713,43128,43579,43951,44391,44886,45520
39,Total Population,VA,Albemarle,96633,97978,99484,100636,101883,103108,104287,105105,106355,107405
40,Units in Structure: 1 ATTACHED,VA,Albemarle,3646,3956,3897,4478,4623,5072,5447,5709,5950,6210
41,Units in Structure: 1 DETACHED,VA,Albemarle,26495,26482,26835,26330,26164,25879,26555,26262,26214,26914
42,Units in Structure: 10-19,VA,Albemarle,3475,3539,3643,3630,3961,3855,3582,3574,3785,3570
43,Units in Structure: 2,VA,Albemarle,421,442,451,409,482,740,711,863,1090,992
44,Units in Structure: 20-49,VA,Albemarle,1246,1188,1203,1228,1370,1565,1445,1536,1389,1180
45,Units in Structure: 3-4,VA,Albemarle,1030,982,951,1092,1035,889,974,999,1000,1022
46,Units in Structure: 5-9,VA,Albemarle,2205,2051,2085,2143,1920,1734,1780,1892,1884,2064
47,Units in Structure: 50+,VA,Albemarle,1442,1565,1511,1660,1776,1838,1628,1549,1544,1665
48,"Units in Structure: Boat,RV,Van,Etc.",VA,Albemarle,25,29,30,26,15,0,0,0,7,32
49,Units in Structure: Mobile Home,VA,Albemarle,1372,1590,1726,1717,1782,2007,1829,2007,2023,1871
50,Year Built: 1940-1949,VA,Albemarle,816,653,563,511,638,1611,1700,1925,1787,1826
51,Year Built: 1950-1959,VA,Albemarle,2070,1839,1794,1934,1852,3566,3487,4009,4263,4342
52,Year Built: 1960-1969,VA,Albemarle,3092,3042,3280,3168,3467,7140,7143,6879,7045,6861
53,Year Built: 1970-1979,VA,Albemarle,6827,6843,7144,6819,7196,7654,8065,8020,7916,8310
54,Year Built: 1980-1989,VA,Albemarle,7375,7836,7791,7936,7298,10735,10158,9549,9025,9061
55,Year Built: 1990-1999,VA,Albemarle,10158,10821,11248,11675,11489,7913,7659,7668,7895,7629
56,Year Built: 2000-2009,VA,Albemarle,5830,5019,7396,7622,7789,1513,2040,2483,2486,2511
57,Year Built: 2010-2013,VA,Albemarle,2136,2648,161,366,758,57,148,441,1062,1496
58,Year Built: before 1940,VA,Albemarle,3053,3123,2955,2682,2641,674,678,694,587,575
0,Avg household size of owner-occupied unit,VA,Alleghany,2.35,2.34,2.35,2.36,2.33,2.28,2.27,2.19,2.2,2.24
1,Avg household size of renter-occupied unit,VA,Alleghany,2.04,2.16,2.26,2.32,2.48,2.49,2.33,2.27,2.29,2.26
2,FIPS Code,VA,Alleghany,51005,51005,51005,51005,51005,51005,51005,51005,51005,51005
3,House Heating Fuel: Electric,VA,Alleghany,2300,2414,2641,2820,2982,2938,2906,3167,3261,3313
4,House Heating Fuel: Fuel Oil,VA,Alleghany,1456,1314,1166,1149,1089,1150,1249,1121,1099,908
5,House Heating Fuel: Gas,VA,Alleghany,1706,1628,1538,1394,1265,1258,1300,1284,1131,1161
6,House Heating Fuel: Propane,VA,Alleghany,357,336,320,333,310,255,275,262,281,285
7,House Heating Fuel: Wood,VA,Alleghany,1074,1162,1131,1019,1018,1101,1064,983,879,831
26,Median Number of Rooms,VA,Alleghany,6.0,6.0,6.0,5.9,5.9,5.9,5.9,5.9,5.7,5.6
27,Number of Rooms: 1,VA,Alleghany,64,125,142,169,168,151,162,159,174,169
28,Number of Rooms: 2,VA,Alleghany,93,55,60,68,87,80,59,93,176,275
29,Number of Rooms: 3,VA,Alleghany,339,332,328,356,352,330,326,365,317,403
30,Number of Rooms: 4,VA,Alleghany,956,850,810,835,766,655,730,834,871,1005
31,Number of Rooms: 5,VA,Alleghany,1616,1638,1652,1734,1882,2003,2033,1927,2057,1945
32,Number of Rooms: 6,VA,Alleghany,2004,2051,2004,1978,1934,1892,1709,1717,1706,1632
33,Number of Rooms: 7,VA,Alleghany,1516,1479,1404,1130,1240,1179,1128,1158,1099,942
34,Number of Rooms: 8,VA,Alleghany,775,758,835,905,843,956,1001,880,872,909
35,Number of Rooms: 9+,VA,Alleghany,711,778,829,875,794,817,895,914,762,747
36,Owner-Occupied,VA,Alleghany,13506,13167,13178,12773,12424,12186,12241,11446,11508,11263
37,Renter-Occupied,VA,Alleghany,2461,2817,2792,3151,3412,3602,3380,3728,3442,3536
38,Total Housing Units,VA,Alleghany,8074,8066,8064,8050,8066,8063,8043,8047,8034,8027
39,Total Population,VA,Alleghany,16406,16326,16297,16240,16133,16066,15919,15489,15286,15157
40,Units in Structure: 1 ATTACHED,VA,Alleghany,103,106,50,62,70,68,51,70,53,35
41,Units in Structure: 1 DETACHED,VA,Alleghany,6581,6416,6601,6449,6524,6681,6677,6416,6524,6278
42,Units in Structure: 10-19,VA,Alleghany,184,158,176,122,155,124,98,140,150,185
43,Units in Structure: 2,VA,Alleghany,76,54,73,106,100,116,164,171,105,102
44,Units in Structure: 20-49,VA,Alleghany,39,46,62,115,87,63,69,36,45,37
45,Units in Structure: 3-4,VA,Alleghany,56,38,73,53,57,37,110,86,79,144
46,Units in Structure: 5-9,VA,Alleghany,76,88,40,43,95,112,116,193,163,107
47,Units in Structure: 50+,VA,Alleghany,182,238,201,221,225,213,148,162,149,187
48,"Units in Structure: Boat,RV,Van,Etc.",VA,Alleghany,0,0,0,0,0,0,0,0,0,0
49,Units in Structure: Mobile Home,VA,Alleghany,777,922,788,879,753,649,610,773,766,952
50,Year Built: 1940-1949,VA,Alleghany,687,733,761,676,697,864,889,856,944,909
51,Year Built: 1950-1959,VA,Alleghany,844,765,767,780,792,1091,1143,1099,1190,1217
52,Year Built: 1960-1969,VA,Alleghany,1182,1120,1184,1138,1051,1375,1297,1289,1182,1233
53,Year Built: 1970-1979,VA,Alleghany,1478,1621,1633,1638,1472,956,933,1085,932,941
54,Year Built: 1980-1989,VA,Alleghany,736,704,741,859,978,825,834,873,815,868
55,Year Built: 1990-1999,VA,Alleghany,944,959,795,813,792,490,478,493,444,372
56,Year Built: 2000-2009,VA,Alleghany,196,221,423,496,544,75,92,90,95,69
57,Year Built: 2010-2013,VA,Alleghany,158,187,6,13,33,0,3,4,32,36
58,Year Built: before 1940,VA,Alleghany,1849,1756,1754,1637,1707,670,616,648,835,965
0,Avg household size of owner-occupied unit,VA,Amelia,2.56,2.45,2.56,2.53,2.58,2.69,2.87,2.72,2.61,2.52
1,Avg household size of renter-occupied unit,VA,Amelia,2.25,2.73,2.92,2.94,2.96,2.67,2.31,2.58,2.88,2.95
2,FIPS Code,VA,Amelia,51007,51007,51007,51007,51007,51007,51007,51007,51007,51007
3,House Heating Fuel: Electric,VA,Amelia,2721,2986,2994,2986,2963,2945,3028,3098,3304,3355
4,House Heating Fuel: Fuel Oil,VA,Amelia,781,640,550,506,465,470,368,359,490,563
5,House Heating Fuel: Gas,VA,Amelia,167,162,141,134,49,44,39,45,63,68
6,House Heating Fuel: Propane,VA,Amelia,811,710,652,709,709,676,633,696,519,501
7,House Heating Fuel: Wood,VA,Amelia,389,452,403,444,538,561,472,501,402,426
26,Median Number of Rooms,VA,Amelia,5.9,6.0,6.1,6.0,6.1,6.1,6.2,6.1,6.3,6.1
27,Number of Rooms: 1,VA,Amelia,13,8,17,0,0,0,0,0,0,0
28,Number of Rooms: 2,VA,Amelia,0,0,22,74,78,80,119,117,43,50
29,Number of Rooms: 3,VA,Amelia,121,110,83,66,57,135,120,249,270,216
30,Number of Rooms: 4,VA,Amelia,787,724,656,569,504,560,459,477,501,497
31,Number of Rooms: 5,VA,Amelia,1222,1222,1135,1175,1304,1255,1294,1293,1172,1307
32,Number of Rooms: 6,VA,Amelia,1359,1341,1375,1502,1301,1168,1030,968,1029,1146
33,Number of Rooms: 7,VA,Amelia,770,918,862,668,742,814,721,852,922,839
34,Number of Rooms: 8,VA,Amelia,493,475,582,678,777,734,911,878,837,695
35,Number of Rooms: 9+,VA,Amelia,524,540,637,638,637,668,781,671,769,841
36,Owner-Occupied,VA,Amelia,10451,9914,9886,9742,10034,10276,11041,10670,10547,10536
37,Renter-Occupied,VA,Amelia,1850,2600,2661,2835,2589,2351,1607,1990,2168,2282
38,Total Housing Units,VA,Amelia,5289,5338,5369,5370,5400,5414,5435,5505,5543,5591
39,Total Population,VA,Amelia,12517,12631,12674,12712,12764,12777,12793,12802,12854,12953
40,Units in Structure: 1 ATTACHED,VA,Amelia,80,96,73,77,100,94,111,127,109,88
41,Units in Structure: 1 DETACHED,VA,Amelia,4144,4141,4085,4103,4034,3980,4005,3937,3983,4163
42,Units in Structure: 10-19,VA,Amelia,27,24,14,0,0,0,0,0,0,0
43,Units in Structure: 2,VA,Amelia,18,28,32,16,42,20,33,21,26,0
44,Units in Structure: 20-49,VA,Amelia,29,26,33,39,0,0,0,0,0,0
45,Units in Structure: 3-4,VA,Amelia,49,60,15,0,0,0,0,0,0,0
46,Units in Structure: 5-9,VA,Amelia,14,0,29,32,45,54,35,15,30,33
47,Units in Structure: 50+,VA,Amelia,0,0,0,0,0,19,13,21,22,15
48,"Units in Structure: Boat,RV,Van,Etc.",VA,Amelia,0,0,0,26,33,30,38,44,0,0
49,Units in Structure: Mobile Home,VA,Amelia,928,963,1088,1077,1146,1217,1200,1340,1373,1292
50,Year Built: 1940-1949,VA,Amelia,301,219,171,192,190,419,448,395,397,315
51,Year Built: 1950-1959,VA,Amelia,317,252,253,266,374,356,306,305,253,403
52,Year Built: 1960-1969,VA,Amelia,483,530,550,534,398,857,841,1006,950,968
53,Year Built: 1970-1979,VA,Amelia,1010,1023,909,896,835,478,636,596,793,928
