,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
25,Median Number of Rooms,ID,5.6,5.7,5.6,5.7,5.7,5.7,5.7,5.8,5.8,5.8
26,Number of Rooms: 1,ID,10067,11898,10225,11335,12189,9851,17069,14489,13248,13148
27,Number of Rooms: 2,ID,18703,17955,14352,18889,18376,16781,15170,16625,19919,17620
28,Number of Rooms: 3,ID,49289,48869,51427,44467,47648,48608,39982,44623,47973,49273
29,Number of Rooms: 4,ID,108684,107946,107154,105450,107204,105555,107728,101217,102499,113303
30,Number of Rooms: 5,ID,136044,132693,140649,134820,132963,140143,144427,147303,138606,141976
31,Number of Rooms: 6,ID,109603,113562,109541,115945,115217,114185,119628,127408,133324,122922
32,Number of Rooms: 7,ID,79213,86388,88062,83745,80721,84216,79398,94767,96398,92635
33,Number of Rooms: 8,ID,65748,63745,58032,61040,66945,65797,69111,67460,74951,76773
34,Number of Rooms: 9+,ID,91283,91338,93606,100501,103835,107346,108316,107926,108785,123463
