,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,ID,20785,19877,20320,17648,18763,21580,21318,19243,24127,24711
40,Units in Structure: 1 DETACHED,ID,475498,488706,495241,500212,498957,505010,513442,540337,532952,547391
41,Units in Structure: 10-19,ID,13493,11404,13797,13644,15592,13854,15731,15151,16671,15223
42,Units in Structure: 2,ID,17617,17743,14898,17848,14992,15858,17360,14993,17811,16451
43,Units in Structure: 20-49,ID,11386,13120,10567,13075,12223,11404,11979,11522,12179,16428
44,Units in Structure: 3-4,ID,31342,35374,29444,25835,31312,32213,28941,30957,31382,32346
45,Units in Structure: 5-9,ID,19214,20445,21985,17674,20859,19417,20025,18485,19049,21536
46,Units in Structure: 50+,ID,13690,9331,10020,8944,11327,10467,15958,16668,16743,12244
47,"Units in Structure: Boat,RV,Van,Etc.",ID,1312,1263,888,1120,1023,658,1728,906,2135,1735
48,Units in Structure: Mobile Home,ID,64297,57131,55888,60192,60050,62021,54347,53556,62654,63048
