,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,WA,Adams,All Sectors,Ammonia,CAP,3230.1763764476973,TON
1,WA,Adams,All Sectors,Carbon Monoxide,CAP,43606.98928321878,TON
2,WA,Adams,All Sectors,Nitrogen Oxides,CAP,6686.780567751337,TON
3,WA,Adams,All Sectors,PM10 Primary (Filt + Cond),CAP,6152.250169468437,TON
4,WA,Adams,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2493.1051460366875,TON
5,WA,Adams,All Sectors,Sulfur Dioxide,CAP,144.0799555267613,TON
6,WA,Adams,All Sectors,Volatile Organic Compounds,CAP,71752.06774484688,TON
7,WA,Asotin,All Sectors,Ammonia,CAP,3230.1763764476973,TON
8,WA,Asotin,All Sectors,Carbon Monoxide,CAP,43606.98928321878,TON
9,WA,Asotin,All Sectors,Nitrogen Oxides,CAP,6686.780567751337,TON
10,WA,Asotin,All Sectors,PM10 Primary (Filt + Cond),CAP,6152.250169468437,TON
11,WA,Asotin,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2493.1051460366875,TON
12,WA,Asotin,All Sectors,Sulfur Dioxide,CAP,144.0799555267613,TON
13,WA,Asotin,All Sectors,Volatile Organic Compounds,CAP,71752.06774484688,TON
14,WA,Asotin,All Sectors,Carbon Dioxide,GHG,1957580.621464784,TON
15,WA,Asotin,All Sectors,Methane,GHG,14815.233292273175,TON
16,WA,Asotin,All Sectors,Nitrous Oxide,GHG,14.69443933193,TON
17,WA,Benton,All Sectors,Ammonia,CAP,3230.1763764476973,TON
18,WA,Benton,All Sectors,Carbon Monoxide,CAP,43606.98928321878,TON
19,WA,Benton,All Sectors,Nitrogen Oxides,CAP,6686.780567751337,TON
20,WA,Benton,All Sectors,PM10 Primary (Filt + Cond),CAP,6152.250169468437,TON
21,WA,Benton,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2493.1051460366875,TON
22,WA,Benton,All Sectors,Sulfur Dioxide,CAP,144.0799555267613,TON
23,WA,Benton,All Sectors,Volatile Organic Compounds,CAP,71752.06774484688,TON
24,WA,Chelan,All Sectors,Ammonia,CAP,3230.1763764476973,TON
25,WA,Chelan,All Sectors,Carbon Monoxide,CAP,43606.98928321878,TON
26,WA,Chelan,All Sectors,Nitrogen Oxides,CAP,6686.780567751337,TON
27,WA,Chelan,All Sectors,PM10 Primary (Filt + Cond),CAP,6152.250169468437,TON
28,WA,Chelan,All Sectors,PM2.5 Primary (Filt + Cond),CAP,2493.1051460366875,TON
29,WA,Chelan,All Sectors,Sulfur Dioxide,CAP,144.0799555267613,TON
30,WA,Chelan,All Sectors,Volatile Organic Compounds,CAP,71752.06774484688,TON
31,WA,Clallam,All Sectors,Ammonia,CAP,3230.1763764476973,TON
32,WA,Clallam,All Sectors,Carbon Monoxide,CAP,43606.98928321878,TON
33,WA,Clallam,All Sectors,Nitrogen Oxides,CAP,6686.780567751337,TON
