,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,KY,Tenure,OWNER,1157631.0,79377.7,1762.23,446.57,30.66,2.82
2,KY,Tenure,RENTER,571050.0,36661.17,1261.92,250.74,11.07,4.16
3,KY,Year Built,1940-59,238008.993,54569.29,1431.5,557.09,29.09,3.6999999999999997
4,KY,Year Built,1960-79,478141.107,56061.29,1541.05,374.37,26.93,3.46
5,KY,Year Built,1980-99,524650.568,68328.51,1688.56,303.97,22.19,2.9499999999999997
6,KY,Year Built,2000-09,261258.21,84206.78,1782.55,279.15,15.51,2.4699999999999998
7,KY,Year Built,2010+,70000.802,81758.98,1482.11,182.57,10.63,2.0500000000000003
8,KY,Year Built,BEFORE 1940,156621.32,60405.35,1453.93,659.97,35.59,3.56
9,KY,Building Type,1 ATTACHED,45677.64,61576.52,1115.93,299.5,10.07,2.32
10,KY,Building Type,1 DETACHED,1206081.345,77181.47,1738.94,480.08,28.2,2.91
11,KY,Building Type,MOBILE_TRAILER,180450.816,36628.58,1997.31,159.36,36.62,5.99
12,KY,Building Type,10-19 UNIT,54824.977,37678.48,757.86,63.42,1.17,2.18
13,KY,Building Type,2 UNIT,47599.704,34406.36,1059.76,275.56,4.32,3.8899999999999997
14,KY,Building Type,3-4 UNIT,70751.268,33276.38,939.2,171.6,1.89,3.34
15,KY,Building Type,5-9 UNIT,75268.396,36204.32,851.09,105.27,2.51,2.65
16,KY,Building Type,BOAT_RV_VAN,812.321,24986.29,540.58,97.32,17.55,2.62
17,KY,Building Type,50+ UNIT,24283.95,33489.53,572.33,30.7,3.0,1.81
18,KY,Building Type,20-49 UNIT,22930.583,30509.51,657.92,52.67,2.36,2.34
19,KY,Heating Fuel,BOTTLED GAS,106644.0,62195.88,1619.58,1130.08,72.53,4.54
20,KY,Heating Fuel,ELECTRICITY,900901.0,59879.93,1828.92,90.12,14.62,3.2300000000000004
21,KY,Heating Fuel,OTHER,6411.0,55919.82,1171.28,114.7,86.92,2.46
22,KY,Heating Fuel,SOLAR,338.0,43022.52,621.31,8.96,0.0,1.46
23,KY,Heating Fuel,UTILITY GAS,642713.0,76053.75,1300.65,700.99,11.22,2.65
24,KY,Heating Fuel,WOOD,47428.0,44698.67,1438.54,97.94,134.98,3.74
25,KY,Heating Fuel,COAL,3772.0,20845.05,1047.58,37.82,192.76,6.13
26,KY,Heating Fuel,NONE,5622.0,35325.38,920.6,90.92,12.56,2.9000000000000004
27,KY,Heating Fuel,FUEL OIL,14852.0,40113.88,1293.33,125.81,399.89,4.53
28,KY,Percent of FPL,0-100%,275042.136,9597.29,1468.78,277.4,25.97,18.47
29,KY,Percent of FPL,100-150%,180155.128,21359.72,1479.31,328.88,29.21,8.6
30,KY,Percent of FPL,150-200%,169064.79,31018.14,1537.34,345.93,28.36,6.16
31,KY,Percent of FPL,200-400%,537382.841,53265.22,1611.24,371.8,24.6,3.7699999999999996
32,KY,Percent of FPL,400%+,567036.105,127804.62,1700.74,469.67,20.1,1.71
