Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,TN,10803,10430,12765,15005,15223,12043,12772,9355,13147,11169,11134
,Statewide Total,Cooperative,TN,72,98,87,93,96,79,111,115,110,139,161
,Statewide Total,Privately Owned,TN,1,0,0,0,0,0,0,2,2,0,0
,Statewide Total,Investor Owned,TN,878,1520,2264,2077,1575,1559,1501,1710,1763,1449,1776
,Statewide Total,Municipal Owned,TN,9852,8812,10414,12835,13552,10405,11160,7528,11272,9581,9197
39121,MIDDLETON GAS DEPT.,Municipal Owned,TN,0,0,0,0,0,1,0,0,0,1,0
32307,VOLUNTEER ENERGY COOPERATIVE,Cooperative,TN,0,1,0,2,2,0,0,0,0,2,0
32165,POWELL VALLEY UTILITY DISTRICT INC.,Municipal Owned,TN,0,0,0,1,0,0,2,1,2,0,0
31694,BEDFORD COUNTY UTILITY DISTRICT,Privately Owned,TN,1,0,0,0,0,0,0,2,2,0,0
31498,CLAIBORNE UTILITIES DISTRICT,Municipal Owned,TN,25,11,33,15,12,14,14,12,7,4,8
31315,CLAY GAS UTILITY DISTRIST,Municipal Owned,TN,0,0,0,0,15,6,6,5,9,7,5
30975,"FOREXCO, INC.",Privately Owned,TN,0,0,0,0,0,0,0,0,0,0,0
30863,"TUMLINSON ENGINEERING, INC",Privately Owned,TN,0,0,0,0,0,0,0,0,0,0,0
30669,POPLAR GROVE UTILITY DISTRICT,Cooperative,TN,15,20,9,8,4,9,12,11,3,13,18
30643,CITY OF RED BOILING SPRINGS GAS UTILITY,Municipal Owned,TN,3,6,0,2,0,2,13,21,17,7,2
30618,"BELLS, GAS & WATER DEPT., CITY OF",Municipal Owned,TN,6,6,3,3,0,4,4,1,2,2,1
30030,"ST JOSEPH, CITY OF",Municipal Owned,TN,0,0,0,0,0,0,0,1,0,0,0
25126,MT PLEASANT GAS SYSTEM,Municipal Owned,TN,24,20,18,10,2,4,8,3,7,8,12
22434,WEST TENNESSEE PUBLIC UTIL DIST,Municipal Owned,TN,110,103,73,95,89,65,105,107,100,92,90
22315,"WAYNESBORO GAS DEPT, CITY OF",Municipal Owned,TN,7,5,8,4,11,15,15,11,15,2,7
20030,UNICOI COUNTY MUNICIPAL UTILITY AUTH,Municipal Owned,TN,35,33,38,30,29,20,12,19,22,17,12
19710,"TROY GAS SYSTEM, TOWN OF",Municipal Owned,TN,0,0,0,0,1,1,0,2,0,0,0
19471,"TIPTON COUNTY, FIRST UTIL DIST OF",Municipal Owned,TN,4,11,4,4,4,0,13,13,12,15,11
18768,SWEETWATER BOARD OF PUBLIC UTILITES,Municipal Owned,TN,36,33,39,34,10,7,20,26,11,10,18
18591,SPRINGFIELD GAS SYSTEM,Municipal Owned,TN,88,46,47,36,12,25,16,33,25,43,44
18432,"SOUTH FULTON GAS DEPT, CITY OF",Municipal Owned,TN,8,2,8,3,1,1,0,9,66,13,0
18392,SOMERVILLE LIGHT GAS & WATER,Municipal Owned,TN,73,19,29,32,26,26,36,62,30,30,16
18368,"SMYRNA NATURAL GAS SYSTEM, TOWN OF",Municipal Owned,TN,111,117,101,50,30,39,55,53,39,47,59
18192,SEVIER COUNTY UTIL DIST,Municipal Owned,TN,124,125,88,84,127,113,138,127,106,89,65
18176,SELMER NATURAL GAS SYSTEM,Municipal Owned,TN,26,20,22,20,20,16,24,31,31,21,24
18124,SAVANNAH PUBLIC UTILITY DEPT,Municipal Owned,TN,158,63,115,93,57,66,78,81,117,99,69
17600,ROCKWOOD NATURAL GAS SYSTEM,Municipal Owned,TN,43,51,34,86,28,19,18,15,29,15,23
17470,"RIPLEY GAS DEPT, TOWN OF",Municipal Owned,TN,23,15,20,44,19,18,38,14,7,7,8
17400,"RIDGETOP NATURAL GAS DEPT, CITY OF",Municipal Owned,TN,0,0,0,7,11,11,5,8,2,3,3
15966,PULASKI NATURAL GAS DEPT,Municipal Owned,TN,60,47,2,10,21,25,29,8,18,15,11
