,State,County,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,MT,Beaverhead,All Sectors,Ammonia,CAP,2710.817675831049,TON
1,MT,Beaverhead,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
2,MT,Beaverhead,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
3,MT,Beaverhead,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
4,MT,Beaverhead,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
5,MT,Beaverhead,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
6,MT,Beaverhead,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
7,MT,Big Horn,All Sectors,Ammonia,CAP,2710.817675831049,TON
8,MT,Big Horn,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
9,MT,Big Horn,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
10,MT,Big Horn,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
11,MT,Big Horn,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
12,MT,Big Horn,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
13,MT,Big Horn,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
14,MT,Big Horn,All Sectors,Carbon Dioxide,GHG,77049.0905949006,TON
15,MT,Big Horn,All Sectors,Methane,GHG,298.36261772908904,TON
16,MT,Big Horn,All Sectors,Nitrous Oxide,GHG,3.68677525689,TON
17,MT,Blaine,All Sectors,Ammonia,CAP,2710.817675831049,TON
18,MT,Blaine,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
19,MT,Blaine,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
20,MT,Blaine,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
21,MT,Blaine,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
22,MT,Blaine,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
23,MT,Blaine,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
24,MT,Broadwater,All Sectors,Ammonia,CAP,2710.817675831049,TON
25,MT,Broadwater,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
26,MT,Broadwater,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
27,MT,Broadwater,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
28,MT,Broadwater,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
29,MT,Broadwater,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
30,MT,Broadwater,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
31,MT,Broadwater,All Sectors,Carbon Dioxide,GHG,77049.0905949006,TON
32,MT,Broadwater,All Sectors,Methane,GHG,298.36261772908904,TON
33,MT,Broadwater,All Sectors,Nitrous Oxide,GHG,3.68677525689,TON
34,MT,Carbon,All Sectors,Ammonia,CAP,2710.817675831049,TON
35,MT,Carbon,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
36,MT,Carbon,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
37,MT,Carbon,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
38,MT,Carbon,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
39,MT,Carbon,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
40,MT,Carbon,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
41,MT,Carter,All Sectors,Ammonia,CAP,2710.817675831049,TON
42,MT,Carter,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
43,MT,Carter,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
44,MT,Carter,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
45,MT,Carter,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
46,MT,Carter,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
47,MT,Carter,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
48,MT,Carter,All Sectors,Carbon Dioxide,GHG,77049.0905949006,TON
49,MT,Carter,All Sectors,Methane,GHG,298.36261772908904,TON
50,MT,Carter,All Sectors,Nitrous Oxide,GHG,3.68677525689,TON
51,MT,Cascade,All Sectors,Ammonia,CAP,2710.817675831049,TON
52,MT,Cascade,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
53,MT,Cascade,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
54,MT,Cascade,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
55,MT,Cascade,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
56,MT,Cascade,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
57,MT,Cascade,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
58,MT,Cascade,All Sectors,Carbon Dioxide,GHG,77049.0905949006,TON
59,MT,Cascade,All Sectors,Methane,GHG,298.36261772908904,TON
60,MT,Cascade,All Sectors,Nitrous Oxide,GHG,3.68677525689,TON
61,MT,Chouteau,All Sectors,Ammonia,CAP,2710.817675831049,TON
62,MT,Chouteau,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
63,MT,Chouteau,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
64,MT,Chouteau,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
65,MT,Chouteau,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
66,MT,Chouteau,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
67,MT,Chouteau,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
68,MT,Custer,All Sectors,Ammonia,CAP,2710.817675831049,TON
69,MT,Custer,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
70,MT,Custer,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
71,MT,Custer,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
72,MT,Custer,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
73,MT,Custer,All Sectors,Sulfur Dioxide,CAP,906.0804024634122,TON
74,MT,Custer,All Sectors,Volatile Organic Compounds,CAP,758.7157267402879,TON
75,MT,Custer,All Sectors,Carbon Dioxide,GHG,77049.0905949006,TON
76,MT,Custer,All Sectors,Methane,GHG,298.36261772908904,TON
77,MT,Custer,All Sectors,Nitrous Oxide,GHG,3.68677525689,TON
78,MT,Daniels,All Sectors,Ammonia,CAP,2710.817675831049,TON
79,MT,Daniels,All Sectors,Carbon Monoxide,CAP,70732.58754831474,TON
80,MT,Daniels,All Sectors,Nitrogen Oxides,CAP,4955.577454365626,TON
81,MT,Daniels,All Sectors,PM10 Primary (Filt + Cond),CAP,10746.690739926058,TON
82,MT,Daniels,All Sectors,PM2.5 Primary (Filt + Cond),CAP,16657.110194849338,TON
