,State,Metric Type,Metric Name,Units,Household Income,Electricity Payments ($),Gas Payments ($),Fuel Oil Payments ($),Energy Burden (% Income)
1,MO,Tenure,OWNER,1601845.0,87009.66,1790.38,660.49,30.3,2.85
2,MO,Tenure,RENTER,794426.0,40417.46,1388.82,391.36,10.43,4.43
3,MO,Year Built,1940-59,362807.048,57378.43,1549.92,748.95,25.22,4.05
4,MO,Year Built,1960-79,656915.165,62989.7,1592.98,573.51,24.11,3.4799999999999995
5,MO,Year Built,1980-99,648866.538,78155.22,1712.4,506.46,24.43,2.87
6,MO,Year Built,2000-09,329056.924,92916.19,1846.15,467.53,18.49,2.5100000000000002
7,MO,Year Built,2010+,85475.551,88982.58,1605.37,328.53,10.3,2.18
8,MO,Year Built,BEFORE 1940,313149.774,65130.55,1617.83,670.25,28.79,3.56
9,MO,Building Type,1 ATTACHED,86638.395,62467.39,1294.92,505.74,10.05,2.9000000000000004
10,MO,Building Type,1 DETACHED,1750360.565,82474.94,1810.64,671.77,28.08,3.04
11,MO,Building Type,MOBILE_TRAILER,120797.975,38827.53,2066.88,318.6,44.91,6.260000000000001
12,MO,Building Type,10-19 UNIT,72962.73,40291.04,1006.48,152.85,0.84,2.88
13,MO,Building Type,2 UNIT,70529.524,37302.55,1248.86,449.03,5.88,4.569999999999999
14,MO,Building Type,3-4 UNIT,104642.693,34609.33,1040.44,344.83,4.95,4.02
15,MO,Building Type,5-9 UNIT,86593.55,38195.88,1039.75,256.71,1.53,3.4000000000000004
16,MO,Building Type,BOAT_RV_VAN,1634.631,19629.54,797.44,398.49,6.78,6.13
17,MO,Building Type,50+ UNIT,59421.479,46339.78,712.4,77.65,1.62,1.71
18,MO,Building Type,20-49 UNIT,42689.459,40664.67,843.88,102.35,3.23,2.33
19,MO,Heating Fuel,BOTTLED GAS,211469.0,68510.97,1769.15,1107.44,73.2,4.31
20,MO,Heating Fuel,ELECTRICITY,857056.0,62028.33,1932.46,119.89,13.52,3.3300000000000005
21,MO,Heating Fuel,OTHER,8290.0,58968.91,1519.18,208.26,214.97,3.29
22,MO,Heating Fuel,SOLAR,846.0,40974.83,483.07,94.41,41.15,1.51
23,MO,Heating Fuel,UTILITY GAS,1218329.0,80140.74,1439.98,830.56,11.32,2.85
24,MO,Heating Fuel,WOOD,87471.0,58625.63,1815.76,173.53,143.23,3.64
25,MO,Heating Fuel,COAL,498.0,39817.95,1149.5,312.13,13.88,3.71
26,MO,Heating Fuel,NONE,7351.0,34389.42,963.72,141.8,16.77,3.26
27,MO,Heating Fuel,FUEL OIL,4961.0,55027.37,1413.58,380.48,300.66,3.81
28,MO,Percent of FPL,0-100%,291125.702,9586.96,1546.49,449.11,23.59,21.060000000000002
29,MO,Percent of FPL,100-150%,219489.522,21497.25,1580.07,467.01,25.37,9.64
30,MO,Percent of FPL,150-200%,227140.077,30992.27,1623.3,487.78,28.29,6.9
31,MO,Percent of FPL,200-400%,774254.79,53466.58,1657.38,542.22,25.7,4.16
32,MO,Percent of FPL,400%+,884260.908,130661.54,1721.48,684.25,20.43,1.8599999999999999
