,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
39,Units in Structure: 1 ATTACHED,CO,157573,151319,151100,156822,162811,161085,162969,165610,169278,176843
40,Units in Structure: 1 DETACHED,CO,1382607,1394331,1406322,1418724,1421189,1448020,1475203,1506014,1493822,1537618
41,Units in Structure: 10-19,CO,132723,133145,134390,128587,133664,137511,132125,132664,143438,137535
42,Units in Structure: 2,CO,43657,43010,39938,38628,35096,37959,34975,42249,40646,35327
43,Units in Structure: 20-49,CO,119205,122427,120389,120193,122026,122264,128845,124103,136185,133933
44,Units in Structure: 3-4,CO,76219,71773,73063,74573,75395,79111,77645,73355,82484,79049
45,Units in Structure: 5-9,CO,102082,110769,106706,105575,103825,105695,109087,111073,108085,114135
46,Units in Structure: 50+,CO,103512,108124,105815,109667,118267,120457,123104,134008,145417,150185
47,"Units in Structure: Boat,RV,Van,Etc.",CO,1583,1805,1318,1417,1666,1808,1713,1514,1752,1508
48,Units in Structure: Mobile Home,CO,95101,87958,91495,93105,102341,95212,93474,94905,103021,97976
