,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,IN,All Sectors,Ammonia,CAP,3585.4327564602827,TON
1,IN,All Sectors,Carbon Monoxide,CAP,23065.27792707158,TON
2,IN,All Sectors,Nitrogen Oxides,CAP,2199.0378293650742,TON
3,IN,All Sectors,PM10 Primary (Filt + Cond),CAP,7137.613313695429,TON
4,IN,All Sectors,PM2.5 Primary (Filt + Cond),CAP,6707.996381164119,TON
5,IN,All Sectors,Sulfur Dioxide,CAP,3962.5393338896165,TON
6,IN,All Sectors,Volatile Organic Compounds,CAP,12010.074837242317,TON
7,IN,All Sectors,Carbon Dioxide,GHG,2386758.7909999387,TON
8,IN,All Sectors,Methane,GHG,2162.415549855301,TON
9,IN,All Sectors,Nitrous Oxide,GHG,8.65456926203,TON
10,IN,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,1347.06677464,TON
11,IN,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,1051.5599408088299,TON
12,IN,Agriculture - Fertilizer Application,Ammonia,CAP,158.3,TON
13,IN,Agriculture - Livestock Waste,Ammonia,CAP,3331.690501476,TON
14,IN,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,78.9312411535,TON
15,IN,Biogenics - Vegetation and Soil,Carbon Monoxide,CAP,1289.76,TON
16,IN,Biogenics - Vegetation and Soil,Nitrogen Oxides,CAP,505.9184,TON
17,IN,Biogenics - Vegetation and Soil,Volatile Organic Compounds,CAP,6467.7507000000005,TON
18,IN,Bulk Gasoline Terminals,Carbon Monoxide,CAP,2.345512,TON
19,IN,Commercial Cooking,Carbon Monoxide,CAP,8.874159200000001,TON
20,IN,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,2.81070585,TON
21,IN,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,52.8125981,TON
22,IN,Commercial Cooking,Volatile Organic Compounds,CAP,4.022090171,TON
23,IN,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,1910.7100900000003,TON
24,IN,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,101.35022771999999,TON
25,IN,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,414.77702,TON
26,IN,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,349.19573999999994,TON
27,IN,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,0.0,TON
28,IN,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
29,IN,Fires - Agricultural Field Burning,Volatile Organic Compounds,CAP,0.895,TON
30,IN,Fires - Prescribed Fires,Ammonia,CAP,4.29793,TON
31,IN,Fires - Prescribed Fires,Carbon Monoxide,CAP,5094.650790000001,TON
32,IN,Fires - Prescribed Fires,Nitrogen Oxides,CAP,27.226329,TON
33,IN,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,557.1958539999999,TON
34,IN,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,18.732881,TON
35,IN,Fires - Prescribed Fires,Sulfur Dioxide,CAP,16.484351,TON
36,IN,Fires - Prescribed Fires,Volatile Organic Compounds,CAP,309.66258700000003,TON
37,IN,Fires - Prescribed Fires,Carbon Dioxide,GHG,30150.95955,TON
38,IN,Fires - Prescribed Fires,Methane,GHG,52.283353,TON
39,IN,Fires - Wildfires,Ammonia,CAP,0.040539999999999896,TON
40,IN,Fires - Wildfires,Carbon Monoxide,CAP,56.49672,TON
41,IN,Fires - Wildfires,Nitrogen Oxides,CAP,3.196776,TON
42,IN,Fires - Wildfires,PM10 Primary (Filt + Cond),CAP,10.468591,TON
43,IN,Fires - Wildfires,PM2.5 Primary (Filt + Cond),CAP,10.198271,TON
44,IN,Fires - Wildfires,Sulfur Dioxide,CAP,0.015645,TON
45,IN,Fires - Wildfires,Volatile Organic Compounds,CAP,0.4590999999999998,TON
46,IN,Fires - Wildfires,Carbon Dioxide,GHG,1916.7973940000002,TON
47,IN,Fires - Wildfires,Methane,GHG,2.203644,TON
48,IN,Fuel Comb - Comm/Institutional - Biomass,Ammonia,CAP,0.065481277,TON
49,IN,Fuel Comb - Comm/Institutional - Biomass,Carbon Monoxide,CAP,12.353713599999999,TON
50,IN,Fuel Comb - Comm/Institutional - Biomass,Nitrogen Oxides,CAP,4.9079047000000005,TON
51,IN,Fuel Comb - Comm/Institutional - Biomass,PM10 Primary (Filt + Cond),CAP,8.8838314,TON
52,IN,Fuel Comb - Comm/Institutional - Biomass,PM2.5 Primary (Filt + Cond),CAP,14.6001286,TON
53,IN,Fuel Comb - Comm/Institutional - Biomass,Sulfur Dioxide,CAP,0.58898545,TON
54,IN,Fuel Comb - Comm/Institutional - Biomass,Volatile Organic Compounds,CAP,0.28372330999999995,TON
55,IN,Fuel Comb - Comm/Institutional - Coal,Ammonia,CAP,0.0,TON
56,IN,Fuel Comb - Comm/Institutional - Coal,Carbon Monoxide,CAP,0.0,TON
57,IN,Fuel Comb - Comm/Institutional - Coal,Nitrogen Oxides,CAP,0.0,TON
58,IN,Fuel Comb - Comm/Institutional - Coal,PM10 Primary (Filt + Cond),CAP,0.0,TON
59,IN,Fuel Comb - Comm/Institutional - Coal,PM2.5 Primary (Filt + Cond),CAP,0.0,TON
60,IN,Fuel Comb - Comm/Institutional - Coal,Sulfur Dioxide,CAP,303.21571,TON
61,IN,Fuel Comb - Comm/Institutional - Coal,Volatile Organic Compounds,CAP,0.0,TON
62,IN,Fuel Comb - Comm/Institutional - Natural Gas,Ammonia,CAP,0.1321737,TON
63,IN,Fuel Comb - Comm/Institutional - Natural Gas,Carbon Monoxide,CAP,4.734536,TON
64,IN,Fuel Comb - Comm/Institutional - Natural Gas,Nitrogen Oxides,CAP,16.410612,TON
65,IN,Fuel Comb - Comm/Institutional - Natural Gas,PM10 Primary (Filt + Cond),CAP,0.56781306,TON
66,IN,Fuel Comb - Comm/Institutional - Natural Gas,PM2.5 Primary (Filt + Cond),CAP,0.05087107,TON
67,IN,Fuel Comb - Comm/Institutional - Natural Gas,Sulfur Dioxide,CAP,0.16911264,TON
68,IN,Fuel Comb - Comm/Institutional - Oil,Ammonia,CAP,0.009832968950000001,TON
69,IN,Fuel Comb - Comm/Institutional - Oil,Carbon Monoxide,CAP,0.4029252659999999,TON
