Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,FL,11591,9816,8372,9175,11053,9997,9839,10141,9405,10742,9403
,Statewide Total,Cooperative,FL,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,FL,1245,1915,1545,2278,2859,1854,1763,1763,1695,1547,1551
,Statewide Total,Investor Owned,FL,6496,4774,3857,3685,3934,3412,4156,4283,4497,5881,4943
,Statewide Total,Municipal Owned,FL,3850,3127,2970,3212,4260,4731,3920,4095,3213,3314,2909
32555,CITY OF JACKSONVILLE BEACH D/B/A BEACHES ENERGY SERVICES,Municipal Owned,FL,0,1,5,2,1,5,6,5,2,8,4
32462,PENINSULA PIPELINE COMPANY,Investor Owned,FL,0,0,0,0,2,0,0,0,1,2,0
25136,ST JOE NATURAL GAS CO INC,Investor Owned,FL,82,53,75,98,40,60,63,61,78,95,100
22651,"WILLISTON GAS DEPT, CITY OF",Municipal Owned,FL,0,0,0,9,5,7,6,1,16,3,2
19030,"TALLAHASSEE, CITY OF",Municipal Owned,FL,614,350,316,216,243,277,253,181,174,171,175
18738,"SUNRISE, CITY OF",Municipal Owned,FL,429,105,133,351,190,354,424,222,249,213,112
18620,"STARKE NATURAL GAS DEPT, CITY OF",Municipal Owned,FL,4,2,0,0,2,0,5,2,13,4,2
17180,REEDY CREEK UTILITY CO INC,Privately Owned,FL,20,5,3,10,6,2,6,13,22,15,15
16010,"QUINCY MUNICIPAL GAS SYSTEM, CITY OF",Municipal Owned,FL,33,3,1,1,2,1,2,0,1,3,4
15385,"PERRY, CITY OF",Municipal Owned,FL,28,202,4,5,0,0,17,18,20,18,5
15348,PEOPLES GAS SYSTEM INC,Investor Owned,FL,5340,3837,3108,2983,3063,3198,3942,4058,4101,5562,4634
15042,PALATKA GAS AUTH,Municipal Owned,FL,41,24,26,46,45,48,51,55,37,24,58
14200,OKALOOSA COUNTY GAS DISTRICT,Municipal Owned,FL,1025,786,1077,1198,1763,2056,805,906,642,854,789
12540,"MILTON, CITY OF",Municipal Owned,FL,57,75,58,53,81,51,51,71,51,74,66
12150,"MARIANNA, CITY OF",Municipal Owned,FL,8,15,3,15,1,9,22,10,27,13,5
12030,"MADISON, CITY OF",Municipal Owned,FL,28,33,14,13,5,5,1,3,2,2,6
11576,"LIVE OAK GAS DEPT, CITY OF",Municipal Owned,FL,29,60,52,37,36,7,5,7,2,2,36
11352,"LEESBURG, CITY OF",Municipal Owned,FL,116,71,91,139,147,224,407,213,348,392,231
11113,"LAKE CITY, CITY OF",Municipal Owned,FL,47,48,58,86,60,25,23,26,11,25,4
11096,LAKE APOPKA NATURAL GAS DISTRICT,Municipal Owned,FL,223,196,139,224,354,329,390,591,283,323,357
9160,"JAY, TOWN OF",Municipal Owned,FL,1,6,0,0,0,0,0,0,1,0,4
9130,"JASPER, CITY OF",Municipal Owned,FL,20,19,10,13,3,7,6,0,8,8,0
7155,"HAVANA, TOWN OF",Municipal Owned,FL,12,3,4,4,5,1,1,0,0,0,0
6850,"GULF BREEZE, CITY OF",Municipal Owned,FL,55,62,29,24,46,64,57,76,67,84,61
6030,GAINESVILLE REGIONAL UTIL GAS DEPT,Municipal Owned,FL,253,231,175,137,191,169,75,198,147,150,121
5460,FORT PIERCE UTILITIES AUTH - GAS DEPT,Municipal Owned,FL,57,67,50,45,38,24,31,38,31,31,26
5330,FLORIDA PUBLIC UTILITIES CO,Investor Owned,FL,978,783,582,536,704,21,16,24,26,20,8
5290,"FLORALA UTILITY BOARD, CITY OF",Municipal Owned,FL,4,5,17,3,2,2,0,0,0,0,0
4475,"PENSACOLA, ENERGY SERVICES OF",Municipal Owned,FL,490,567,458,402,817,894,1098,1297,899,721,653
3190,"DEFUNIAK SPRINGS NATURAL GAS SYSTEM, CITY OF",Municipal Owned,FL,11,6,21,17,16,8,8,13,19,13,11
2872,CRESCENT CITY NATURAL GAS,Municipal Owned,FL,115,72,91,33,37,22,31,20,37,40,54
2488,CLEARWATER GAS SYSTEM,Municipal Owned,FL,89,96,97,98,117,95,97,117,97,120,103
2432,FLORIDA CITY GAS,Privately Owned,FL,1225,1910,1542,2268,2853,1852,1757,1750,1673,1532,1536
2348,"CHIPLEY, CITY OF",Municipal Owned,FL,31,5,4,3,1,2,5,1,3,1,1
2289,"CHATTAHOOCHEE, CITY OF",Municipal Owned,FL,0,0,10,0,0,5,9,0,4,0,0
2227,"CENTURY, TOWN OF",Municipal Owned,FL,30,17,27,17,33,35,26,21,11,14,17
2188,CENTRAL FLORIDA GAS CORP,Investor Owned,FL,92,98,92,68,125,129,128,135,263,184,182
1544,"BLOUNTSTOWN, CITY OF",Municipal Owned,FL,0,0,0,21,19,5,8,3,11,3,2
929,"SEBRING GAS SYSTEM, INC",Investor Owned,FL,4,3,0,0,0,4,7,5,28,18,19
