Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,AZ,231,243,196,261,264,257,291,330,265,371,285
,Statewide Total,Cooperative,AZ,17,3,8,12,14,20,14,7,9,4,12
,Statewide Total,Privately Owned,AZ,23,23,20,20,16,13,20,21,16,16,20
,Statewide Total,Investor Owned,AZ,136,162,117,181,191,176,176,231,174,249,190
,Statewide Total,Municipal Owned,AZ,55,55,51,48,43,48,81,71,66,102,63
31840,UNISOURCE ENERGY SERVICES,Investor Owned,AZ,136,162,117,181,191,176,176,231,174,249,190
31795,COLORADO CITY GAS DEPARTMENT,Municipal Owned,AZ,0,0,4,0,0,0,0,0,0,0,3
31432,ALLIANT GAS,Privately Owned,AZ,22,17,20,20,14,12,18,19,13,16,19
22609,"WILLCOX MUNICIPAL SYSTEM, CITY OF",Municipal Owned,AZ,3,5,1,2,1,2,10,6,0,0,0
18028,"SAFFORD UTILITIES DIV, CITY OF",Municipal Owned,AZ,0,0,0,0,0,0,0,10,0,20,0
12378,"MESA MUNICIPAL SYSTEM, CITY OF",Municipal Owned,AZ,52,50,46,46,42,46,71,55,66,82,60
6484,GRAHAM COUNTY UTIL INC,Cooperative,AZ,17,3,8,12,14,20,14,7,9,4,12
3605,DUNCAN RURAL SERVICE CORP,Cooperative,AZ,0,0,0,0,0,0,0,0,0,0,0
2778,"COPPER MARKET, INC",Privately Owned,AZ,1,6,0,0,2,1,2,2,3,0,1
1312,CITY OF BENSON,Municipal Owned,AZ,0,0,0,0,0,0,0,0,0,0,0
