Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,AZ,748,817,732,662,668,684,664,973,894,993,801
,Statewide Total,Cooperative,AZ,49,24,33,26,32,39,28,23,20,17,26
,Statewide Total,Privately Owned,AZ,43,39,50,39,25,27,46,41,28,40,35
,Statewide Total,Investor Owned,AZ,259,303,294,242,336,269,237,261,236,325,227
,Statewide Total,Municipal Owned,AZ,397,451,355,355,275,349,353,648,610,611,513
31840,UNISOURCE ENERGY SERVICES,Investor Owned,AZ,259,303,294,242,336,269,237,261,236,325,227
31795,COLORADO CITY GAS DEPARTMENT,Municipal Owned,AZ,0,0,4,3,0,0,1,1,0,0,4
31432,ALLIANT GAS,Privately Owned,AZ,37,24,44,36,22,23,41,37,25,37,30
22609,"WILLCOX MUNICIPAL SYSTEM, CITY OF",Municipal Owned,AZ,25,67,15,9,10,6,11,8,2,3,0
18028,"SAFFORD UTILITIES DIV, CITY OF",Municipal Owned,AZ,15,11,9,12,9,8,9,14,6,24,18
12378,"MESA MUNICIPAL SYSTEM, CITY OF",Municipal Owned,AZ,349,361,324,328,254,329,324,618,597,583,489
6484,GRAHAM COUNTY UTIL INC,Cooperative,AZ,39,20,30,22,28,34,26,22,18,12,23
3605,DUNCAN RURAL SERVICE CORP,Cooperative,AZ,10,4,3,4,4,5,2,1,2,5,3
2778,"COPPER MARKET, INC",Privately Owned,AZ,6,15,6,3,3,4,5,4,3,3,5
1312,CITY OF BENSON,Municipal Owned,AZ,8,12,3,3,2,6,8,7,5,1,2
