Operator Name,Operator ID,Operator Type,State,Total Services,Services from Unknown Decade,Pre-1940,1940-49,1950-59,1960-69,1970-79,1980-89,1990-99,2000-09,2010-19,2020-29
Statewide Total,,Total,ND,176585,24397,37,19,6873,12604,26427,19611,22826,23942,38300,1549
Statewide Total,,Cooperative,ND,0,0,0,0,0,0,0,0,0,0,0,0
Statewide Total,,Privately Owned,ND,0,0,0,0,0,0,0,0,0,0,0,0
Statewide Total,,Investor Owned,ND,176585,24397,37,19,6873,12604,26427,19611,22826,23942,38300,1549
Statewide Total,,Municipal Owned,ND,0,0,0,0,0,0,0,0,0,0,0,0
DAKOTA NATURAL GAS LLC,40064,Investor Owned,ND,241,0,0,0,0,0,0,0,0,0,0,241
NORTHERN STATES POWER CO OF MINNESOTA,31636,Investor Owned,ND,59096,14369,3,7,3,3481,2522,5559,9304,10310,13453,85
MONTANA - DAKOTA UTILITIES CO,12684,Investor Owned,ND,358,187,0,0,0,0,0,0,48,103,20,0
MONTANA - DAKOTA UTILITIES CO,12684,Investor Owned,ND,114405,9382,34,11,6870,8940,23452,13771,13025,13340,24387,1193
GREAT PLAINS NATURAL GAS CO,6690,Investor Owned,ND,2485,459,0,1,0,183,453,281,449,189,440,30
