Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,TX,17895,19476,17470,16699,17475,20363,19655,20234,23027,25952,25840
,Statewide Total,Cooperative,TX,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,TX,21,20,23,23,52,66,79,87,228,254,77
,Statewide Total,Investor Owned,TX,16596,18172,16367,15632,16329,19088,18478,18805,21682,24478,24453
,Statewide Total,Municipal Owned,TX,1278,1284,1080,1044,1094,1209,1098,1342,1117,1220,1310
40247,"TEXAS REPUBLIC UTILITY, LLC",Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
40246,"RAVEN FOREST OPERATING, LLC",Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
39912,"ENERTEX NB, LLC",Investor Owned,TX,0,0,0,0,0,0,0,0,1,9,17
39795,"DOMINION PRIVATIZATION, TEXAS LLC",Privately Owned,TX,0,0,0,0,0,0,0,7,167,187,2
39719,CORIX UTILITIES (TEXAS),Investor Owned,TX,0,0,0,0,0,0,0,2,2,15,15
39671,CROSS PLAINS MUNICIPAL GAS COMPANY,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
39622,"METROPOLITAN PROPANE AND GAS, LTD",Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
39423,5M GAS,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
32647,NAVITAS UTILITY COPORATION,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
32621,CITY OF MARFA,Municipal Owned,TX,0,0,6,26,5,2,1,1,0,0,0
32607,"ALLIANT GAS, LLC",Privately Owned,TX,0,0,0,3,20,41,50,52,40,37,26
32500,AGRITEXGAS L P,Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
32371,"GAS ENERGY, LLC",Investor Owned,TX,0,0,4,4,6,3,7,7,7,3,13
32332,"CONSUMERS GAS COMPANY, INC.",Investor Owned,TX,0,0,1,0,0,1,2,1,0,0,1
32322,TEXAS STATE NATURAL GAS,Privately Owned,TX,0,0,0,0,0,0,0,0,0,4,13
32291,DIRECT PROPANE SERVICES,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
32162,OHM OPERATING,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
32061,"TEXAS COMMUNITY PROPANE, LTD.",Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
32024,"CENTERPOINT ENERGY INTRASTATE PIPELINES, INC.",Investor Owned,TX,0,0,0,0,0,0,0,0,1,1,0
32013,AMERIGAS PROPANE LP,Privately Owned,TX,0,7,9,0,0,0,0,0,0,0,0
31981,"TEXAS KANSAS OKLAHOMA GAS, LLC",Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
31711,"SOUTHERN STAR CENTRAL GAS PIPELINE, INC",Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
31622,GREENLIGHT GAS INC,Cooperative,TX,0,0,0,0,0,0,0,0,0,0,0
31608,"LDC, LLC.",Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
31588,"COSERV GAS, LTD",Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
31531,"ONEOK WESTEX TRANSMISSION, LLC",Investor Owned,TX,2,1,0,0,0,0,0,0,0,0,0
31354,"BLUEBONNET NATURAL GAS, LLC",Privately Owned,TX,0,0,0,1,11,0,0,0,0,1,0
31348,ATMOS ENERGY CORPORATION - MID-TEX,Investor Owned,TX,5989,5806,4977,5215,4949,6119,5552,5099,6499,6310,5927
31148,"SIENERGY, LP",Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
31130,DCP MIDSTREAM,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
31018,"PORT ARANSAS, CITY OF",Municipal Owned,TX,11,22,7,8,20,13,10,39,20,9,27
30993,T & L GAS CO,Privately Owned,TX,0,0,0,0,0,0,0,1,0,0,0
30929,"SPLENDORA, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
30630,"OKTEX PIPELINE COMPANY, LLC",Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
25110,EPCOR GAS TEXAS INC.,Privately Owned,TX,18,9,8,17,17,24,26,25,18,21,33
25109,"MARIETTA, CITY OF",Municipal Owned,TX,0,0,0,1,0,0,1,1,0,0,0
25000,ZIA NATURAL GAS CO,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
22873,"WOODVILLE, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
22868,WOODSBORO NATURAL GAS CORP,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
22742,"WINONA, TOWN OF",Municipal Owned,TX,0,0,0,0,1,0,0,0,0,3,0
22581,"WHITEFACE GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
22435,WEST TEXAS GAS INC,Investor Owned,TX,37,37,27,43,41,45,26,39,38,34,42
22084,"WALLER, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
20320,"UVALDE GAS DEPT, CITY OF",Municipal Owned,TX,4,1,5,0,3,1,0,0,0,0,0
19520,"TOMBALL GAS DEPT, CITY OF",Municipal Owned,TX,29,0,0,0,0,0,0,0,0,0,6
19400,"THREE RIVERS GAS, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
18764,"SWEENY GAS SYSTEM, CITY OF",Municipal Owned,TX,7,0,0,0,0,0,0,0,0,0,0
18736,SUNRAY UTILITIES SYSTEM,Municipal Owned,TX,1,0,0,0,0,0,0,0,0,0,0
18728,"SUNDOWN GAS SYSTEMS, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
18684,SUBURBAN PROPANE,Privately Owned,TX,0,0,0,0,0,0,0,0,0,0,0
18652,STOCKDALE NATURAL GAS SYSTEM,Municipal Owned,TX,0,0,0,0,5,0,4,0,0,0,0
18649,PURE UTILITIES LC,Privately Owned,TX,3,4,4,2,4,1,3,2,3,3,2
18648,"STINNETT GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,1,1,0,0,0,0
18626,STARR COUNTY GAS SYSTEM,Municipal Owned,TX,0,0,0,0,5,0,0,0,0,0,0
18594,"SPUR, CITY OF",Municipal Owned,TX,1,0,0,0,0,0,0,0,0,0,0
18544,CITY OF ALPINE GAS DEPT,Municipal Owned,TX,19,0,8,8,10,7,9,12,9,6,15
18532,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",Investor Owned,TX,1942,1667,2354,2561,2741,2593,2455,2434,2761,3039,3023
18160,"SEALY GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
18104,CPS ENERGY,Municipal Owned,TX,1033,981,765,685,747,909,822,958,803,909,962
18004,"SABINAL, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
17660,"ROMA GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
17560,"ROBSTOWN GAS SYSTEM, CITY OF",Municipal Owned,TX,0,15,14,3,9,1,0,0,10,0,7
17490,RISING STAR CITY UTILITIES,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
17200,REKLAW NATURAL GAS SYSTEM,Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
17080,"RANKIN MUNICIPAL SYSTEM, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
17058,STERLING NATURAL GAS INC,Investor Owned,TX,0,0,0,0,0,0,0,0,0,0,0
15828,"PRAIRIE VIEW GAS SYSTEM (AKA WALLER, CITY OF)",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
15652,"PLAINS, CITY OF",Municipal Owned,TX,0,0,0,0,0,1,0,0,3,0,0
15581,"PINELAND GAS DEPT, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
15406,"PERRYTON, CITY OF",Municipal Owned,TX,0,0,0,0,0,0,0,0,0,0,0
