Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,UT,0,0,0,0,0,15,17,0,14,23,20
,Statewide Total,Cooperative,UT,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,UT,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,UT,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Municipal Owned,UT,0,0,0,0,0,15,17,0,14,23,20
31158,"HILDALE, CITY OF",Municipal Owned,UT,0,0,0,0,0,1,0,0,0,0,0
30510,NEPHI CITY,Municipal Owned,UT,0,0,0,0,0,8,10,0,9,20,15
30509,MONA TOWN,Municipal Owned,UT,0,0,0,0,0,6,5,0,5,3,5
30508,LEVAN TOWN,Municipal Owned,UT,0,0,0,0,0,0,0,0,0,0,0
30047,"BLANDING, CITY OF",Municipal Owned,UT,0,0,0,0,0,0,2,0,0,0,0
