Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,CA,25619,21714,41765,46269,58935,69695,61780,62273,71234,72909,73434
,Statewide Total,Cooperative,CA,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,CA,120,113,93,7,42,49,20,18,34,36,17
,Statewide Total,Investor Owned,CA,25005,21153,41272,45708,58481,69281,61421,61973,70945,72589,73150
,Statewide Total,Municipal Owned,CA,494,448,400,554,412,365,339,282,255,284,267
32119,CITY OF VICTORVILLE,Municipal Owned,CA,2,1,1,1,0,0,0,0,0,0,0
31964,KAMPS PROPANE,Privately Owned,CA,112,88,71,0,36,28,16,6,28,23,9
31955,CITY OF VERNON,Municipal Owned,CA,0,0,1,0,2,1,0,0,0,1,0
31599,CITY OF SUSANVILLE,Municipal Owned,CA,9,5,2,5,12,14,3,2,4,8,4
31515,ALPINE NATURAL GAS,Privately Owned,CA,6,8,7,4,2,9,4,3,2,6,3
31267,WEST COAST GAS CO INC,Privately Owned,CA,2,17,15,3,4,12,0,9,4,7,5
31097,ISLAND ENERGY,Municipal Owned,CA,21,16,30,7,17,12,10,6,1,5,2
30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,Privately Owned,CA,0,0,0,0,0,0,0,0,0,0,0
18484,SOUTHERN CALIFORNIA GAS CO,Investor Owned,CA,10359,10224,11028,17863,34350,41625,41316,42119,43419,46076,45929
18480,SOUTHERN CALIFORNIA EDISON CO,Investor Owned,CA,5,11,5,5,1,10,4,3,4,13,2
18112,SAN DIEGO GAS & ELECTRIC CO,Investor Owned,CA,1076,1080,1142,980,1730,2408,2314,3105,3370,2978,3125
15084,"PALO ALTO, CITY OF",Municipal Owned,CA,132,66,95,154,147,83,76,44,94,78,69
15007,PACIFIC GAS & ELECTRIC CO,Investor Owned,CA,13565,9838,29097,26860,22400,25238,17787,16746,24152,23522,24094
11712,"LONG BEACH GAS DEPT, CITY OF",Municipal Owned,CA,270,330,230,350,196,219,202,200,132,160,147
2524,"COALINGA, CITY OF",Municipal Owned,CA,60,30,41,37,38,36,48,30,24,32,45
