,State,Sector,Pollutant,Pollutant Type,Total Emissions,Emissions Unit of Measure
0,CA,All Sectors,Ammonia,CAP,2211.1938482283877,TON
1,CA,All Sectors,Carbon Monoxide,CAP,159826.3618202046,TON
2,CA,All Sectors,Nitrogen Oxides,CAP,22757.77499726227,TON
3,CA,All Sectors,PM10 Primary (Filt + Cond),CAP,8261.83362391516,TON
4,CA,All Sectors,PM2.5 Primary (Filt + Cond),CAP,55715.817297207184,TON
5,CA,All Sectors,Sulfur Dioxide,CAP,352.8782736729649,TON
6,CA,All Sectors,Volatile Organic Compounds,CAP,22412.525441133894,TON
7,CA,All Sectors,Carbon Dioxide,GHG,2286593.5955020497,TON
8,CA,All Sectors,Methane,GHG,766.021964920176,TON
9,CA,All Sectors,Nitrous Oxide,GHG,35.22749510599999,TON
10,CA,Agriculture - Crops & Livestock Dust,PM10 Primary (Filt + Cond),CAP,679.10449451,TON
11,CA,Agriculture - Crops & Livestock Dust,PM2.5 Primary (Filt + Cond),CAP,293.6385606024,TON
12,CA,Agriculture - Crops & Livestock Dust,Volatile Organic Compounds,CAP,0.0,TON
13,CA,Agriculture - Livestock Waste,Volatile Organic Compounds,CAP,169.308574592,TON
14,CA,Biogenics - Vegetation and Soil,Ammonia,CAP,97.0,TON
15,CA,Commercial Cooking,Carbon Monoxide,CAP,0.0,TON
16,CA,Commercial Cooking,PM10 Primary (Filt + Cond),CAP,259.73368500000004,TON
17,CA,Commercial Cooking,PM2.5 Primary (Filt + Cond),CAP,80.72383,TON
18,CA,Commercial Cooking,Volatile Organic Compounds,CAP,1.9824564000000002,TON
19,CA,Dust - Construction Dust,PM10 Primary (Filt + Cond),CAP,309.266,TON
20,CA,Dust - Construction Dust,PM2.5 Primary (Filt + Cond),CAP,45.63806,TON
21,CA,Dust - Paved Road Dust,PM10 Primary (Filt + Cond),CAP,1952.5401,TON
22,CA,Dust - Paved Road Dust,PM2.5 Primary (Filt + Cond),CAP,576.8474,TON
23,CA,Dust - Unpaved Road Dust,PM10 Primary (Filt + Cond),CAP,302.7425,TON
24,CA,Dust - Unpaved Road Dust,PM2.5 Primary (Filt + Cond),CAP,22.01299,TON
25,CA,Fires - Agricultural Field Burning,Ammonia,CAP,34.563465,TON
26,CA,Fires - Agricultural Field Burning,Nitrogen Oxides,CAP,4.2511057,TON
27,CA,Fires - Agricultural Field Burning,PM10 Primary (Filt + Cond),CAP,91.49145000000001,TON
28,CA,Fires - Agricultural Field Burning,PM2.5 Primary (Filt + Cond),CAP,43.69457,TON
29,CA,Fires - Agricultural Field Burning,Sulfur Dioxide,CAP,8.334146,TON
30,CA,Fires - Agricultural Field Burning,Volatile Organic Compounds,CAP,111.8,TON
31,CA,Fires - Prescribed Fires,Ammonia,CAP,18.290637,TON
32,CA,Fires - Prescribed Fires,Carbon Monoxide,CAP,1948.9782,TON
33,CA,Fires - Prescribed Fires,Nitrogen Oxides,CAP,72.040802,TON
34,CA,Fires - Prescribed Fires,PM10 Primary (Filt + Cond),CAP,280.13772,TON
35,CA,Fires - Prescribed Fires,PM2.5 Primary (Filt + Cond),CAP,473.68311,TON
