Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,MO,10048,9077,9501,8117,8908,9190,8109,8067,8201,8685,7427
,Statewide Total,Cooperative,MO,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,MO,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Investor Owned,MO,8958,7926,8301,7011,7609,7537,7204,7082,7080,7685,6320
,Statewide Total,Municipal Owned,MO,1090,1151,1200,1106,1299,1653,905,985,1121,1000,1107
39712,"ASHLEY ENERGY, LLC",Privately Owned,MO,0,0,0,0,0,0,0,0,0,0,0
38906,LIBERTY UTILITIES (MIDSTATES NATURAL GAS) CORP. D/B/A LIBERTY UTILITIES,Investor Owned,MO,0,0,264,166,197,214,252,220,240,294,288
32336,MISSOURI JOINT MUNICIPAL ELECTRIC UTILITY COMMISSION,Municipal Owned,MO,0,0,0,0,0,0,0,0,1,0,0
32074,SUMMIT NATURAL GAS OF MISSOURI,Investor Owned,MO,16,8,37,68,36,106,67,82,60,73,70
30996,"RICHLAND, CITY OF",Municipal Owned,MO,0,0,1,0,0,0,4,0,0,0,0
30866,"WAYNESVILLE, CITY OF",Municipal Owned,MO,2,2,1,1,2,1,5,2,1,3,0
30865,"ST. ROBERT, CITY OF",Municipal Owned,MO,1,1,1,1,0,0,1,5,0,0,0
30769,SPIRE MISSOURI INC. WEST,Investor Owned,MO,3524,2524,2487,2144,2047,1752,1801,1883,1664,1651,1454
30561,WHEATON MUNICIPAL GAS,Municipal Owned,MO,2,2,0,2,1,3,0,0,1,1,0
30046,"CUBA, CITY OF, GAS DEPARTMENT",Municipal Owned,MO,24,12,16,0,0,0,0,0,5,0,0
20190,UNIONVILLE MUNICIPAL NATURAL GAS SYSTEM,Municipal Owned,MO,9,9,0,4,4,2,3,1,1,3,2
20050,AMERENUE,Investor Owned,MO,647,606,662,647,482,489,554,568,491,519,568
18596,"STANBERRY GAS DEPT, CITY OF",Municipal Owned,MO,1,0,0,0,0,24,0,0,0,0,0
18584,"SPRINGFIELD, CITY UTILITIES OF",Municipal Owned,MO,854,901,896,853,1198,1505,785,877,978,838,956
18256,"SHELBINA GAS DEPT, CITY OF",Municipal Owned,MO,2,1,0,2,2,0,0,1,1,0,0
15861,PRINCETON MUNICIPAL NATURAL GAS SYSTEM,Municipal Owned,MO,8,2,4,2,0,2,4,3,4,6,10
15812,"POTOSI, CITY OF",Municipal Owned,MO,0,6,1,1,1,3,1,1,2,3,0
15686,PLATTSBURG GAS DEPT,Municipal Owned,MO,4,0,0,0,0,2,1,0,1,8,3
