Operator ID,Operator Name,Operator Type,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,Statewide Total,Total,WV,3314,2865,2871,2630,1097,1098,1194,974,1166,968,952
,Statewide Total,Cooperative,WV,0,0,0,0,0,0,0,0,0,0,0
,Statewide Total,Privately Owned,WV,725,766,748,652,686,630,676,584,658,594,621
,Statewide Total,Investor Owned,WV,2589,2099,2123,1978,411,468,518,390,508,374,331
,Statewide Total,Municipal Owned,WV,0,0,0,0,0,0,0,0,0,0,0
39780,BAZZLE GAS COMPANY,Privately Owned,WV,0,0,0,0,0,0,0,0,0,0,0
31808,CANAAN VALLEY GAS CO,Privately Owned,WV,0,0,0,0,0,0,0,0,0,0,0
31807,THOMPSON GAS INC,Privately Owned,WV,0,0,0,0,0,1,0,0,0,0,0
30666,"ENMARK ENERGY, INC",Privately Owned,WV,0,0,0,0,0,0,0,0,0,0,0
22350,WELCH GAS COOP,Cooperative,WV,0,0,0,0,0,0,0,0,0,0,0
20120,UNION OIL & GAS INC,Privately Owned,WV,0,0,8,21,33,24,15,24,13,9,7
18600,STANDARD GAS CO,Privately Owned,WV,0,0,0,0,0,0,0,0,0,0,0
15350,PEOPLES NATURAL GAS COMPANY LLC,Investor Owned,WV,2204,1645,1658,1419,0,10,9,7,28,32,9
12878,MOUNTAINEER GAS CO,Privately Owned,WV,659,712,706,598,608,575,627,537,619,562,590
7348,DOMINION ENERGY WEST VIRGINIA,Investor Owned,WV,361,437,440,545,395,440,482,351,463,332,297
2736,CONSUMERS GAS UTILITY CO,Privately Owned,WV,66,54,34,33,45,30,34,23,26,23,24
1560,CARDINAL NATURAL GAS COMPANY,Investor Owned,WV,24,17,25,14,16,18,27,32,17,10,25
