,Metric,State,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
7,"Household Income: $10,000 to $14,999",DC,13898,11462,11798,11905,10973,12308,14621,12839,13332,9733
8,"Household Income: $100,000 to $124,999",DC,19446,25792,26297,24033,24954,25997,25982,27131,26516,25923
9,"Household Income: $125,000 to $149,999",DC,13603,14631,15586,18141,15861,18986,18094,19177,20875,21397
10,"Household Income: $15,000 to $19,999",DC,9739,9328,9977,10882,9777,10691,9700,9387,7625,8681
11,"Household Income: $150,000 to $199,999",DC,17910,17878,20977,22345,23599,24445,26539,26481,26259,30966
12,"Household Income: $20,000 to $24,999",DC,10728,11712,10472,9240,11155,9907,9692,9790,7998,5639
13,"Household Income: $200,000 or more",DC,26102,30343,32313,32716,37354,41343,42579,47034,52949,60284
14,"Household Income: $25,000 to $29,999",DC,8771,8510,9779,8069,9383,10814,8825,9291,7778,6895
15,"Household Income: $30,000 to $34,999",DC,10644,9057,9656,10681,9076,9265,9203,6905,9161,6421
16,"Household Income: $35,000 to $39,999",DC,9593,9746,10143,8471,6423,7393,6917,6410,7109,10168
17,"Household Income: $40,000 to $44,999",DC,8078,11409,10201,8852,11057,8972,7421,6532,8411,5903
18,"Household Income: $45,000 to $49,999",DC,8791,8108,8752,7993,7319,9720,7168,6944,6921,8744
19,"Household Income: $50,000 to $59,999",DC,17862,18168,14624,19176,14773,15656,14804,13646,13113,15567
20,"Household Income: $60,000 to $74,999",DC,21820,23404,21466,21222,22097,20760,21465,22675,21919,19767
21,"Household Income: $75,000 to $99,999",DC,29131,29481,27005,28275,32079,31240,28086,31279,30730,32011
22,"Household Income: Less than $10,000",DC,26272,29641,27616,29650,31498,24290,30145,25954,26780,23471
23,Household Income: Total:,DC,252388,268670,266662,271651,277378,281787,281241,281475,287476,291570
24,Median Household Income,DC,60903.0,63124.0,66583.0,67572.0,71648.0,75628.0,75506.0,82372.0,85203.0,92266.0
